GCPL IN Equity,price,volume,mc,pe,bm,div
2024-12-31,1082.05,43476422.0,1106945.641,70.7765,8.9138,20.0
2025-01-31,1121.25,37564329.0,1147047.548,70.7765,8.9138,20.0
2025-02-28,1005.15,27181985.0,1028276.455,70.7765,8.9138,25.0
2025-03-31,1159.25,27272831.0,1185921.982,64.0116,9.8795,25.0
2025-04-30,1260.5,30026350.0,1289501.539,69.6024,10.7423,25.0
2025-05-31,1231.4,19154631.0,1259732.007,67.9956,10.4943,20.0
2025-06-30,1178.4,27129939.0,1205512.585,65.0331,10.0256,20.0
2025-07-31,1259.0,29880963.0,1288050.598,69.4812,10.0256,20.0
2025-08-31,1242.6,27053931.0,1271272.179,68.5762,10.0256,20.0
2025-09-30,1166.9,33484033.0,1193825.451,65.5194,9.8149,20.0
2025-10-31,1118.6,32670052.0,1144442.573,62.8074,9.4087,15.0
2025-11-30,1145.6,38677455.0,1172228.992,64.3234,9.6358,20.0
2025-12-31,1222.2,17142772.0,1250609.527,68.6244,10.196,20.0
2026-01-31,1154.1,24446030.0,1180926.571,64.8007,10.196,20.0
2026-02-28,1217.5,22351388.0,1245800.277,68.3605,10.196,20.0
2026-03-31,1131.8,4916043.0,1158108.267,63.5486,10.196,20.0
