MRPL IN Equity,price,volume,mc,pe,bm,div
2023-07-31,83.05,242200038.0,145553.3284,5.4818,1.4755,0.0
2023-08-31,95.25,149584628.0,166935.0335,6.2871,1.6923,0.0
2023-09-30,95.6,139980134.0,167548.4431,6.3102,1.6985,0.0
2023-10-31,103.7,300130885.0,181744.4932,6.8449,1.8424,0.0
2023-11-30,121.3,184045880.0,212590.2317,8.0066,2.1551,0.0
2023-12-31,133.15,105359390.0,233358.5272,8.7888,2.3656,0.0
2024-01-31,177.05,220965433.0,310297.6135,11.6865,3.1456,0.0
2024-02-29,227.8,339688206.0,399242.0014,15.0363,4.0472,1.0
2024-03-31,218.55,117625626.0,383030.4627,10.6506,2.8837,1.0
2024-04-30,250.15,149019122.0,438412.5841,12.1905,3.3007,1.0
2024-05-31,203.15,116178049.0,356040.4415,9.9001,2.6805,1.0
2024-06-30,214.33,86093058.0,375634.4959,10.4449,2.828,1.0
2024-07-31,220.5,243870060.0,386448.0303,10.7456,2.9094,1.0
2024-08-31,207.37,64248908.0,363436.4084,10.1058,2.7362,3.0
2024-09-30,182.18,44736197.0,319288.4452,8.8782,2.4038,3.0
2024-10-31,147.76,47916330.0,258963.9953,7.2008,1.9497,3.0
2024-11-30,154.56,118010767.0,270881.667,7.5322,2.0394,3.0
2024-12-31,148.41,56318288.0,260103.1845,7.2325,1.9582,3.0
2025-01-31,129.5,68716465.0,226961.5416,6.3109,1.7087,3.0
2025-02-28,105.8,28643917.0,185424.9506,5.1559,1.396,2.0
2025-03-31,134.44,190692159.0,235619.3796,420.125,1.8167,2.0
2025-04-30,134.21,92551054.0,235216.2819,419.4063,1.8136,2.0
2025-05-31,144.04,82963786.0,252444.3278,450.125,1.9464,2.0
2025-06-30,143.33,74776639.0,251199.9827,447.9063,1.9368,2.0
2025-07-31,126.11,173015259.0,221020.2318,394.0938,1.7041,2.0
2025-08-31,122.02,32710488.0,213852.1028,381.3125,1.6489,2.0
2025-09-30,132.79,50864592.0,232727.5916,414.9687,1.7944,2.0
2025-10-31,166.4,278790796.0,291632.4365,520.0,2.2486,0.0
2025-11-30,158.06,215721056.0,277015.7627,493.9375,2.1359,0.0
2025-12-31,152.03,118871000.0,266447.5921,475.0938,2.0544,0.0
2026-01-31,176.54,321087542.0,309403.7881,551.6875,2.3856,0.0
2026-02-28,196.65,249136267.0,344648.5495,614.5313,2.6573,0.0
2026-03-31,196.3,42339666.0,344035.1453,613.4375,2.6526,4.0
