BAF IN Equity,price,volume,mc,pe,bm,div
2018-06-30,229.64,334085850.0,1327130.447,51.7429,8.3337,0.36
2018-07-31,269.79,399255820.0,1559198.394,60.7909,9.791,0.4
2018-08-31,285.66,262195830.0,1650915.946,64.3668,10.3669,0.4
2018-09-30,216.8,580513210.0,1252953.081,48.8508,7.8679,0.4
2018-10-31,238.26,1036765430.0,1376948.046,53.6852,8.6465,0.4
2018-11-30,253.77,361336620.0,1466615.215,57.1812,9.2096,0.4
2018-12-31,264.52,347260300.0,1528713.888,59.6023,9.5995,0.4
2019-01-31,257.49,413403880.0,1488085.347,58.0183,9.3444,0.4
2019-02-28,264.9,275971990.0,1530938.922,59.689,9.6135,0.4
2019-03-31,302.5,276678490.0,1748240.936,43.6319,8.8594,0.4
2019-04-30,309.59,213513700.0,1789245.133,44.6553,9.0672,0.4
2019-05-31,346.71,436183250.0,2003744.182,50.0087,10.1542,0.4
2019-06-30,368.11,206830090.0,2134510.491,53.0953,10.781,0.4
2019-07-31,325.21,671745530.0,1885722.975,46.9068,9.5244,0.6
2019-08-31,333.25,444288860.0,1932372.446,48.0672,9.76,0.6
2019-09-30,404.61,407587440.0,2346129.193,58.3593,11.8498,0.6
2019-10-31,402.76,353909400.0,2335401.844,58.0925,11.7957,0.6
2019-11-30,407.42,264377070.0,2451248.822,58.7653,11.9323,0.6
2019-12-31,423.48,257757300.0,2547843.982,61.0811,12.4025,0.6
2020-01-31,436.59,373036230.0,2626750.585,62.9727,12.7866,0.6
2020-02-29,446.59,296243100.0,2686885.659,64.4144,13.0793,0.6
2020-03-31,221.58,1069456440.0,1333139.547,24.6831,4.1122,1.6
2020-04-30,231.81,1746451490.0,1394688.502,25.8227,4.302,1.6
2020-05-31,195.37,2134582050.0,1175416.588,21.7628,3.6256,1.6
2020-06-30,283.1,3358279470.0,1703417.142,31.5361,5.2539,1.6
2020-07-31,325.13,2954297330.0,1959070.292,36.2181,6.0339,1.0
2020-08-31,348.78,1302884610.0,2101573.329,38.8526,6.4728,1.0
2020-09-30,327.86,1018369410.0,1975519.902,36.5222,6.0845,1.0
2020-10-31,330.9,1049087330.0,1993961.554,36.8609,6.1409,1.0
2020-11-30,490.88,1375666470.0,2957980.803,54.682,9.1099,1.0
2020-12-31,529.52,737241380.0,3190820.557,58.9863,9.827,1.0
2021-01-31,473.46,715266090.0,2852979.957,52.7409,8.7865,1.0
2021-02-28,526.49,596551340.0,3172562.16,58.6488,9.7708,1.0
2021-03-31,514.99,452713830.0,3103234.485,69.9898,8.3914,1.0
2021-04-30,545.19,679848100.0,3285245.995,74.0949,8.8836,1.0
2021-05-31,562.79,481164690.0,3396998.743,76.4875,9.1704,0.0
2021-06-30,601.59,466132940.0,3631132.986,81.7593,9.8025,0.0
2021-07-31,622.81,308235760.0,3759012.386,84.6439,10.1484,1.0
2021-08-31,752.45,305769310.0,4541463.48,102.2628,12.2608,1.0
2021-09-30,766.81,278868680.0,4628134.243,104.2145,12.4948,1.0
2021-10-31,740.02,256685630.0,4466441.364,100.5735,12.0582,1.0
2021-11-30,699.73,192793860.0,4223238.134,95.0972,11.4016,1.0
2021-12-31,697.73,278816910.0,4211197.175,94.826,11.3691,1.0
2022-01-31,700.03,339425390.0,4225048.804,95.1379,11.4065,1.0
2022-02-28,700.23,246262270.0,4226286.096,95.1658,11.4099,1.0
2022-03-31,726.0,334562090.0,4395117.342,62.2424,10.0195,1.0
2022-04-30,667.18,231866960.0,4039055.9,57.1999,9.2078,1.0
2022-05-31,608.21,338164010.0,3682086.37,52.1446,8.394,1.0
2022-06-30,540.05,289906180.0,3269623.273,46.3006,7.4532,2.0
2022-07-31,720.91,307953650.0,4364603.488,61.8064,9.9493,2.0
2022-08-31,730.63,245714760.0,4423420.987,62.6393,10.0834,2.0
2022-09-30,733.58,269737080.0,4441281.164,62.8922,10.1241,2.0
2022-10-31,714.41,196507220.0,4325257.7,61.2491,9.8596,2.0
2022-11-30,672.1,195597350.0,4069059.604,57.6213,9.2756,2.0
2022-12-31,657.52,203536070.0,3980818.293,56.3717,9.0744,2.0
2023-01-31,588.64,297510280.0,3563798.637,50.4664,8.1238,2.0
2023-02-28,611.21,228708240.0,3700444.015,52.4014,8.4353,2.0
2023-03-31,561.67,223287510.0,3400544.645,29.4796,6.2438,2.0
2023-04-30,628.01,193566050.0,3802156.126,32.9612,6.9812,2.0
2023-05-31,698.99,225499720.0,4231859.524,36.6863,7.7702,2.0
2023-06-30,716.06,152894370.0,4338740.283,37.5825,7.96,3.0
2023-07-31,730.03,279915510.0,4423387.103,38.3158,8.1153,3.0
2023-08-31,716.3,196233390.0,4340194.488,37.5951,7.9627,3.0
2023-09-30,781.08,166322450.0,4732678.221,40.9949,8.6827,3.0
2023-10-31,749.27,198099010.0,4539935.534,39.3253,8.3291,3.0
2023-11-30,712.19,255888610.0,4401498.552,37.3794,7.917,3.0
2023-12-31,732.78,219259630.0,4528718.603,38.4598,8.1458,3.0
2024-01-31,686.29,317416190.0,4241430.575,36.02,7.6291,3.0
2024-02-29,649.54,276735860.0,4014276.193,34.091,7.2205,3.0
2024-03-31,724.53,278610290.0,4484783.088,30.5849,5.8382,3.0
2024-04-30,692.36,271868770.0,4285651.971,29.2269,5.579,3.0
2024-05-31,669.77,269113440.0,4145851.653,28.2735,5.397,3.0
2024-06-30,711.56,260926560.0,4404499.265,30.0374,5.7337,3.6
2024-07-31,680.7,247959560.0,4213477.0,28.7346,5.485,3.6
2024-08-31,720.02,213510990.0,4456866.353,30.3945,5.8019,3.6
2024-09-30,770.3,329913100.0,4768128.653,32.5172,6.207,3.6
2024-10-31,688.98,246595020.0,4264729.896,29.0842,5.5517,3.6
2024-11-30,657.59,156606600.0,4070457.901,27.7593,5.2988,3.6
2024-12-31,682.3,216596300.0,4223411.891,28.8024,5.4979,3.6
2025-01-31,788.51,318285430.0,4880859.711,33.2859,6.3538,3.6
2025-02-28,853.03,287071500.0,5287762.381,36.0095,6.8737,3.6
2025-03-31,894.56,248711600.0,5545198.546,33.2624,5.721,3.6
2025-04-30,863.45,262079170.0,5365737.352,32.1057,5.522,3.6
2025-05-31,918.05,207843040.0,5705038.133,34.1359,5.8712,5.6
2025-06-30,936.5,227915140.0,5819679.326,34.8219,5.9892,5.6
2025-07-31,881.2,178109995.0,5476029.281,32.7657,5.6355,5.6
2025-08-31,877.85,130179686.0,5455211.422,32.6411,5.6141,5.6
2025-09-30,998.9,188508370.0,6215637.135,37.1421,6.3883,5.6
2025-10-31,1042.8,153213409.0,6488804.089,38.7744,6.669,5.6
2025-11-30,1037.5,153596409.0,6455824.935,38.5774,6.6351,5.6
2025-12-31,986.8,134249097.0,6140345.104,36.6922,6.3109,5.6
2026-01-31,929.85,157653391.0,5785974.762,34.5746,5.9467,5.6
2026-02-28,995.9,193054813.0,6196969.689,37.0306,6.3691,5.6
2026-03-31,962.15,26175176.0,5986961.078,35.7756,6.1532,5.6
