SWANCORP IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2020-01-31,0.5712472196866276,0.7935215801180616,0.9169030922411426,-0.7386565462146452,-0.9428601040122073,0.0408334997794871,0.7418933563184632,-0.7539783539238554,0.5711265818973065,0.13949586257524843,0.6599123524145147,1.0385724811356323,1.196443565158949,-0.3725560984881743,0.10513607395561603
2020-02-29,1.4295125534177178,1.7497088732352932,0.6106822167549945,-0.8373003729365976,-0.7678489102500934,-0.04992951849204747,0.6116643627139142,-0.8944588249195775,1.6251126347929474,0.804945757647384,1.7583302258178748,0.5131854769795526,0.7885675635825868,-0.22567799681969203,-0.2051250458115314
2020-03-31,-1.9930002019702897,-0.015524917455036504,0.22323599120515056,1.7180537488985714,0.5853547312192982,-2.0700621392450373,-0.582019551096733,-1.1333853524479578,0.5724960859351591,-0.14036961686978602,-0.15548623819185733,0.0700923536331906,0.32554711093834654,0.32752530543861336,-0.006469293525440847
2020-04-30,0.17041539881260895,-0.23669641225022123,0.22259683496168803,1.486460308899301,0.5233713311316146,-1.694444064759983,-1.0893048994349797,-1.2706224890983069,0.6097759203889419,-0.047394682897007774,-0.14844520402857544,0.060931496917246475,0.3067251939350103,0.39523203348620445,0.0019950131305197915
2020-05-31,0.239280903859904,-0.8970316849082645,0.37048833434245554,0.6121971068987461,0.5048222552994,-0.9144398130005592,-0.6640243750210726,-1.3505259035475112,0.6924218873691753,0.09391958602609819,-0.1229716711085739,0.17842258624412352,0.4557532939524853,0.07897130046659837,0.28018016179998656
2020-06-30,2.9798526591070873,2.0787919432242976,1.8479606110467117,1.420973355189188,1.8507563148480044,2.1293222482433833,1.8841924448814231,-1.397048763385184,4.9894376442267125,2.9378383899098983,2.257226775903573,1.1156551042864538,1.913137491751879,0.7230419400000041,0.00037643516348898336
2020-07-31,0.05885311659719115,1.864728424478984,1.7839062256045144,1.258381070383352,1.6665040321439062,3.5853136844417905,3.0460130284256794,-1.4833540928287168,3.808736460409237,2.902625408638501,1.6490616489049512,1.155800340508453,1.80546640975901,2.1625842205668255,-0.034459764888673076
2020-08-31,-0.22751622421545836,1.4771115357375606,1.1557879972341831,1.3600524746785936,1.4328051160447424,2.616584157592976,2.2387923334313484,-1.685985050235234,3.0787985244859346,2.651893659795264,1.115075667095007,0.9106657590800356,1.1520136658181672,0.6115269049951381,-0.026847250036187938
2020-09-30,-0.15114299393385783,-0.18775844583654858,1.1866878172553372,-1.453532104388366,0.42631127243186584,1.1441382362794736,0.24205614006046136,-1.8036451046167872,2.1492539014958782,2.064714138843001,0.5213219948243846,1.1228454523010163,1.1678740882505347,0.006535332514740083,0.1439808084988638
2020-10-31,1.354875221556474,0.5097281025743391,2.111047930255703,0.08416901039019326,0.5287971015464072,0.6929161637061911,-0.6704115659448305,-1.5430260740300517,3.0612758121074437,2.739883400563997,1.217804145477183,1.8914313463239638,2.0682422173786796,0.20162360578231525,-0.03562358697243189
2020-11-30,-0.5383542790325453,0.44367344359442074,1.7954079116429564,0.11962351939660447,0.6386538771657332,0.9446308539840234,-0.42994059133365337,-1.412919765929867,1.943735097185583,1.888126333390414,0.3397639217760111,1.5894095366707401,1.7679491559225058,0.6642578014279918,-0.032849669018286926
2020-12-31,-0.47396665873280086,0.3375615047229024,1.1703365182443344,0.2016133010918045,-0.8587167913837194,1.1357349786699373,0.33739894374757234,-1.2066732429434515,1.33843736868199,1.3597640652369176,-0.12986757065711235,1.6839239043852596,1.158420640251137,0.5519962749787211,-0.04671439798558759
2021-01-31,-0.6043194338768656,-1.2236804708619688,0.7464611393417943,-1.512120908152634,-0.7183170507224119,1.101394094510837,0.5962467806612208,-0.6642035579190195,0.7977247248785306,0.8694722672004194,-0.7484964591863245,0.9988926002750566,0.7419132549100251,0.184344728992711,0.10858238052585992
