POLYCAB IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-09-30,-0.21510575205325602,-0.6462853143256435,-0.741350231163537,-1.5062210819192363,-0.8766741698628194,-0.6715713907868346,-1.2222919455965198,-0.7764181158110609,-0.2633536179588116,-0.47823177990765214,-0.5470720108618996,-0.4628170607266218,-1.0095177028873659,-0.4886756221479668,-0.07070734439826448
2024-10-31,-1.1137643967273443,-1.1605910658111585,-0.7489579411781142,-0.8655741550489628,-0.6243050070905312,-0.3876419745852664,-0.19668872551924194,-0.23005998072495534,-0.8006207157291599,-1.0113595353501899,-1.32366625803021,-0.6186287946984219,-0.9594367666017408,-0.36159559112595574,0.11880439868203643
2024-11-30,0.8105678400132429,-0.3079726989641848,-0.5726971183821012,0.07787798301003863,-1.3532278430676479,-0.7442688763527048,-0.2946017732544165,-0.6858859695985063,-0.19967444688193217,-0.5502963473774274,-0.33981586178821294,0.27532534878347914,-0.8909955791953469,-0.5763566651900696,-0.003507150006205693
2024-12-31,-0.4645065974803283,-0.46436850433265064,-0.7987770902241477,0.09462665898129112,-1.2860740455696875,-0.7648987241150691,-0.7463337349253247,-0.4189472690543774,-0.7041936279555284,-0.738788105030728,-0.496209257640212,-0.18743642831913393,-1.0560224940500589,-0.5374593929639453,-0.1860149351673077
2025-01-31,-2.2611117805579686,-1.1880655175242256,-0.6764880724892928,1.2621364316156256,0.08506579818271505,0.15368339604743422,-0.03770316275502446,0.8806768983049288,-2.055881301590193,-1.998435744894311,-1.859646012936038,-0.9444818937663266,-0.7482731021175959,-0.12412219519988152,-0.24765503439079148
2025-02-28,-2.5281300859493467,-3.328249289533768,-1.9863853030030978,0.6550367002860347,1.2741007490400682,1.4064078903458261,1.4518672695789614,2.8628538244514323,-3.14094914266292,-3.3999555817860205,-2.9000482839410844,-2.8519094889422023,-2.091913956377796,-0.2500295928801507,0.08818906120514323
2025-03-31,0.5706416269472764,-2.1781494181251007,-1.7638262012652695,1.6374724080225056,1.538736768198593,1.3778247641284023,1.8582022125762354,2.5998967795697947,-2.5951011217579607,-2.379386024963499,-1.669167324031272,-2.347240786781987,-1.8048218716849909,-0.20370973410104232,0.069779283112003
2025-04-30,0.37079682665364455,-0.7379319230092285,-1.797697900091633,1.679777006078556,1.6362252923727407,-1.0402782623905211,-0.6948651374495984,1.8896573876630718,-2.1163306055248405,-1.8204899040378233,-0.9900314559067908,-2.2438877235741197,-1.8321986215485244,-0.2224520747368735,0.08188048281278394
2025-05-31,0.48525257561840834,0.7905579609866428,-1.908300592439119,-1.70274835688495,1.2698972397886137,-0.697778183797291,-0.9541070437966863,1.2257560994560865,-1.600633121333784,-1.2455607146247356,-0.18889404306950883,-2.2215219727925746,-1.9312402312066466,-0.21596098427292942,0.08935936664795145
2025-06-30,0.5397639167960524,0.761082121919732,-1.5168206655546568,-1.5423442806728391,1.439451273109783,-0.8247076097745769,-1.2921101982510315,1.2828639772383135,-1.357652009385949,-0.5998020417127282,0.6016783388448113,-1.7555298932528736,-1.5009455690876095,-0.24690195864994602,0.04038837892284291
2025-07-31,0.12085176172939895,0.6216938169982721,-1.3295550290447185,-1.2148764533160183,0.5663931712200531,-0.3618533246476769,0.26787710545364596,0.9715749619216157,-1.1111231840037863,-0.3390243971929484,0.7174846097342199,-1.5437051278677558,-1.3020808446873888,-0.27131653002883943,0.03882028564927728
2025-08-31,0.22547562035149096,0.4869948206545182,-1.112831457213383,-1.0764614847458287,-2.999420144334511,-1.2199817264382373,-0.7410390354350226,0.6061983830375869,-0.8909313659393163,-0.0692201838195316,0.6188445837917173,-0.8598252157636911,-1.0846825223610963,-0.27576994758924644,0.02712832426451243
2025-09-30,0.12630175326418794,0.25735451982740687,-1.0139803924450086,-1.3387079597023628,-2.373935321022859,-0.9139436463815198,-0.28057352138799224,1.0503333209035453,-0.752945759578962,0.11326433884515723,0.4873427298227819,-0.7636913387436887,-0.974216778733476,-0.2057909660541348,0.05578497590945246
2025-10-31,0.39901464270279763,0.42253075455438327,-0.5730443271139462,-1.1108279952606572,-2.0744859889603826,-0.6483399039560314,-0.4394312927828368,0.5734666710793782,-0.4078042129612041,0.5535465866146257,0.5746574304357929,1.22402494062083,-0.5287236497987298,-0.3773422209925032,-0.030844675351098527
2025-11-30,-0.46800684774225615,0.03614902430911152,-0.9564053131010403,-0.5792771024276042,-1.490248891800358,-1.0166629547750616,-0.318420316278701,0.7286522323150494,-0.521127563071879,0.11487305740707587,0.011358182672520154,-1.1305833310478721,-0.9280240563660933,-0.08668188139254357,0.019750128346146593
2025-12-31,0.04916538431894961,-0.007572894274409698,-0.8258566061989219,-0.5615662923434255,-1.5649911944730803,-0.24702687478111404,0.5007291267101911,0.957532492523692,-0.6728711921197604,0.20069777815563097,-0.013184470536702814,-0.710572392521171,-0.7871284523560528,0.028895606501821505,-0.08280826431328354
2026-01-31,-0.9140251447176208,-0.7344491527826392,-0.4226929588644399,-0.4154188812649174,-0.9527895807574227,0.7169548457928147,1.0220979150434468,1.5590983018234803,-1.137756426643476,-0.7373575690884254,-0.6803532272019924,-0.08654639066385081,-0.28406576797388156,0.30845678766756207,0.20514552558522797
2026-02-28,1.967693784621891,0.4924730103772839,1.7352767330937648,1.158927271867447,0.09044464597103995,0.252531268401627,1.34242002200158,0.016288961916862823,0.18123832374232912,1.5296058966103476,0.6979548295256872,1.8906744579487402,1.8146359145139563,0.032664705921420394,-0.004948055617369414
