HDFCB IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-04-30,0.8875056496284842,0.5276954829139814,-1.1658506171275105,-0.09587037647989861,2.5733311759493187,-1.0789688583175991,-1.3597777326740965,-0.4018167726162283,-0.45979939707660894,-0.23093608021667666,0.01251992678698776,-0.7389501610727583,-1.238863233542884,-0.03239205148699954,0.007510701632626031
2024-05-31,0.06591816130578064,1.118219186418349,-0.6604263899578172,-0.9678866392288523,2.010601312068217,-0.93171572140182,-0.6691721551524422,-0.6698837856313357,-0.14548513405183158,-0.3111864876830871,0.1817579666254491,-0.5313931311217671,-0.6655337142282677,-0.2684218110565557,0.09476632012096395
2024-06-30,1.6511217174891955,1.8532907337810263,-0.32894264837342047,-0.18822677940141694,1.8107065850463733,-0.06980183369870332,-0.12157364847980104,-2.437913495380483,0.6330506347586949,0.17550807974742227,2.2493627045335116,-0.4100084431994896,-0.28051917436034995,-0.4611563347387715,-0.041247709703430606
2024-07-31,-0.8798509203551418,0.5469024191574094,-0.4762114250546746,0.5987782628145513,-0.053298135379454964,0.4932255447906887,0.6117539998240341,-1.5087736260469715,0.1747723886393008,-0.3190108043110701,0.777677725111902,-0.5885722084443262,-0.43364785723687765,-0.5537327899788699,0.012998774950176017
2024-08-31,0.14052311891619013,0.5988158280695498,0.12063563712612962,0.5512542224209551,-0.44745340703401415,0.6038293179872138,0.6470025145904328,-1.657743680388397,0.4465885591161089,-0.39096203044464634,0.5042865750334741,-0.06076491384195473,0.1809351917283736,-0.09010435157705315,0.05650724240438267
2024-09-30,0.9236394614748415,0.12421126865448454,0.95922526989303,-0.09237553861365752,-0.3615326633959181,-1.747261275172728,-1.335096226832159,-2.16077506744711,1.1102319646996237,-0.05586841329585925,1.0424661087125249,0.675682707190006,0.9864450609425603,-1.3422606577511378,0.0020993386721443975
2024-10-31,-0.10805016983871547,0.6781937670417326,1.277313812995846,-0.7185216210053345,-0.35424357946744434,-1.2180255395438015,-1.1896343798722766,-1.9579882968447688,1.1289725891630404,-0.28902668891800465,0.5873177843423958,0.9657854699235279,1.2881509638942668,-1.0601739030351682,0.03418458664967148
2024-11-30,0.49970538386573304,0.9203378842770413,0.9488060196086685,-0.726146744476764,-0.38150701351700156,-0.3828727394642838,-0.7610382503485348,-2.259096265858771,1.6217266454113044,-0.1637098111461102,0.7392017006887286,0.6935116481038971,0.9178650077699997,-0.102435149362905,-0.013001315130920977
2024-12-31,-0.32207843677927556,0.052603876375868164,-0.17343731334479343,-0.7762073047211687,-0.9797822095965794,-2.5363624552260156,-1.1509427528462444,-1.844033441333176,0.9429183149943192,-0.43920297722207446,0.3680004312308713,-0.23982294337560395,-0.12824277925573488,-0.7600680839122408,-0.042695488616176065
2025-01-31,-0.844957346616055,-0.4628894935078992,1.0180939750868043,-0.3133370702582327,-0.9299154933661564,-1.7121641958321008,-1.0234108060108862,-1.2021825735881062,0.44233762930046877,-0.9930588318229321,-0.5903268392525554,1.2484970536703806,1.0658766732052884,-1.648799013216324,0.019609157211061226
2025-02-28,0.3104375540221816,-0.6070187170393802,1.6374128157095278,-0.5383900488998168,-0.888276331466654,-1.6368584285921075,-1.850219180918337,-1.4113959059464662,0.8586672493159054,-0.7990665780714745,-0.3403128211749203,1.9788010546734085,1.6318834908002016,-2.1711381464439437,0.05382414587924666
2025-03-31,0.9096124268797751,0.2774431931293528,1.768391039272501,-0.016400190866352506,-0.8960543861590063,-1.3699932804675243,-0.1334668400243453,-1.7418295550974905,1.2471063287298765,-0.20042520227133534,0.5773221080676872,2.1351258393756605,1.668902264999103,-1.8439087967314889,0.05159409150216625
2025-04-30,0.8196800936574401,1.4738088027803022,1.6376258100360017,-1.031357443962271,-0.7225336522294868,-0.8448653118402953,-0.00850238965630086,-2.087354063515464,2.305550861608154,0.29899957282190864,1.248415693422471,1.6703042183518975,1.4520388886983369,-0.9860927005162778,0.01028459412717505
2025-05-31,0.08479402786767323,1.2632068459163368,1.6113639955371846,-0.8395974783975543,-0.7816742719979701,-1.01473366267173,-0.07889128721918133,-1.8466229719676364,2.4028203964754677,0.44142173981492855,1.1194191759333387,1.7400008467652492,1.4185041373826743,-1.4006535419093582,0.028686337583568502
2025-06-30,0.37525636132607676,0.8662997048656237,0.8807812103819749,-0.9186805513585671,-0.9025812415518001,-0.8220354968515535,0.046276394047629926,-1.7871205223654805,2.1058755175423762,0.7505673781984988,1.1932453822431992,1.0295596366031357,0.7386000691206981,-0.7043722836727074,0.008309125597800095
2025-07-31,0.028103966139050862,0.32351218055375164,1.4132486505290667,-1.1516445844273975,-1.6299533389466527,-0.8018728926420249,-0.822198657322972,-1.524462548760155,2.1803906754365077,0.49246852323742224,0.7474798322211053,3.4719165296219017,1.2006819702235936,-1.0828307198683647,-0.05866934504168042
2025-08-31,-1.235479514014832,-0.5336216584052619,0.6698600026842456,-0.024654144449345317,-0.539501170623149,-1.0700084288893612,-0.7616355232907104,-0.9378413095475102,0.8454501132936977,-0.5701778266249621,-0.6447529417716726,0.3992842824048239,0.6377825272392285,-0.9235470473124414,-0.0006307158834123232
2025-09-30,-0.1573927418718884,-0.8862669692414791,0.13697868349585643,-0.295615312796612,-0.724221446404198,-0.30648120838424936,0.12938904593388492,-0.6536594943953132,0.800487225227489,-0.7661819290759931,-0.7976967624586875,0.01556067585410974,0.1611674191385357,0.3405123832541423,0.03745988207201354
2025-10-31,0.5221923953373847,-0.5887223873342657,0.4312363759413307,0.03907404342166874,-0.8392579029923629,0.18068607719956534,0.8752435424293934,-0.7882175632246823,1.4389221645256287,-0.06425666879800605,-0.23156354486365918,0.39054832145543567,0.4088345563230255,0.7216801719418691,0.020352599861051302
2025-11-30,0.15347341584369922,0.36877188753042717,0.2659784510418324,-0.9475051341719605,-0.7974526388481744,-0.6529258280511209,0.8572277114795261,-0.7961552413414632,1.7329903543871037,0.11430419688024937,-0.01983730499424817,0.19865343933780832,0.23847938017249642,-0.10262635203203603,-0.016410214163522424
2025-12-31,-0.5117296111701842,0.12480861852015517,0.19087854480815716,-0.6255486143824167,-0.8115181594202462,-0.6125730125647073,-0.1566146240399163,-0.36458096463658735,0.6114763660661466,-0.5006317601430507,-0.3613148483232891,0.15260194883837078,0.2061553841050993,-0.031400226466093265,-0.06453852113757118
2026-01-31,-1.4062180047576214,-1.2185098042633524,-0.02116024102596426,-0.1051073851841035,-0.4080177168191616,3.0223436649195663,1.2962541469416535,0.24444329657098993,-0.7006175136010252,-2.3829969146329577,-1.3656883490482594,-0.24013984979092753,0.05465548065885726,3.1146280088165423,-0.04568763735416427
2026-02-28,-1.3963758710019591,-2.0357679726691487,-0.6568050746282975,-0.6913925144668746,-0.46328707587455925,1.766251766727609,1.719848866012469,0.9629699526799596,-1.6998124462040958,-3.5511647032768887,-2.114844745032579,-0.7697421414567109,-0.5738037035514792,0.9972812997699637,-0.014352006281411856
