TEJASNET IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2023-02-28,-0.4453699025496101,-1.1550360311850123,-1.167270959114828,-0.8672845356195141,-1.369708435268379,0.2518558879405792,0.37677758084327684,0.9306249718184132,-1.5774434176814378,-1.4997245527906653,-1.1957754919346963,-1.1321156158474364,-0.6835752637341397,0.31942367724844617,0.037809863140347205
2023-03-31,-0.04326255071840931,-0.5249539939984035,-1.0811671263969225,-1.2227187874583032,-1.540602223960218,-0.5643740270001242,0.03762723315378761,1.0666063956854777,-0.3265693913089061,-1.3660387769261195,-0.8576993877931701,-0.932243592826071,-0.8212147797938871,0.2553955879427315,0.12586173213606097
2023-04-30,0.5063917066655422,-0.01980363976850479,-0.9714999222559145,-0.6156486817014315,-0.959530973643647,0.09940334912121715,0.9996951188887172,1.1735710463598232,0.5479131416617372,-0.830531604952604,-0.20887625912827085,-1.0393659571318563,-0.754531860902408,0.3573851372864984,0.05644547652924803
2023-05-31,0.029463283658883843,0.23024416966455086,-0.7553869874030901,-0.9227651889532081,-0.8665572894946099,-0.21447882834972332,-0.39047309186032136,1.2780419556787281,0.838699151349132,-0.5254310467405802,0.03636101258304794,-0.6440186787571748,-0.6504325025211171,0.1992453352905277,0.0383539251556455
2023-06-30,-0.14357142602626494,0.18943086367186726,-0.7035854802537134,-0.8519404573251936,-1.3315232211349823,-0.5060400758122914,0.1417408454073059,1.2435340141689593,-0.5836339801806582,-0.23044275964196115,0.013212254188833834,-0.0897972008816324,-0.6016517746298462,0.03092427315585689,0.12326065695370253
2023-07-31,0.47380975103547046,0.1671827013065209,-0.5580308028650436,-0.8145325636505837,-1.2009193247541976,2.0824956399234997,1.2316007053575575,1.200859345322381,0.44037220810278677,0.5703156535356904,0.30096727175279075,0.21467109124467107,-0.5169119157506346,1.1926836813826807,0.06142852653960299
2023-08-31,0.10564756261385966,0.19808154788898594,-0.7157583274691538,-0.7726953334995048,-1.3438990797677328,-0.0409678480755311,0.26667020463427427,1.2481633022753904,0.7372677739802537,0.7236190394438036,0.25801397379166136,-0.20186514619181184,-0.5463378455361889,0.2825422553896494,0.004867025554095038
2023-09-30,-0.29773704017476765,0.17605377655796584,-0.758182503136123,-0.4404832045664685,-1.1340687376522083,-0.14523449792784984,0.28357433349241834,1.3714191359796146,0.7218023528192095,0.37776239046619514,0.032246030315883654,-0.6576263770275538,-0.5551573412371843,0.19833771425793553,-0.021127546425875394
2023-10-31,-0.5064045774866671,-0.3226152990276198,-0.874130084588868,-0.7630566720482638,-1.005683091251374,-0.5702141402931777,-1.9050905359914148,1.5647600181654093,0.2091759847216229,-0.0819423532326353,-0.26351353005991474,-0.8142337993669925,-0.5724353674877142,0.04920248784478482,-0.07232795406289898
2023-11-30,-1.2174331508241663,-1.0102127067350977,-0.9313997111543176,-0.8797944936526797,-0.6155018363892363,-1.123489907863671,-1.8443467348056781,2.7465942415730185,-0.9181120721533278,-1.3336664606605328,-0.9569107917425731,-1.023539301830907,-0.6119863006216919,-0.06805888091536953,0.08698001870555261
2023-12-31,0.749071460124447,-0.46557601294505235,-0.5180579974368197,0.41919757035315514,-0.451774729220613,-0.4344061737189307,-0.42475510429489316,2.3139431930676966,0.16735363117591312,-0.5765905110396052,-0.39815352958090006,-0.36631946039879854,-0.5187479212476508,-0.1571024953147273,-0.10189152264977072
2024-01-31,-1.5990810183758266,-0.9955203945414393,-0.6864729894610454,1.1450580893343951,-0.3734096109149991,-0.6528527055910719,-0.21229936594967372,2.016031875718243,-1.3440979407701688,-2.3019324768436036,-1.1748609443202758,-0.6051347424247469,-0.6874894023787138,-0.2755950933634046,-0.050593303904292716
