360ONE IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-12-31,0.8512189344701045,0.545681945282882,0.6016332082717607,-0.7277194297494191,-0.2871571421877566,-0.31733792311456316,0.25532427295589805,-1.4447402834464802,0.3022010090810813,0.07616556017347549,0.2533950967744257,1.5678074096923686,0.12440423016600861,-0.26938600276025515,-0.21925607431924782
2025-01-31,-2.7529686081499993,-1.3753575597639043,0.21553656729303683,1.780817900361763,0.6914580477779145,0.17942773068899512,-0.30858207524715425,-1.1165914388355012,-0.8383629059327576,-0.8990969987243101,-1.7691288632910214,0.10547318772990118,0.09720809487857543,0.14805327652338562,-0.009421569654895694
2025-02-28,-0.3874639591508805,-1.5161168230120414,-0.39870102433450977,1.5352860494583245,0.5935142569621522,0.3634525974702597,0.8694010914866882,-1.2733776393790972,-0.9352555545771739,-1.040812937584681,-1.6232337411808129,-0.5518378450154583,-0.545502095096723,0.11550025955851899,-0.05735877448978736
2025-03-31,-0.8546714637164372,-2.636344033604739,-0.41738567822016526,0.24165388065106902,0.5745706470846111,1.6089410254574614,0.7319092584635197,-0.4187946621935801,-3.0136826182649634,-1.3577272822641995,-1.9166339755032102,-0.5684552991221762,-0.2951014373189695,0.8120115976442289,0.04501200540348576
2025-04-30,0.11301098330771361,-0.723958136107513,-0.8213496983520129,-0.9553335156168362,0.5023320757428698,1.7482436399985692,0.5240697191869127,-0.4476038687236929,-2.539721401645404,-1.3145639561848181,-1.3129267318072657,-1.01014672698834,-0.8890186085854946,0.5079409544307026,0.011494958938341867
2025-05-31,-0.22128641926942202,-0.6249247926312631,-0.8121441030777827,-0.9762562427834747,0.41628194785544387,-1.0883742156912175,-0.710636025017387,-0.3232098472317472,-2.3194741161379357,-1.4457048765571383,-1.0515431960182482,-1.0342139335877827,-0.9065401258522172,-0.5941239761643144,0.18028094457144428
2025-06-30,1.3264093788658584,0.7991404730885684,-1.041018080756662,-0.2776198026189114,0.9880927973573922,1.5373757751983987,0.009514595400014715,-1.1353607974498343,-1.8430966978058345,-0.8634402534617652,0.673057735168159,-1.3263607510003532,-1.3444984641609246,0.34833685174948975,-0.126369395508585
2025-07-31,-1.4846976060327979,-0.27813452250990833,-1.8244603978778247,1.0628706278372269,-0.23033023325083068,2.1513533982343733,0.6914253031760619,-0.21680416143176964,-1.9278865556462164,-1.4828094989059406,-0.6154187463538748,-2.030680310215209,-2.185171547804359,-0.5876045613826681,-0.03342014714412908
2025-08-31,-0.544164603407471,-0.5125444370997972,-1.653009674147339,1.055840242870079,-0.24509029291735865,-1.102785494355229,-0.2599863458972586,0.24441876793584424,-1.7745254755382804,-1.6198688194665507,-0.877206435353134,-1.7750931973901394,-1.9047663727634936,-0.2382790191358494,0.0057783814863029736
2025-09-30,-0.218352233265318,-1.524437774908568,-1.488375129790665,-0.860973577419333,-0.5235180644565279,-0.9121705459649139,-1.3070818731970768,0.47437246659575316,-1.587823877197292,-1.5370276612956113,-0.894573926780096,-1.5606745084807931,-1.656581769462293,-0.2819279470811395,0.05389245270966689
2025-10-31,0.21183108067303247,-0.36303418725920944,-1.4398117300760656,-1.3109524583968466,-0.5847836497784213,-0.672932792415099,-1.7477893459982219,0.18003986778559095,-1.3581430760340982,-1.1781564432674578,-0.5279254775596186,-1.490099496422216,-1.5763748128455077,-0.2821082328539778,0.09061365308747008
2025-11-30,0.529661429721476,0.3432675184910577,-1.2167544660885328,-1.2977734005084145,-0.46809665088550506,-0.8791611226743626,0.18662262949017225,-0.6950083349701978,-1.098050329129839,-0.6153744233181151,0.02846749065791137,-1.2173704659642237,-1.3107346781313713,-0.34598335868407415,0.0057306747089850745
2025-12-31,-0.21447416557184826,0.3457914746496535,-1.4415141720962092,-1.3311492903481439,-2.7373301021828755,-0.987587788385888,-0.21173219307145286,-0.6265267152744135,-0.9808092772257241,-0.6371353520573432,0.09851919019161097,-1.4962331725614195,-1.5161093862249961,-0.23448845063959922,-0.04793758654057829
2026-01-31,-0.6465657150451706,-0.20161942029283064,-0.9198258238940434,-0.7112343804737212,-3.7843671713524736,0.3271855778902975,0.712385293432295,0.21121026962641462,-0.9838560634231059,-0.9984613892976737,-0.38395689118110227,-0.5477148732799231,-0.9582578607827689,-0.08738439152512416,-0.027438157221865905
2026-02-28,-0.5092545813710581,-0.887977481665793,-0.9298733254856045,-1.522403373576759,-2.9180692228383966,-0.8868175717248136,-0.05135023822243946,0.7427518644371801,-0.9201517391446673,-1.2444713079159968,-0.714826356541932,-0.6310665850910663,-0.9498893835518422,-0.3555789420075042,-0.019212007980253486
