PI IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2009-10-31,-1.8989690212383161,2.5324062219337558,1.7460540124698847,4.722086564310942,4.414818810864501,0.5759243653422046,0.8856713939911599,0.5264451904840957,-0.49679816642919905,-0.04745004574986302,1.0106888738438475,-1.0169257073496925,1.5142798506098114,2.061756390607956,-0.022245608947319737
2009-11-30,-0.404134765073029,1.4527834678641887,1.5075513054776113,3.416387217368827,3.111021823986814,0.2438552100888494,-0.014172764095985783,0.49725551060890716,-0.5151253881887666,-0.5629333706817531,0.2877707246732236,-1.129475013810586,1.3713594526539994,0.828489482304267,0.18945352793122627
2009-12-31,1.0003211267587526,-0.9294418000971496,2.660139723467797,0.7870856456487711,2.528760903743579,0.49420463916015445,-0.39901427241749193,0.2910458985602903,-0.08372210778426455,0.057875660835641246,1.0855865877891873,-0.44657774763894226,1.6976402542625184,2.1368906113538966,0.011774736544533537
2010-01-31,-0.20879264239352266,0.3010636312095687,2.3377504153992983,-0.0005256930181082973,1.999484716914348,1.0843961674913902,-0.012173125208052272,0.2530847354572788,-0.04441461254078459,-0.2740908909064314,0.2717365011846884,-0.3089326661042324,1.5539403607474922,3.775116151737229,0.09713278055187533
2010-02-28,0.3359331667900638,0.8850788361565634,1.740188340705236,-0.2301524105598863,1.7739605751226961,-0.3105095987279631,-0.27774476175233803,0.1557873011380254,0.2001614944009164,-0.20315915445300037,0.22932613206999944,-0.51190390480574,0.9952155735682526,-0.2413310320329592,0.35089194197508483
2010-03-31,1.9474461517946238,1.6387886626481671,2.576938602779651,0.46201620521094955,0.6742274640139138,2.117196829626264,0.7020687412751939,0.26803061084865926,1.556405716591932,0.7330046479977524,2.6255306006143453,1.4448601670085788,2.1578700542937463,6.77662222607967,0.04116381643436809
2010-04-30,-0.11000899620038133,1.624253361291279,2.4542722792673564,0.32136683893058426,0.03269840515726095,0.2551674900819702,0.10072103470175957,0.14364786443645428,1.2260346413071055,0.3668295794823939,1.5271535894967352,3.5010307390632285,1.9781307544377815,0.8149922360397793,0.13053648173066978
2010-05-31,0.394456059746959,1.6227811014260494,3.4159416016810313,0.2478801072927761,-0.17445046542360518,0.07717004722207227,0.4307354425985184,-0.04483011861230953,1.1607957451969246,0.22867835974421583,1.3390429787655151,5.599160587122473,2.31426045799774,0.7354725778918548,0.22924368386002328
2010-06-30,0.9838909363713216,0.9257875523418203,4.540050366763444,-0.31044478150837207,-0.15355687523165698,0.39959096520964565,-0.5144193107127643,-0.30206421061865596,1.2546423538552374,0.4564665756642086,1.8605160411781985,5.62620940583578,2.500933796420205,1.9210389485584103,0.26421545498139104
2010-07-31,1.1202958394655846,1.8431907422423206,5.952050818426488,-0.5121948591493474,-0.30102978668983393,1.0446237784380354,0.10383873670818773,-0.5397835933374854,1.2825202378940588,0.743915350844991,2.249950554892175,7.299506193689889,2.9783955291439064,6.297517769560183,-0.10472997937601587
2010-08-31,-1.1271778567112085,0.6586877271233927,2.589931207377419,0.5932343252918361,0.21533144569379936,0.32061673028961024,0.010861361907582244,-0.5375017970015935,0.737309949515817,-0.21353109892232466,0.2345817538042475,1.6830117209912105,1.9306856814920914,1.2931824382756107,0.060170005660160744
2010-09-30,-0.108956864343978,-0.10068844673226947,0.46184657625234005,0.3878513634111584,-0.15693046175783426,-0.2611827746658457,-0.2966487934524568,-0.6537063805833813,0.6775701709561054,-0.4457231237637787,-0.0321057734330014,0.42065881220784984,-0.03147291039937069,-0.3060123791039985,-0.11084278671351132
2010-10-31,-1.0763990532878678,-1.6755912096334498,0.6819640050827216,-0.38671338423791235,0.10535693872667723,-0.8933685758791551,-0.7517275443360116,-0.6587665672515737,0.4300833422556374,-1.0759118303207964,-1.0455535916788696,0.3727435259518318,0.3560345062466634,-0.9759123059478002,0.03261730492383104
2010-11-30,-0.22644887091202914,-0.9834398146672022,0.7700055320271432,-0.44788088964104616,0.04057230848458751,2.034798561757392,0.40202753813442765,-0.7687137322857631,0.4259436367010242,-1.1700094453669623,-1.104939903967959,0.47434654654729635,0.3890161532743791,1.9903452045848813,0.01602005918418378
2010-12-31,-0.33077199212973896,-1.125811650741026,0.27087220113056204,-0.575491566609097,-0.2807768439016685,-1.1359622687265583,-0.36096600810641144,-0.8593821878461154,0.3911487298599372,-1.2820444956259818,-1.1104323213071563,0.2834046553642729,-0.1770368048850587,-1.0998612561260093,0.19638278690150382
2011-01-31,0.6794343138911886,0.08305743046136711,0.6995623736709812,-0.431477827006739,-0.6150191605971684,-0.023162590767488205,0.5778733872781837,-1.0794728821662924,0.6071631523032112,-0.8937559262234122,-0.12879805211766351,1.041625693784146,-0.11370077201436678,-0.10157787068434856,-0.13475191185562152
2011-02-28,-1.2229549767915682,-0.6187378985071278,0.04586523115007749,0.11230237948496326,-0.5838478192419638,0.5710939896150121,-0.45265041682294443,-1.0336049578896498,0.3221416821797103,-1.473197135880714,-0.9652520447496099,0.25297039191379106,-0.584982121600191,0.20577126108138438,0.11343130729898604
2011-03-31,0.2251430092122541,-0.22155096319968656,-0.4869778642055653,0.14128183310271716,-0.5500603386012639,-0.30582659343762747,0.47493454007339,-1.2648040697590608,0.14791518742658497,-1.229003644262998,-0.43285707960111985,-0.3022797034137986,-1.6638863995669475,-0.48504463314651486,0.2242716987083595
2011-04-30,0.8536808960674822,-0.085813169464888,-0.13618545597511741,0.21950194000123782,-0.5118786391993249,2.0298274948290995,0.5721508975018376,-1.3068411951965648,0.36105436339503016,-0.7554283977662071,0.4584699485013904,-0.011644882363267056,-1.4564739668767632,1.1016596313984364,-0.03419849527978927
2011-05-31,-0.6105224880354085,0.3338029287093482,-0.502807179763156,-0.30643097316028933,-0.4528264349040895,-1.5590810380492326,-1.8623793355845963,-1.1648119851306549,0.17135896615902613,-0.7065102029647387,-0.1548312520881088,-0.3632560347696261,-1.5168953940933352,-1.1360132282048832,-0.007238694584383834
2011-06-30,-0.4733210007332931,-0.17309246027946948,-0.9393775052007901,-0.1915600916197801,-0.4576881079481169,-1.2062812419241662,-0.9098763879287028,-1.0604177818035008,0.02412362649220623,-0.8844319361969195,-0.5330716027837679,-0.7189769686066421,-1.6480819518125427,-0.8382191670590563,0.43659930141389397
2011-07-31,1.9504128540413979,0.6456008886583848,-0.661797078677979,0.9131769195986862,0.4418931553596794,2.327932174193379,0.8009728890056231,-1.3580403905748386,0.8603975064633373,0.15327700963899132,1.508293463108034,-0.7157529340569672,-1.543634987002559,0.695048516237158,0.05402361503457719
2011-08-31,-0.2603161207439446,0.9784282353903868,-0.3814659684786293,0.6107080064820722,-0.04549448696961058,1.7856721030985518,3.261775058824115,-1.4840184560006295,0.7443507379276014,-0.00699727749598503,0.8021161172002643,-0.434812063674706,-1.3747158575037057,0.9466392454239847,0.011187836221304044
2011-09-30,-0.47235402040181057,0.9881904542149554,-0.5430273326029996,0.500160805857352,0.017195570073960255,-0.9989083260959946,0.49548689891766046,-1.2912786668936582,0.48897542205689554,-0.39601420078467686,0.04208099938930393,-0.5566349361531747,-1.3548501125426544,-0.9053206804060413,0.0
2011-10-31,-0.4864726611243155,-1.0186763044921974,-0.2852158004500444,-1.5387574724433783,0.012853990231470937,-1.0670145757116039,-2.016767160832531,-1.0521891776135568,0.24155511706367414,-0.6490264305728485,-0.3942196281848684,-0.3945013366798427,-1.1771822697494845,-0.9851687110233468,-0.11736268417168844
2011-11-30,-1.4039016108301023,-1.7505601896104068,-0.657254074470047,-1.0440949615764783,0.31743646659506825,-0.9745160426799397,-2.3371269514858035,-0.7713536754418994,-0.4000366852147473,-1.2912498755467372,-1.4415119506479508,-0.686987512469344,-1.1606418417106725,-0.8832183170900609,-0.012786275413429892
2011-12-31,-0.6327442437634986,-1.6781898964652904,-0.7373928263270166,-1.2931200012989057,0.4438941877148175,-0.8748582940822266,-0.17340773767749354,-0.5631366686128432,-0.7013659346916945,-1.4442590789144,-1.6858789462044212,-0.7471541554988111,-1.1028741832412763,-0.8223530505523058,-0.10426964612671867
2012-01-31,-1.197007899708863,-2.0860139126608575,-1.2645787800119537,-1.3045446083853645,-2.062042661438219,-1.0131990880076809,-0.5240597290629864,-0.23284847794972408,-1.3495507918362537,-1.9127189445037416,-1.8935351829111793,-0.5019926187799042,-1.1655185807033492,-0.7873045861891147,0.108484718779219
2012-02-29,0.2666511570687952,-0.9349000403916599,-0.7928834342340133,-0.4539372414690088,-1.6723636327965892,-0.7754098632289834,-0.07367309136977875,-0.19091022832938617,-0.9824133022007111,-1.3197961723653546,-1.1295928685873327,-0.11021462843819552,-0.9771370897213794,-0.7411455755214639,0.03319048344514717
2012-03-31,-0.23206520924080998,-0.6861183740516286,-0.9271015501065663,-0.45080511341025115,-1.7318725795886436,-1.0283239223262466,-1.2753237373784643,2.8436055421910265,-2.7091211036339535,-1.212924180619577,-0.8283696878816676,-0.3870159105656074,-0.58707813689185,-0.8289243667014838,0.012413174247836318
2012-04-30,-0.3065504921043247,-0.152199111733062,-1.2113577531012083,-1.3100841194868444,-1.5612985484395254,-0.9428681391905092,-0.7670719779088537,2.9484072549583025,-2.386198439126485,-1.2265023860267816,-0.62082699142435,-0.8733600265813698,-0.7949408767405746,-0.6624565519417203,-0.10858481508646063
2012-05-31,-1.1623317381819462,-1.008256113211831,-1.2283955854711508,-0.8027155491123144,-1.4839434828881721,-0.8929166551373309,-1.3026821978874523,3.4823813194219735,-2.6075474440600317,-1.920707463334914,-1.0560710476998656,-0.9585797674049342,-0.7761225725674885,-0.6044428385485097,0.032793183382456924
2012-06-30,-0.07896755661535565,-0.9349671652149497,-1.0799575202510352,-0.7462240003397101,-1.333714875476659,-0.7883501846440262,0.180261706917853,2.742278582991288,-2.1719846013330693,-1.7112800605335419,-0.7875036372036913,-0.8226582374123548,-0.6737553866923771,-0.5765203066104662,0.007032377786156091
2012-07-31,-0.21032154167524572,-0.8830927933406818,-1.4511397729447595,-0.7468861281726604,-1.6224052486823213,-0.6409131108749703,0.21280440927799407,2.2477621608488723,-1.9352916276140046,-1.7436370817373468,-0.759667052647531,-1.4572749039420176,-1.0569261562157761,-0.4176241141005065,0.06688834598203615
2012-08-31,0.325268594520238,0.007772323186103979,-1.6232006848104148,-1.4372441589039344,-1.7309904567126249,-0.9916131662195636,0.20846367243394154,1.7223564886676712,-1.574918409473568,-1.4085422478547425,-0.3465491249849683,-1.9383156098025425,-1.0917444462051462,-0.34298796637982565,0.014593371408809421
2012-09-30,-0.1411957415338567,-0.024313291180450232,-1.7696563307100939,-1.278815667474842,-1.5806159701405704,0.5902406147032148,0.7636643800157017,1.5066800836902892,-1.4047560336767884,-1.423391741414562,-0.2285409956188965,-1.91953355411052,-1.194328945557409,-0.3509959707586944,-0.08038111194681247
2012-10-31,-0.8835924758979252,-0.4405228515118803,-1.6963933988032702,-0.5481328106784771,-1.248879706103004,2.376111217388881,2.1859027267115243,1.6459927590410766,-1.666114828681593,-2.2287375209552747,-0.6500853353987561,-1.8906235589118046,-1.216120116315942,-0.5547020462466048,0.05741949086748642
2012-11-30,0.20748977972113297,-0.5377994515326252,-1.3230975257808981,-0.5925042850767595,-1.4683794057778392,-0.3411364620158604,0.6415186517230648,1.3198072571857413,-1.3135473403291136,-1.6102590565600767,-0.3702479642457219,-1.2230568425118251,-0.9103601660547237,-0.315415974157593,0.0473908734848586
2012-12-31,0.11820570903759606,-0.3687453227638173,-1.1582282656498695,-0.48339993993601094,-1.3113169967723561,0.7512198356863662,0.7501767462416846,1.0896606256419092,-1.0462710792182799,-1.1461443222780807,-0.18809585485201308,-0.9114342038095392,-0.800108774004774,-0.14692390286683982,0.10350377271586313
2013-01-31,0.5597147267482876,0.5827887327869203,-0.6838307664006047,-1.1711082681568783,-1.0191542466959216,-0.3534796633865168,-1.441615475677222,0.7267501366442085,-0.5071906230422389,-0.17413021619778163,0.2756496343172933,-0.12582913894298325,-0.33379997388110866,-0.30459432473516707,0.008408846443078887
2013-02-28,-0.18082776891297545,0.33292398701317844,-0.8654655328708002,-0.8422003827566115,-0.9841846415809395,-0.051464923888069836,0.3561807642365026,0.6647165289288126,-0.4564761276499821,0.8845325004686404,0.15778532440703047,-0.4641207139328246,-0.5563214731169551,-0.20338772241541378,0.02048125145125689
2013-03-31,-0.13578734127949496,0.17089526211331757,-0.8293812331606812,-0.7171568049553839,-0.9218834070751628,-0.6658080992205897,-1.6107328306888387,0.3483376405628496,-2.1233679467927087,1.3244307719583603,0.08492536921065913,-0.4597376060985426,-0.6564567530516018,-0.28540099989828,0.04118479057764424
2013-04-30,0.0784307625441525,-0.1518237767751423,-0.6969130560688126,-1.1654782595026008,-1.3915683974375674,-0.3607976769169338,-0.06343729900821778,0.17615877710150418,-1.6631779330223213,1.7539495523252955,0.05813355367390978,0.585922161729254,-0.5168077672586265,-0.22406174558023817,-0.06327764592324275
2013-05-31,-0.8255877054701057,-0.5084011199691972,-0.520959066045556,-0.5069270314658125,-0.881975915419907,0.10722558256852185,0.07749012278055792,0.24816985147491075,-1.6272510408789524,0.6211673238292792,-0.5271528445680537,0.19367783909131236,-0.21552765584006464,-0.0013602716353601043,0.03875534434010487
2013-06-30,0.14304080691013038,-0.3506009395477836,-0.4480716594646983,-0.39932161600346855,-0.8236230162680429,-0.5852967591832265,0.4054807772797464,0.06962876981065523,-1.3148541703425112,1.4949032444131571,-0.37535327061247337,0.28473874938383753,-0.16843517894579457,-0.268909132941909,-0.014849823486550508
2013-07-31,-0.374856764651181,-0.6244775231399491,-0.47265592765507897,-0.4810895209098232,-1.0246424659281201,-0.6858201685773236,-0.41451329743321635,0.0006828124300757959,-1.1594552009408092,0.7278562134601195,-0.49226960488839133,0.6595922284928025,-0.22353834364341477,-0.2962913169364378,0.010963304797269594
2013-08-31,0.07195761424048891,-0.12109443589329388,-0.5623678770912456,-0.8640904898266296,-0.9695078695078941,-0.33924713471138274,-0.3705453269445729,-0.17016398141319136,-0.9996269647320757,0.7531057523115308,-0.4005265650046971,0.1384305689722328,-0.44128841575353767,-0.07813553366784522,0.16938780800938627
2013-09-30,2.6964640011179872,0.9125941961945143,-0.05367226092396169,0.7958959876808156,-0.10986556683502914,-0.6968093453298119,-0.08840331265554141,-0.8653773382508526,-0.2559543020327199,2.9451530276993068,1.4376994157223055,0.17531974129787256,0.08056113027102577,-0.6519481865454428,0.31251899559872015
2013-10-31,4.320101683102957,4.4695276037356,1.6359591375121711,3.616972639189499,1.3658195224421825,2.637802308427986,1.6701628694244584,-1.8976505291733228,1.868676997333079,4.421311609651726,5.62457160263027,0.9236804609419558,1.2359964450857568,13.927578605487131,0.09971691483108525
2013-11-30,0.8118170422612206,3.8007261020238574,2.084717532559958,1.432517244815001,1.081819961542196,0.8645251251068963,0.6472367002646504,-2.1615438196877386,2.7016809467928375,2.64396377195504,3.4946304556891747,1.4666659803647866,1.1834615493752476,1.9216999535623096,0.07564606351504484
