PTCIL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2022-11-30,-0.6346312098210325,0.001684507562598293,-0.7830330735091541,-0.37433266182322705,-0.5325586812913533,-0.4269780913856124,-0.29229209553352326,1.2570934227301684,-0.1567361190683905,0.00043276196430104606,0.18830332411783723,-0.6067766148465892,-0.850653058267147,-0.008977231956697957,-0.13125935324426638
2022-12-31,-1.2381258721548114,-0.7399577440027815,-1.5372714239857113,0.22628237254032307,-0.45749384758761474,-1.676022262322353,-1.096001363495758,1.4555113342056416,-1.0439389030986437,-0.40438159547345,-1.0009903037179135,-1.2602341953563037,-1.1444386513511362,0.21141391340443363,-0.03225763408751564
2023-01-31,-0.6523769019750535,-1.7216307501704042,-1.392147555520405,-1.2152497489245675,-0.5793655989123361,-0.3336581311172044,-0.230198714737412,1.5688408110893302,-1.2810104589148459,-0.516386143219116,-1.3531647077308802,-1.1538899380451062,-1.0267206283870258,0.283319114121647,-0.050190342676699605
2023-02-28,-0.7459261687514317,-1.7416754269568706,-1.2600570068286236,-1.2950989429061626,-0.9871603384847256,1.5067729549268467,0.7781331684438333,2.0596835190050538,-1.5739069222166584,-0.6577370200347986,-1.584328927581408,-1.0078820890098492,-0.9338029827447066,0.5240555700027527,0.0011327086837437117
2023-03-31,-0.38644965604902454,-1.1134598626254402,-1.3701810767233982,-1.4893683483317237,-1.012873541832449,-1.9838021107835868,-0.41397972619241546,6.250417376462432,-3.725418138492068,-0.7031871197345567,-1.4264688482378687,-1.1565062897715999,-1.1344245446649686,0.23616115112249422,-0.0013679600295038704
2023-04-30,-0.3454847137821715,-0.9171986847392866,-1.1726518365340872,-1.3276170330062438,-2.2593434180126724,-2.0747914071045956,-2.4694474052592272,3.3870410493288414,-3.012308693272287,-0.7503182135851075,-1.1436129866872111,-0.6776163264759496,-0.9045170314916136,0.07149931757265844,0.046717358314289935
2023-05-31,-0.043306657393079664,-0.49194297859568,-0.9414788382880477,-1.258425133963768,-1.7860592724068416,-0.5357666813292609,-1.0741555578236868,2.267736370862892,-2.436914463330159,-0.6264298999545976,-0.7045699970027551,-0.4010326681779851,-0.5427186376070429,0.10698931037278424,0.6306600760469928
2023-06-30,3.5478743825316594,2.015735496356732,0.24158838001802982,2.1112692704930893,1.6039781185090622,4.761310732402986,5.138288996882308,0.2562872453396423,-0.18291013697330602,1.6892207816216012,2.5755884531369615,-0.3512875568973797,0.7711150516972283,3.9335201426114077,-0.09864352166539543
2023-07-31,-0.8301896969429089,1.4816310515248512,-0.3110099327037679,2.170823517916353,1.5717508206305637,0.4477407606112933,2.6389228647243512,0.38588228016788256,-0.6309352842938848,0.8533763120685368,0.947291878160752,-0.6273218697702276,0.10480005176523419,0.17291414286519582,0.3635376802393257
2023-08-31,1.4993642865136012,2.5740686865339963,0.03339477981521746,1.7484418732819138,1.5762310736683551,2.1189064182990247,2.5788313364759894,-0.37650357161274167,0.9600685679699461,1.7259025137178299,2.192410666796368,-0.472704977318414,-0.03384652607050152,1.3950123591368733,-0.019180941440843313
2023-09-30,-0.4178927033932486,0.15150880577042203,-0.09089043055633066,0.571240595097466,1.4668273573156003,0.005985213287118205,-1.682821129456406,-0.4028656880787349,0.6043421100695724,1.093491620373914,0.9034616113822299,-0.5014075715229094,-0.193442760355479,-0.13992409489987165,-0.1405482813702709
2023-10-31,-0.9574428179490071,0.0381921666835591,-0.6587011228105686,0.6495949600626675,1.6442862826474134,-0.05407063511617845,-0.3107014939115514,-0.19245137522106334,-0.16849511846202744,0.3629415607469152,-0.3499245678915623,-1.0227002445874167,-0.9255472031977457,-0.13459605128412075,0.07074780989893263
2023-11-30,0.021451467706623442,-0.9318106673698537,-0.4752450979699885,-0.6794327479212375,1.467464026395213,0.2929156741141221,-0.9784024551153069,-0.3924954723048841,0.08480448517605553,0.3237543403887815,-0.5024712345667576,-0.8375593796570295,-0.7149213946416239,-0.02053779840682375,0.0893481376477073
2023-12-31,0.12484376832760974,-0.5514861571933871,-0.04478912373471945,-0.47006353766807374,-0.2922946497064423,0.339330491418251,0.5335489488411116,-0.6577815229683782,0.40008923505199195,0.32393905972943055,-0.2885112477436188,0.14485599948758282,-0.21712837551065678,0.03632739074187237,0.28347960930139765
2024-01-31,1.2528758706813552,0.8607619332379158,1.0175372269035339,-0.4943512096859003,-0.17784670931964472,1.7767155421098482,1.5023272334764095,-1.1803885420066111,1.6358671396501479,0.8198652053904877,0.6885345551875531,1.5456745851598137,0.22214298659478868,2.0098185096223724,0.06019147272162979
2024-02-29,-0.010777593908109024,0.851036124522108,2.004179251553858,-0.4076540300967004,-0.7960340425388546,0.6881728973481684,0.5342643613830962,-1.2477289081630354,1.3685418185002642,0.6238148598353109,0.6495346116798718,4.3292830650324845,0.4817834287189594,0.8274992448979664,-0.14291402881248713
2024-03-31,-1.1286448186619538,0.07298266793643335,1.3069432088318267,0.4984468012571932,-0.44630117975005407,0.5912895187736823,0.41182018167180917,-0.10314028510563443,-1.8384369651801413,-0.017389494869245837,-0.3231949358876835,1.7898960915036553,1.559408487139159,0.518271469912562,0.061780909776367535
2024-04-30,0.04162679449622222,-0.6682164559367654,1.6395339803562081,-0.3791204195682203,-0.7442801746843115,-0.27889684319042274,-0.9731171934873991,-0.23077044915005096,-1.5156831657011391,0.0800089221756789,-0.30697863232654843,2.6245753347273726,1.883685581999851,-0.6679408985117206,0.07147774875538518
2024-05-31,0.05555888663373712,-0.6265872784603822,1.6615038790106367,-0.3150439113884958,-0.6815054180164091,0.6883944492766519,0.00916660690790947,-0.346232402322078,-1.2420436906314245,0.031495399044384746,-0.28622233351053994,2.3555523124612083,1.8038393936725414,0.7802351270728993,0.4946784865961641
2024-06-30,2.332193235704592,1.427490249358118,0.9413736704215233,0.8746368029562089,0.5900704938551794,2.335140571555871,0.8238382036437806,-1.0929747242454977,0.37784920734475314,0.8804489736372318,1.6433878097615693,0.29086672987099543,-0.14155706691502992,2.613023692823139,0.012327018638129203
2024-07-31,-0.4169523904558997,1.1714548424233577,1.3151810306416192,0.9544432046195451,0.43051773734737986,-0.3097315263298475,0.15535892956148972,-0.9518653741220925,0.27399885797426116,0.7276564980562038,0.9030426984424439,0.6479976904126348,0.1515597620230437,-0.5859655348185998,0.06609949334188743
2024-08-31,-0.0990763213372105,1.0585493651933262,0.12785859275505831,0.9269945430817405,0.40892055840285385,-0.7235077561173673,-1.0341486988869575,-0.9039567093233118,0.3961702362726889,0.7876770199355838,0.6137776475533446,-0.20441046313525518,-0.721887105915456,-0.9146949416177735,-0.04598016625913158
2024-09-30,-0.645144198231295,-0.7238329823538848,0.021060416407126203,-1.0170969125334206,0.13207909789986758,-0.0461751272773264,-1.0595171662590481,-0.748682860604626,0.10985516442245663,0.27577136150111065,-0.2144862147326472,-0.15300580029510946,-0.6915708849587795,-0.32235972141210084,-0.16809753298741445
2024-10-31,-1.2436823360097413,-1.242662227348951,-0.09015426256395495,-0.43551611851481825,0.5614488545475093,-0.41625354348716626,-0.1956832074633549,-0.49062005273546455,-0.5151719160827346,-0.7922673020702995,-1.2306544879944623,-0.43434563356081696,-0.521727702732345,-0.6266087671207606,-0.0025409263221779776
2024-11-30,-0.30687597894001856,-1.3570851647520001,-0.27710050281184284,-0.728878436969139,0.5543348422257417,-0.3414616278014386,0.47483436644956034,-0.4529254239007499,-0.49220094349279364,-1.0273889144578732,-1.321399570346619,-0.5523233676298354,-0.6450830102638733,-0.5501143941750293,0.117331753254588
2024-12-31,0.29343886576616807,-0.7497426882281379,-0.18635163940847355,-0.1918856754549406,-1.287717588731693,0.2189591309785914,0.08839165247670615,-0.5404210140851657,-0.07054003822377343,-0.7599581146135036,-0.728380685765326,0.964962739877293,-0.688862537634272,-0.14785471538827583,0.05386658592434275
2025-01-31,-0.0803695826939984,-0.05560804762835535,-0.8653689676394285,-0.9273599718999775,-1.1831821574236425,0.9071548919975527,0.6522392819665513,-0.526731299863812,0.0830124408678987,-0.7850760832191139,-0.5028186226375122,-0.10240427318732466,-1.210699306647532,0.05824071431306658,-0.3306266950106389
2025-02-28,-2.089132460805917,-1.125397707973665,-1.7072110209690374,0.7128956711027713,-0.3156562921199919,-0.38750025112405656,-0.03904078047054528,-0.06078743860368363,-1.0832729489813107,-2.354344811490663,-1.6016408053344546,-1.5010376971609183,-1.6601618782883272,-0.5017532821191357,0.38149517842431896
2025-03-31,1.5325623886024142,-0.31203004101542153,-0.5340018139729155,1.6888798797444562,0.756813489404535,-0.553874195858187,-0.5584693294926572,-0.10669233354506037,-1.9452389320611425,-0.720311363403052,-0.03168158142390286,-0.8311199256193371,-0.6928665711279255,-0.6460900548307323,-0.15537706522997433
2025-04-30,-1.0655421037426478,-1.010347148112291,-1.1892384392913562,1.670137383513727,0.6682758003445758,-1.0627001036353716,-1.2420685839203454,0.4926991807276574,-2.240021951918159,-1.559439789381994,-0.8472755479672336,-1.2171420769689085,-1.063998831901658,-0.7345243167241153,0.17881115575729611
2025-05-31,0.48437322787085685,0.6202385070078376,-0.9740475484859707,0.6402467949952007,0.7455471264024799,0.11359036313012634,0.07500052357231078,0.17040401209721526,-1.844477621464432,-0.6995936067443183,-0.2338510891991194,-1.0259459173827203,-0.9825595725675432,-0.2578726905793597,0.017494290922295597
2025-06-30,-0.26272513046919055,-0.5813815097759714,-2.0634456044785185,-0.39168235618378006,0.6477456439978853,0.6224024545841634,0.19264526273593968,0.5187297144370759,-1.691556847548285,-0.865717952776133,-0.29917418034178145,-1.5070943146752849,-1.6757918410424957,-0.433607400109995,-0.04224409842887172
2025-07-31,-0.4885240498575845,-0.1450874182817409,-1.917281279788157,-0.8442257276808617,0.6749081538407391,-0.6870930088468906,0.2422402196687201,1.2101261287820417,-1.5820036270737203,-1.2240014415147396,-0.49632087954311804,-1.4236129508985675,-1.6427326978813352,-0.4788898848637227,-0.0631949238895714
2025-08-31,-0.616008368123475,-0.9203786386964672,-1.8888466664239445,-1.5323144342953428,-0.21725875228082916,-0.1897848840485111,-0.4057323830174448,2.1765105993518983,-1.4626432469087567,-1.7367057783018225,-0.9873393049275718,-1.4456933258286293,-1.6314271361216033,-0.47271905487768623,0.10280211047761464
2025-09-30,0.37866707033291924,-0.560756550273706,-1.4912847299914944,-0.9214091065608699,-1.4629607640188829,-0.5674863516461308,-0.5146190461322805,0.8474944218266494,-1.107728138624811,-1.1374309295730258,-0.41286990212727703,-1.152028504798349,-1.3137150400381956,-0.40845234522148527,0.10707851355164667
2025-10-31,0.3738961689423908,0.07007202078398242,-0.9441680074629315,-0.7771720554608992,-1.7892991993045064,0.6224311556124225,0.42547893172612283,-0.1278201672247244,-0.7939753520897238,-0.37714733109689197,0.022989650618839445,-0.42543399412431104,-0.9076218237854261,-0.16037272115288675,0.05043369921260597
2025-11-30,-0.0018215682141092487,0.5285122378069382,-0.8261607411632649,-1.4182265084130232,-2.0709375181802927,-1.8694418925964107,-0.8093480807077539,-0.42285743847643903,-0.607370031049178,-0.032125148294860933,0.1493070489766953,0.005928256761823462,-0.8210958904508997,-0.823100194685105,0.022036311588159097
2025-12-31,-0.15980966612527175,0.15370021019390986,-0.9602695164188605,-1.216267935652781,-1.9178415194198348,-0.021999030318995,0.033108710230575905,-0.43050586736523777,-0.47702840709577016,0.11581098412638693,0.06583451089954048,-0.3637562772443423,-0.8989577808033232,-0.32245145327546426,-0.028604570333833255
2026-01-31,-0.4344211488489951,-0.4172915048087658,-1.0221476533438987,-1.1798444457772501,-1.753222484048886,-1.5482715104498812,-1.1316666165922964,-0.09722563842501543,-0.43111439337802665,-0.38687436650984597,-0.33725073997693233,-0.5904906107719232,-0.91444034049767,-0.5755442193562295,-0.006778933555483314
2026-02-28,-0.24422680029226396,-0.5979449853474011,-0.3734535791446962,-1.2624797020041916,-1.7766124296871666,-1.1734937922795454,0.03721346857491143,-0.09043362400667547,-0.3197778833897957,-0.6229960383190226,-0.5718263586493163,1.1623592976291537,-0.44411417960589594,-0.7613413010738099,0.003561891566360528
