ATGL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-11-30,0.6583863484068202,0.32756312426797973,0.4327014884749738,-0.38893458729827746,-0.845383976901596,-0.010081145255186994,-0.21953804562512966,-0.41729457423141963,0.44908636721037165,0.5955389584970652,0.3511576240214033,0.3230318789832308,0.7347328237708978,0.5713120045202229,-0.06523222305008362
2024-12-31,-0.009699594163891833,0.3054362869653092,-0.07820347368887566,-0.3814948111759651,-0.9110390705708622,-0.9610978041584753,0.07984823368809872,-0.2073404582807816,0.49923867033572933,0.6184711101978788,0.24608930828607015,-0.7176366728871663,-0.05396781937417558,0.6340225644164112,-0.1683988255848583
2025-01-31,-0.353033650118308,0.1657506743951727,-0.24104418090447274,-0.2493259727594045,-0.7900474246489319,-0.9531406985329962,0.6090070112153205,0.9752599439597782,-1.1217109129202645,-0.39037384912247663,-0.0916665999541027,-0.9382220780236283,-0.46422275839254545,0.7292841117227278,-0.14346572964775456
2025-02-28,-0.34558243335629935,-0.3938120805513366,-0.3830173196652749,-0.6782784027778208,-0.7018714800939819,-1.5345796296159722,-1.8828997051591683,1.598006072810853,-1.634114293850391,-1.3884923053564375,-0.35700249064823536,-1.0604810423449564,-0.8494141830675349,1.2923814252965353,0.07841912320313792
2025-03-31,0.5910695173383707,-0.27730059460639583,-0.18181005023319685,-0.17887797419275236,-0.5392662982848636,-0.8132027194940197,-0.45924533589988853,0.5757928269101897,-1.6844142169195877,-0.5588489056285542,-0.09151837569967435,-0.5710961358711669,-0.40861271108717,0.6409401304443442,-0.003990693689934079
2025-04-30,0.08138384096895793,0.013683700398710115,-0.21288323575722543,-0.22656104152034215,-0.4860762028451848,-1.1752975512855304,-0.8075756534131036,0.4518559681358665,-1.3405561562505892,-0.44340145877170595,-0.1000424567329417,-0.5671233476971789,-0.4238885415704358,0.8136945924998658,0.13032942072992404
2025-05-31,1.097209108563659,1.0569014600407984,-0.21315330334174332,-0.6917736691560089,-0.4073707052910241,0.08289355318261916,1.1349095000218037,-0.640235423939673,-0.36035586424541066,0.6867830636376507,0.593777335348638,-0.5002777355171146,-0.27335516101806046,0.10536203446609825,-0.011769168579633936
2025-06-30,-0.10891918202070913,0.6166141443725601,-0.05125103641559845,-0.4642825691312985,-0.34890919330094555,0.12992328729893873,0.4798356361607616,-0.5438922598297442,-0.3124277436167871,0.4954548370897794,0.6104850748185967,-0.26215643515847853,-0.0786681319421041,0.04100076325801842,-0.11208343801186135
2025-07-31,-0.9516841467108333,0.09730649392608787,-0.26409257786684814,0.3262473788120343,-0.42355171952544907,-1.035058741849607,-0.11872451069902963,0.34534077987624745,-0.7675220915934812,-0.621381721264295,-0.09715613587410034,-0.5335181921711167,-0.42024175938590247,0.6497443262552208,-0.021754539314371713
2025-08-31,-0.14697204056655294,-0.6449202747162757,-0.23364427535590318,-0.8211554329459648,-1.1808264859282582,-0.8669131138369081,-1.0621165270124069,0.43742010822460414,-0.6805516542485255,-0.8623343498667445,-0.3043022690311328,-0.6036187065982306,-0.37532833545085603,0.5118479957558489,0.056246326742928406
2025-09-30,0.48944667930874936,-0.31920762189985724,-0.10532825428538416,-0.31161604644804697,-1.237017577589739,2.929661287430989,1.0078282884548013,-0.11952199674135848,-0.2403754174992923,-0.3456152293087266,-0.02243835048185006,-0.3690920241137587,-0.14469483158173205,-0.9938009505745965,0.010024747808234933
2025-10-31,0.075838710827043,0.22458770779641438,0.03141602868652384,-1.256652060497012,-1.1408829609070004,-0.3423819535355466,0.6305955777820673,-0.19762665285329634,-0.10127717903411318,-0.41999179713955337,-0.04132138429333499,-0.11756288226859234,0.049598526393240944,0.16610319080548383,-0.04030426388360503
2025-11-30,-0.37444449995063467,0.10523406435853287,-0.39060366951277026,-1.107417885108962,-1.840265772022538,-0.8040971484004183,-0.41669167409077784,0.10302215813386703,-0.1446926915996399,-0.8784507262317514,-0.19609684253391657,-1.1023966218572108,-0.5304420433806312,0.5218408404471329,-0.0681219553223083
2025-12-31,-0.5573147405611818,-0.4383942110214585,-0.49278903591998674,-1.199685189612961,-1.567367154576939,-0.6770687637062609,-2.619749119830015,0.6250819119307136,-0.32441300116293226,-1.450109558702412,-0.402484471056791,-1.1425895082812332,-0.6905377677982889,0.4377004454042852,-0.07272439579562784
2026-01-31,-0.5872557563990037,-0.788236399981663,-0.364432731913255,-1.6882261368365201,-1.7454750380499762,0.1328444852487593,0.0864523382039168,1.183104922805323,-0.5476602978827859,-1.886263243354681,-0.7107632076214941,-0.927579075951813,-0.46564413387783754,-0.22298177124448554,-0.028781042340438084
2026-02-28,-0.0186822073623338,-0.7416626683021695,-0.10921527400887021,-1.3983370043763461,-1.6246792274153845,-0.5710180012671946,0.0620816067488323,1.2820758523740372,-0.671311118627561,-1.7459905380529737,-0.7637249779933468,-0.270698879250007,-0.043448942164914475,-0.12819811328379854,-0.054175734102024586
