ALPM IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2023-04-30,2.26776248941568,1.1158025009483523,-0.7485230825934803,0.9488886643521737,0.5159404550257884,-0.06093413111070571,0.8266391486133206,-1.1113721364793738,3.2555811753577535,-0.2941502365959379,1.425630135461255,-0.22553973290247453,0.052879096217671395,0.2523723283027943,-0.017412247298193847
2023-05-31,0.09444544007616093,1.4658493125700485,-0.4872308289968236,0.6105264332933357,0.05123653974170913,0.9490975149268567,0.6876308771317416,-0.9229678741755379,2.651474033547539,-0.23468396332529506,1.3574251974189586,-0.14110909150059328,0.4235506430161012,-1.102242556243252,0.15220150172378746
2023-06-30,2.574328248691187,3.2559117097191965,1.1077283067852066,0.8156662218053975,1.1844895479893087,2.4712192366424537,1.1030633853410963,-0.9386501470584123,6.049052772331292,0.9608449391489524,3.709804104149715,1.173782284292939,1.5208372592213124,-1.6512423649977999,0.19626123949873542
2023-07-31,2.814585307302156,3.3587461057299657,5.74918191211606,1.3802980047073234,1.7009555641850929,2.194170919735163,2.2441295935776777,-0.955794695862125,6.7668861379959955,2.825334712887447,5.093446307821731,2.692769816959546,3.309853297559491,0.49898179364481493,0.002965639463234488
2023-08-31,0.04858512710727307,2.848808900155657,4.66273320622596,1.1454623379952935,1.2658031599358348,0.6230867378179048,0.46173124626316125,-0.814078911985947,3.570971718034294,2.507401928796323,2.574449715887852,2.863753429325335,3.067217719346121,-0.39793248876937215,0.009928659853362823
2023-09-30,0.1146093801402762,1.4772160775301961,4.0525462774617,1.4947850627361652,0.989572488570004,0.09073586621446182,-0.9234346387736416,-0.6871054204620997,2.6838478193869597,2.2946141553384147,1.5404620677670793,2.963175633148369,2.8890405774037946,-1.0788621371598055,-0.09543129109618867
2023-10-31,-1.287938849380962,-0.5397926918746813,2.9950476629422287,0.06413685481416527,1.9222233686529382,0.7755100974571946,-0.5426093351118438,-0.4519042606094984,1.5818553040089742,1.4920588079206902,0.15528130978990043,2.251456556659189,2.475754594976055,0.08773354067038405,0.044905923561944366
2023-11-30,0.6348591292104563,-0.24665909091715066,2.2202732005604284,0.49255173689870974,1.6747030739694757,1.756850844204099,0.8468753597783473,-0.37531771241234213,1.6552526336787017,1.736229327246904,0.1156523111120694,1.8880833660463519,1.9450566752765657,1.366767153870128,0.018071180052981476
2023-12-31,0.27870254403642236,-0.16459050460621136,2.284080117505807,0.4907693051312266,1.1669726334601664,-0.4709935145277207,-0.3168760261388081,-0.27065355924307505,1.5352394558689857,1.7592485498000476,0.02665391494433382,2.040430915614864,1.925846295984069,-2.2487127196091414,0.23492533441090946
2024-01-31,3.0926642243704285,1.9933944527945806,4.03451382214553,1.8381642415354056,1.7573904139433514,2.8012836494704247,1.665046651378221,-0.5800477506110089,2.360209297018592,2.7414261954687293,1.9051435398500525,2.9103593831251042,2.570406902385693,9.870826699493561,0.059760727929744704
2024-02-29,0.555752688590789,1.8555325951802848,3.7120313195783665,1.545797048872699,1.542276156780444,-0.03819771205822543,-0.5640432543112895,-1.0165245211936889,1.9515415973235397,2.30310324979123,1.7924488950465862,2.8999141277053297,2.5228381603225243,-1.0022863500426207,-0.03477613526811239
2024-03-31,-0.5472200903543624,1.3542242782276388,2.8064031223816834,2.053703808849095,1.5735316809959299,-0.5879275459262315,-0.07042783075881037,2.664238721621748,1.0558900889794425,1.7197453549190969,0.9290307771447018,2.2930700916471585,3.712772402593781,-2.2798284756719105,0.014916624090553672
2024-04-30,0.03442337133887605,0.021870830013261105,1.8766515935427335,-0.6665447479811534,0.7220888306340814,-0.6103882820985912,-2.5338185761480334,2.197003109902436,0.931806862442143,1.4878799630955557,0.5316909825371134,1.9496579533733551,2.298156513146186,-1.6633348909902688,-0.07961762796469152
2024-05-31,-1.0030608689247857,-0.7505181746020309,1.4223931755334067,-0.6649419434634783,1.268520388590014,-0.5226443669123418,-0.59717313837142,2.5932279770925852,0.5282404159175997,1.058317060601349,-0.3695101083880509,1.3084479238448425,1.8630760703865834,-1.1414889994229112,-0.051686783011397036
2024-06-30,-0.6801742654736694,-0.8097676475355662,0.6028172160221498,-0.6094096416215388,1.3942483569187014,-0.20318194018893854,0.7350223107901527,2.5965239969746214,0.2729037746413303,0.7913336911100757,-0.8908222694378639,0.6318858658546281,0.9387699148450298,-0.36795716787689803,0.2968375008081322
2024-07-31,3.176055227357211,0.7444392828924518,0.8756404274094813,3.8013846546643753,2.1893249637749315,2.044301758715236,2.511714629871515,0.5202086405657776,1.122907343311372,1.3719690545811236,1.1577426316713593,0.6678936118347724,0.8943209589608538,2.115645677185438,-0.10771351894321755
2024-08-31,-1.1991562112964131,0.5321868486024234,0.45429128018722315,3.1143871277970643,2.3402815309904117,-0.20581310425491567,0.6561965712517245,1.1431306787147912,0.5474545573272821,0.8953137367132205,0.13187656465422704,0.36343271971199603,0.6047020750014132,-0.23116917121174632,0.12947492777160224
2024-09-30,0.9988502474322347,1.471167020423341,0.7983898845161032,2.228251729936471,2.2577543313390986,0.38970260265729173,0.8599029338066073,0.49156798623593584,0.8262549061138935,1.0042107151666475,0.8601122221353538,0.520426157790086,0.7850857978702883,0.4104514518051154,-0.0656950032372442
2024-10-31,-0.8619827008163025,-0.6256740582150013,0.8367558124089272,0.5967723873603451,2.175069039453835,-0.39380974164655613,-1.5596892812620842,0.9437771762840368,0.427508617013035,0.6925892955749626,0.05359449114739532,0.4985337688554965,0.8809838344246926,-0.37119724307500057,-0.03300540466592821
2024-11-30,-0.5812921688904014,-0.2800996242580863,0.4946966831105777,0.1261207369198055,1.8499908081580516,-0.8470377792364336,-0.9689557407457353,1.2273346218433412,0.17488499308851752,0.47991808316872375,-0.52755235741289,0.2951376727280198,0.5976362475786534,-0.6658860046988422,-0.02404619091216449
2024-12-31,-0.45496716747506455,-1.2200501800395231,0.29452377153718157,-1.4129745778515834,1.5864403407145595,-0.7831401830151667,-1.554576913679051,1.4420757197273786,-0.03726559990599478,0.29839638869075674,-0.9976428657094112,0.1635591221946323,0.4254384827495883,-0.5890858807035224,-0.14736639857468545
2025-01-31,-1.600550181424153,-1.6557838686796933,-0.8614012352519986,-0.4753228943148681,-0.3643964086057225,-0.3602702603935279,-0.23924164352914098,2.6733721140068654,-0.7555420030896771,-0.21989468379286048,-1.836205895719423,-0.6105427694117338,-0.7080204954646985,-0.041057749244803037,-0.2129662061925966
2025-02-28,-2.0905077984275238,-2.5295465673019075,-1.496562871010366,0.01264734195846655,0.30235843480027896,-0.6873418537121486,0.11519479200496635,4.766097855161842,-1.8219168801550751,-1.0706419074931588,-2.7981035159009506,-1.1343732400030597,-1.6486223670979279,0.2022243260462697,0.22334523876657253
2025-03-31,1.7079446513779561,-1.009140269370719,-0.9574237679831513,2.5550522705631047,1.3761953607344208,0.12252080745053853,1.0947931418932115,1.3891678149645408,-1.4391845832579322,-0.4608635875048074,-0.800588902357924,-0.7220034761962081,-0.8637200356873794,-0.06905192958135369,-0.060063472487269724
2025-04-30,-0.6718980196553668,-0.5726142296484262,-1.210438830775858,1.9805788469141523,1.292812166775319,-0.6035296782976121,-0.2420345348156478,1.6057239980093516,-1.971294293492462,-1.0185321075626799,-0.9315147691207045,-0.9751143347890667,-1.1712062334122526,0.04776546288178748,0.1507920514999673
2025-05-31,1.0298462459711166,1.2670949224085941,-0.6425274769508353,0.5503566395078711,1.9526419956717147,-0.20384599423346197,0.7581191133707939,0.6179474628284036,-1.124283808014875,-0.3358212192555759,0.315869863575522,-0.6475224828284113,-0.5385155007322922,-0.0396470835887269,0.020465921040723922
2025-06-30,-0.04175327065112581,0.19467949734351944,-0.48142309387282844,-0.15723804626182866,1.8362183415275313,1.7526867812414177,0.9761263849897291,0.44459633203847904,-1.105733311149195,-0.40906694316813236,0.49580137686034315,-0.6096929851890247,-0.38366172319015,0.5987010313483611,-0.06070281754037152
2025-07-31,-0.6350076116189162,0.22280010063073996,-1.6056803244338136,-0.16493391292374662,1.230243046604861,-0.5104665488615453,0.09852213447087885,0.6724334705210324,-1.5311052168233041,-1.1466135299341347,-0.055206596226113486,-1.3776773424394468,-1.519304952309518,0.013155012369018731,-0.04277749629655455
2025-08-31,-0.42658184377688163,-0.7109568642250131,-1.3494415609557715,-1.2035624348042835,-0.23562809548039187,-0.8977328353640769,-1.2336789997282018,0.8050950323649058,-1.7042028962727427,-1.5541772621902559,-0.5910256731143531,-1.2701468019909246,-1.2807009828174265,0.07892625481786271,-0.03873627957362814
2025-09-30,-0.37684174740032794,-0.9634477819016349,-1.6496823456663108,-1.6207953059059719,-1.7576183730313766,-0.5755959436592945,-2.0400122271022307,0.9183695876517347,-1.775927077903497,-1.8538989107356374,-0.7985558002236276,-1.847497491684773,-1.6621323411065323,0.14639153206479327,-0.004391945906163712
2025-10-31,-0.08216586343732475,-0.584787466856027,-1.378475952859474,-1.3361184157946875,-1.875737272591764,-0.6770542405759509,-0.8116688126243098,0.8049670211859069,-1.6552466034740698,-1.8467363663104948,-0.7963202738722213,-1.5276393115703517,-1.3773799503088147,0.1296290562206628,0.010861239431604634
2025-11-30,0.010488184792844092,-0.2967375603314449,-1.1834730806489955,-1.2167983741445596,-3.2792656224031056,0.5113605422057599,1.4317594089758379,0.5873234068269764,-1.441251641620626,-1.7173672588029865,-0.5204093226591163,-2.0950519912766548,-1.1647590434241535,-0.2525551312098061,-0.0696662841193929
2025-12-31,-0.6389394454314237,-0.46439754966082525,-1.1982217419156596,-0.9099700822575923,-2.683551086756846,-0.8103201708293183,-0.7294111444966916,0.9819791120851741,-1.6657855011182663,-2.362817651099701,-0.7748072796084478,-2.19353810717965,-1.2383999467672564,0.23211565100448103,-0.07501293107168631
2026-01-31,-0.6474940058568889,-0.8334291243903611,-0.9687152004734878,-0.8042658723914385,-2.235177162322935,-0.7314163944015178,-0.3271496923143383,1.5391107545717526,-1.71647942299461,-2.5193922480920934,-1.0325309725200835,-1.3854129045881354,-1.0089271369618622,0.0952586836552379,-0.09873003358271357
2026-02-28,-0.7960121842934971,-1.3741641486089304,-0.6404984136806597,-1.2083311348298424,-1.762245529370733,-0.6305943321737945,-1.5650970833480675,2.619980695071132,-1.8353797706383108,-2.6123793006900144,-1.3686498247070888,-0.5186698886879156,-0.6223324042608233,0.14051363742622633,-0.004156545489068946
