WHIRL IN Equity,price,volume,mc,pe,bm,div
2000-08-31,26.7,152232.0,3387.4771,,,0.0
2000-09-30,20.25,122417.0,2569.154,,,0.0
2000-10-31,19.35,155909.0,2454.9694,,,0.0
2000-11-30,21.0,91701.0,2664.3079,,,0.0
2000-12-31,22.55,214531.0,2860.9592,,,0.0
2001-01-31,21.7,135917.0,2753.1181,,,0.0
2001-02-28,23.05,1313772.0,2924.3951,,,0.0
2001-03-31,22.0,334528.0,2791.1797,,,0.0
2001-04-30,18.35,420157.0,2328.0976,,,0.0
2001-05-31,18.85,284460.0,2391.5335,,,0.0
2001-06-30,15.75,183990.0,1998.2309,,,0.0
2001-07-31,14.0,58086.0,1776.2052,,,0.0
2001-08-31,15.75,186915.0,1998.2309,,,0.0
2001-09-30,13.3,95127.0,1687.395,,,0.0
2001-10-31,16.35,114322.0,2074.354,,,0.0
2001-11-30,20.0,405501.0,2537.4361,,,0.0
2001-12-31,20.1,393617.0,2550.1232,,,0.0
2002-01-31,19.85,154632.0,2518.4053,,,0.0
2002-02-28,21.95,438911.0,2784.8361,,,0.0
2002-03-31,24.3,311150.0,3082.9848,,,0.0
2002-04-30,24.0,359839.0,3044.9233,,,0.0
2002-05-31,24.0,238750.0,3044.9233,,,0.0
2002-06-30,28.55,776812.0,3622.19,,,0.0
2002-07-31,23.5,485420.0,2981.4874,,,0.0
2002-08-31,22.75,156590.0,2886.3335,,,0.0
2002-09-30,20.7,87850.0,2626.2463,,,0.0
2002-10-31,18.1,74880.0,2296.3796,,,0.0
2002-11-30,21.8,88007.0,2765.8053,,,0.0
2002-12-31,20.15,103525.0,2556.4668,,,0.0
2003-01-31,17.7,112194.0,2245.6309,,,0.0
2003-02-28,17.75,99820.0,2251.9745,,,0.0
2003-03-31,14.8,238783.0,1877.7027,,,0.0
2003-04-30,16.65,152425.0,2112.4155,,,0.0
2003-05-31,18.75,300148.0,2378.8463,,,0.0
2003-06-30,23.25,899199.0,2949.7694,,,0.0
2003-07-31,20.2,471307.0,2562.8104,,,0.0
2003-08-31,24.6,2883169.0,3121.0464,,,0.0
2003-09-30,21.75,834145.0,2759.4617,,,0.0
2003-10-31,22.75,1942090.0,2886.3335,,,0.0
2003-11-30,23.7,1648656.0,3006.8617,,,0.0
2003-12-31,30.65,9640620.0,3888.6208,,,0.0
2004-01-31,23.8,4682187.0,3019.5489,,,0.0
2004-02-29,20.9,839057.0,2651.6207,,,0.0
2004-03-31,20.55,1087191.0,2607.2156,,,0.0
2004-04-30,16.5,2779593.0,2093.3848,,,0.0
2004-05-31,13.3,2824800.0,1687.395,,,0.0
2004-06-30,14.97,1196026.0,1899.2709,,,0.0
2004-07-31,14.28,1254897.0,1811.7294,,,0.0
2004-08-31,16.34,3424542.0,2073.0853,,,0.0
2004-09-30,16.95,3696736.0,2150.4771,,,0.0
2004-10-31,14.95,3264277.0,1896.7335,,,0.0
2004-11-30,17.38,3576801.0,2205.0319,,,0.0
2004-12-31,21.7,7950044.0,2753.1181,,,0.0
2005-01-31,18.5,2421296.0,2347.1284,,,0.0
2005-02-28,24.3,19985425.0,3082.9848,,,0.0
2005-03-31,23.7,9122357.0,3006.8617,,,0.0
2005-04-30,25.6,6260147.0,3247.9182,,,0.0
2005-05-31,27.2,14984006.0,3450.913,,,0.0
2005-06-30,25.1,7358218.0,3184.4823,,,0.0
2005-07-31,25.15,4956263.0,3190.8259,,,0.0
2005-08-31,32.0,12408421.0,4059.8977,,,0.0
2005-09-30,25.4,7640477.0,3222.5438,,,0.0
2005-10-31,23.95,3005221.0,3038.5797,,,0.0
2005-11-30,28.4,2786711.0,3603.1592,,,0.0
2005-12-31,30.2,7205254.0,3831.5285,,,0.0
2006-01-31,28.95,4905544.0,3672.9387,,,0.0
2006-02-28,26.15,4114977.0,3317.6977,,,0.0
2006-03-31,25.1,6607491.0,3184.4823,,,0.0
2006-04-30,30.3,12727501.0,3863.2464,,,0.0
2006-05-31,30.4,14581875.0,3856.9028,,,0.0
2006-06-30,23.55,2231430.0,2987.831,,,0.0
2006-07-31,25.9,915370.0,3285.9797,,,0.0
2006-08-31,25.2,3169601.0,3197.1694,,,0.0
2006-09-30,35.1,10267987.0,4453.2003,,,0.0
2006-10-31,33.65,5393171.0,4269.2362,,,0.0
2006-11-30,32.1,2902398.0,4072.5849,,,0.0
2006-12-31,31.7,2461215.0,4021.8362,,,0.0
2007-01-31,32.95,3216736.0,4180.4259,,,0.0
2007-02-28,26.75,1377262.0,3393.8207,,,0.0
2007-03-31,23.8,1689413.0,3019.5489,,,0.0
2007-04-30,28.0,4248801.0,3552.4105,,,0.0
2007-05-31,35.1,7222021.0,4453.2003,,,0.0
2007-06-30,36.25,5809563.0,4599.1029,,,0.0
2007-07-31,38.0,9384579.0,4821.1285,,,0.0
2007-08-31,38.05,9904592.0,4827.4721,,,0.0
2007-09-30,47.1,18497649.0,5975.6713,,,0.0
2007-10-31,38.5,8869214.0,4884.5721,,,0.0
2007-11-30,44.6,10752233.0,5658.4913,,,0.0
2007-12-31,61.35,16832673.0,7783.5973,,,0.0
2008-01-31,34.45,11308791.0,4370.7405,,,0.0
2008-02-29,47.65,6712368.0,6045.4509,,,0.0
2008-03-31,44.65,1621392.0,5664.8349,,,0.0
2008-04-30,46.95,1250297.0,5956.6405,,,0.0
2008-05-31,47.65,1753143.0,6045.4509,,,0.0
2008-06-30,38.05,881913.0,4827.4797,,,0.0
2008-07-31,57.85,3725232.0,7339.5453,,,0.0
2008-08-31,56.9,2818111.0,7219.0169,,,0.0
2008-09-30,43.9,944952.0,5569.6809,,,0.0
2008-10-31,36.8,586287.0,4668.8897,,,0.0
2008-11-30,31.55,968284.0,4002.8117,,,0.0
2008-12-31,29.15,457873.0,3698.3188,,,0.0
2009-01-31,27.95,496684.0,3546.0724,,,0.0
2009-02-28,26.1,670774.0,3311.3592,,,0.0
2009-03-31,27.9,547343.0,3539.7288,6.7229,2.3202,0.0
2009-04-30,32.65,923020.0,4142.3709,7.8675,2.7152,0.0
2009-05-31,55.1,4107753.0,6990.6473,13.2771,4.5821,0.0
2009-06-30,48.8,3116196.0,6191.3537,11.759,4.0582,0.0
2009-07-31,68.3,5420807.0,8665.3577,16.4578,5.6798,0.0
2009-08-31,82.45,7091894.0,10460.5965,19.8675,6.8565,0.0
2009-09-30,123.25,7166018.0,15636.9742,29.6988,10.2494,0.0
2009-10-31,116.95,5943398.0,14837.6806,28.1807,9.7255,0.0
2009-11-30,124.6,3558852.0,15808.2514,30.0241,10.3617,0.0
2009-12-31,140.0,3411691.0,17762.0802,33.7349,11.6423,0.0
2010-01-31,132.95,2949984.0,16867.6326,32.0361,11.0561,0.0
2010-02-28,141.3,1486522.0,17927.0138,34.0482,11.7505,0.0
2010-03-31,161.55,5540586.0,20496.1719,16.1067,9.5613,0.0
2010-04-30,190.9,4199762.0,24219.8651,19.0329,11.2984,0.0
2010-05-31,253.2,21751396.0,32123.9908,25.2443,14.9856,0.0
2010-06-30,264.1,4430814.0,33506.8956,26.331,15.6307,0.0
2010-07-31,279.65,2990921.0,35479.7553,27.8814,16.5511,0.0
2010-08-31,282.7,2145976.0,35866.7149,28.1854,16.7316,0.0
2010-09-30,290.15,5602373.0,36811.9113,28.9282,17.1725,0.0
2010-10-31,301.45,5951103.0,38245.5649,30.0548,17.8413,0.0
2010-11-30,280.05,6031523.0,35530.5041,27.9212,16.5747,0.0
2010-12-31,285.1,3016262.0,36171.2077,28.4247,16.8736,0.0
2011-01-31,238.95,1449792.0,30316.0648,23.8235,14.1422,0.0
2011-02-28,228.1,6539347.0,28939.5036,22.7418,13.5001,0.0
2011-03-31,265.6,5612058.0,33697.2036,21.8062,9.1438,0.0
2011-04-30,280.6,3693082.0,35600.2837,23.0378,9.6602,0.0
2011-05-31,239.65,1898650.0,30404.8752,19.6757,8.2504,0.0
2011-06-30,256.55,2492202.0,32549.012,21.0632,8.8322,0.0
2011-07-31,221.65,1366278.0,28121.1792,18.1979,7.6307,0.0
2011-08-31,218.75,3425797.0,27753.2504,17.9598,7.5309,0.0
2011-09-30,219.45,1180674.0,27842.0608,18.0172,7.555,0.0
2011-10-31,217.1,751748.0,27543.9116,17.8243,7.4741,0.0
2011-11-30,185.95,1443045.0,23591.8487,15.2668,6.4017,0.0
2011-12-31,156.9,1058374.0,19906.2171,12.8818,5.4016,0.0
2012-01-31,174.15,2646570.0,22094.7591,14.298,5.9954,0.0
2012-02-29,180.65,3347674.0,22919.4271,14.8317,6.2192,0.0
2012-03-31,198.65,1702066.0,25202.726,20.6497,5.1415,0.0
2012-04-30,216.9,2744116.0,27518.2757,22.5468,5.6139,0.0
2012-05-31,207.6,1534995.0,26338.3773,21.58,5.3732,0.0
2012-06-30,200.1,875442.0,25386.8463,20.8004,5.179,0.0
2012-07-31,222.95,2942669.0,28285.844,23.1757,5.7705,0.0
2012-08-31,253.65,2392759.0,32181.0329,26.3669,6.565,0.0
2012-09-30,260.2,1909545.0,33012.0432,27.0478,6.7346,0.0
2012-10-31,250.05,2528618.0,31724.2944,25.9927,6.4719,0.0
2012-11-30,264.35,3958461.0,33538.5612,27.4792,6.842,0.0
2012-12-31,264.8,2361243.0,33595.6535,27.526,6.8536,0.0
2013-01-31,237.05,3407674.0,30074.961,24.6414,6.1354,0.0
2013-02-28,218.35,1152622.0,27702.4582,22.6975,5.6514,0.0
2013-03-31,221.55,1781336.0,28108.448,22.001,4.5517,0.0
2013-04-30,208.05,509509.0,26395.6787,20.6604,4.2743,0.0
2013-05-31,216.8,1596037.0,27505.807,21.5293,4.4541,0.0
2013-06-30,197.5,422991.0,25057.1857,19.6127,4.0576,0.0
2013-07-31,168.5,923026.0,21377.9027,16.7329,3.4618,0.0
2013-08-31,151.8,2086286.0,19259.1432,15.0745,3.1187,0.0
2013-09-30,152.85,2299070.0,19392.3586,15.1787,3.1403,0.0
2013-10-31,168.9,2589887.0,21428.6514,16.7726,3.47,0.0
2013-11-30,172.95,948035.0,21942.4823,17.1748,3.5532,0.0
2013-12-31,212.6,4609645.0,26972.9502,21.1122,4.3678,0.0
2014-01-31,179.0,1038204.0,22710.0569,17.7756,3.6775,0.0
2014-02-28,194.85,2437226.0,24720.9753,19.3496,4.0031,0.0
2014-03-31,231.1,2646103.0,29320.079,23.8493,3.9619,0.0
2014-04-30,227.2,1009239.0,28825.2789,23.4469,3.895,0.0
2014-05-31,296.4,2189590.0,37604.8093,30.5882,5.0814,0.0
2014-06-30,335.5,1319066.0,42565.4977,34.6233,5.7517,0.0
2014-07-31,340.4,1371305.0,43187.1696,35.129,5.8357,0.0
2014-08-31,471.5,5610643.0,59820.066,48.6584,8.0832,0.0
2014-09-30,440.8,2142661.0,55925.101,45.4902,7.5569,0.0
2014-10-31,492.65,3105543.0,62503.4052,50.8411,8.4458,0.0
2014-11-30,623.35,6564649.0,79085.5528,64.3292,10.6864,0.0
2014-12-31,649.6,3082787.0,82415.9383,67.0382,11.1365,0.0
2015-01-31,674.1,4866725.0,85524.298,69.5666,11.5565,0.0
2015-02-28,682.5,2662823.0,86590.1411,70.4334,11.7005,0.0
2015-03-31,735.45,3272283.0,93307.8846,44.3309,10.1889,0.0
2015-04-30,700.3,1937613.0,88848.3399,42.2122,9.7019,0.0
2015-05-31,757.5,1897472.0,96105.4083,45.66,10.4944,0.0
2015-06-30,743.75,1047275.0,94360.9207,44.8312,10.3039,0.0
2015-07-31,746.2,2556319.0,94671.7567,44.9789,10.3378,0.0
2015-08-31,682.2,846495.0,86551.9598,41.1212,9.4512,0.0
2015-09-30,655.35,2290874.0,83145.4513,39.5027,9.0792,0.0
2015-10-31,638.3,858630.0,80982.2866,38.475,8.843,0.0
2015-11-30,689.8,1016900.0,87516.1857,41.5793,9.5565,0.0
2015-12-31,649.25,787581.0,82371.5331,39.135,8.9947,0.0
2016-01-31,589.65,2092332.0,74809.9723,35.5425,8.169,0.0
2016-02-29,597.6,1085678.0,75818.6033,36.0217,8.2791,0.0
2016-03-31,702.65,867656.0,89146.4887,37.1379,7.6492,0.0
2016-04-30,747.0,1082867.0,94773.2542,39.482,8.132,0.0
2016-05-31,758.4,933105.0,96219.593,40.0846,8.2561,0.0
2016-06-30,830.4,843120.0,105354.3645,43.8901,9.0399,0.0
2016-07-31,845.5,960064.0,107270.129,44.6882,9.2043,0.0
2016-08-31,918.65,1178511.0,116550.8031,48.5544,10.0006,0.0
2016-09-30,1017.3,1070891.0,129066.7088,53.7685,11.0745,0.0
2016-10-31,1145.75,1377364.0,145363.3948,60.5576,12.4728,0.0
2016-11-30,1006.0,2345424.0,127633.0571,53.1712,10.9515,0.0
2016-12-31,889.05,2146497.0,112795.3971,46.99,9.6783,0.0
2017-01-31,950.35,1072139.0,120572.64,50.2299,10.3457,0.0
2017-02-28,1036.75,837143.0,131534.3658,54.7965,11.2862,0.0
2017-03-31,1221.7,3482036.0,154999.3021,49.9264,10.4536,0.0
2017-04-30,1210.7,1000725.0,153603.712,49.4769,10.3595,0.0
2017-05-31,1174.75,851006.0,149042.6778,48.0078,10.0519,0.0
2017-06-30,1138.35,2574140.0,144424.5433,46.5202,9.7404,0.0
2017-07-31,1170.65,556169.0,148522.5033,47.8402,10.0168,0.0
2017-08-31,1182.1,2220857.0,149975.1857,48.3081,10.1148,0.0
2017-09-30,1282.75,1198107.0,162744.835,52.4213,10.976,3.0
2017-10-31,1377.7,1238479.0,174791.3149,56.3016,11.7885,3.0
2017-11-30,1557.65,1547929.0,197621.8998,63.6555,13.3282,3.0
2017-12-31,1592.7,888954.0,202068.7573,65.0879,13.6281,3.0
2018-01-31,1476.85,801206.0,187370.6562,60.3535,12.6369,3.0
2018-02-28,1432.5,1223936.0,181743.8965,58.5411,12.2574,3.0
2018-03-31,1510.25,1593435.0,191608.1813,54.64,10.669,3.0
2018-04-30,1579.45,1137027.0,200387.7119,57.1436,11.1578,3.0
2018-05-31,1541.05,661499.0,195515.8336,55.7543,10.8865,3.0
2018-06-30,1532.55,1030925.0,194437.4231,55.4468,10.8265,3.0
2018-07-31,1738.7,1484200.0,220592.0508,62.9052,12.2828,3.0
2018-08-31,1773.6,942694.0,225019.8777,64.1679,12.5294,3.0
2018-09-30,1349.5,2284695.0,171213.5346,48.8242,9.5334,4.0
2018-10-31,1396.75,1209462.0,177208.2286,50.5336,9.8672,4.0
2018-11-30,1398.9,740557.0,177481.003,50.6114,9.8823,4.0
2018-12-31,1390.55,1175331.0,176421.6232,50.3093,9.8234,4.0
2019-01-31,1509.7,1280819.0,191538.4018,54.6201,10.6651,4.0
2019-02-28,1373.55,1667573.0,174264.8021,49.6943,9.7033,4.0
2019-03-31,1515.1,1239767.0,192223.5096,46.9071,8.9619,4.0
2019-04-30,1392.7,1265514.0,176694.3976,43.1176,8.2379,4.0
2019-05-31,1466.9,1664568.0,186108.2874,45.4149,8.6768,4.0
2019-06-30,1590.05,834379.0,201732.5533,49.2276,9.4052,4.0
2019-07-31,1554.45,834679.0,197215.9161,48.1254,9.1946,4.0
2019-08-31,1547.4,1554169.0,196321.4697,47.9071,9.1529,5.0
2019-09-30,1887.45,1717105.0,239464.2355,58.435,11.1643,5.0
2019-10-31,2194.45,2018048.0,278413.8873,67.9396,12.9803,5.0
2019-11-30,2142.35,2606430.0,271803.865,66.3266,12.6721,5.0
2019-12-31,2373.5,2599550.0,301130.2885,73.483,14.0393,5.0
2020-01-31,2473.25,1378310.0,313785.7535,76.5712,14.6294,5.0
2020-02-29,2179.05,2283435.0,276460.0612,67.4628,12.8892,5.0
2020-03-31,1818.9,2456755.0,230767.1716,47.073,9.0041,5.0
2020-04-30,2059.25,1984402.0,261260.8159,53.2932,10.1939,5.0
2020-05-31,1944.65,732570.0,246721.3042,50.3274,9.6266,5.0
2020-06-30,2074.8,1442291.0,263233.6729,53.6957,10.2709,5.0
2020-07-31,2073.0,1212924.0,263005.3036,53.6491,10.262,5.0
2020-08-31,2121.35,1844858.0,269139.5566,54.9004,10.5013,5.0
2020-09-30,2196.75,1544373.0,278705.6926,56.8517,10.8746,5.0
2020-10-31,2120.5,731092.0,269031.7049,54.8784,10.4971,5.0
2020-11-30,2183.3,1837594.0,276999.2555,56.5036,10.808,5.0
2020-12-31,2629.0,3496688.0,333546.0279,68.0383,13.0143,5.0
2021-01-31,2553.05,2606253.0,323910.1128,66.0727,12.6384,5.0
2021-02-28,2412.25,3836256.0,306046.5599,62.4288,11.9414,5.0
2021-03-31,2226.6,1598093.0,282492.8055,80.2957,9.8831,5.0
2021-04-30,2221.45,2461373.0,281839.4156,80.11,9.8602,5.0
2021-05-31,2162.4,2767296.0,274347.6344,77.9805,9.5981,5.0
2021-06-30,2235.5,4389171.0,283621.9648,80.6167,9.9226,5.0
2021-07-31,2202.95,2235950.0,279492.2979,79.4428,9.7781,5.0
2021-08-31,2130.2,3439939.0,270262.3723,76.8193,9.4552,5.0
2021-09-30,2284.95,3163441.0,289895.788,82.3999,10.1421,5.0
2021-10-31,2212.3,2685639.0,280678.5495,79.78,9.8196,5.0
2021-11-30,2041.8,6052427.0,259046.9025,73.6314,9.0628,5.0
2021-12-31,1761.75,10206969.0,223516.4465,63.5323,7.8198,5.0
2022-01-31,1850.9,4772724.0,234827.0701,66.7472,8.2155,5.0
2022-02-28,1672.75,3574774.0,212224.8536,60.3228,7.4247,5.0
2022-03-31,1572.85,6657500.0,199550.3578,35.2341,5.9423,5.0
2022-04-30,1623.55,5282437.0,205982.7596,36.3698,6.1338,5.0
2022-05-31,1641.25,4464550.0,208228.391,36.7664,6.2007,5.0
2022-06-30,1560.85,2425503.0,198027.8959,34.9653,5.8969,5.0
2022-07-31,1773.4,2582347.0,224994.5033,39.7267,6.7,5.0
2022-08-31,1824.15,4141002.0,231433.2487,40.8636,6.8917,5.0
2022-09-30,1634.5,3093886.0,207372.0061,36.6151,6.1752,5.0
2022-10-31,1575.45,2131887.0,199880.2246,35.2923,5.9521,5.0
2022-11-30,1527.65,3204433.0,193815.7511,34.2216,5.7715,5.0
2022-12-31,1497.1,2105334.0,189939.8167,33.5372,5.6561,5.0
2023-01-31,1391.1,1991132.0,176491.4027,31.1626,5.2556,5.0
2023-02-28,1304.25,3019179.0,165472.5843,29.2171,4.9275,5.0
2023-03-31,1315.05,1991132.0,166842.8,76.1906,4.7393,5.0
2023-04-30,1323.05,2023209.0,167857.7747,76.6541,4.7681,5.0
2023-05-31,1426.7,3820670.0,181008.0399,82.6593,5.1417,5.0
2023-06-30,1474.15,1036614.0,187028.1082,85.4085,5.3127,5.0
2023-07-31,1459.25,813873.0,185137.7179,84.5452,5.259,5.0
2023-08-31,1633.7,1769600.0,207270.5087,94.6524,5.8877,5.0
2023-09-30,1625.05,2054758.0,206173.0673,94.1512,5.8565,5.0
2023-10-31,1642.2,2232704.0,208348.9192,95.1448,5.9183,5.0
2023-11-30,1571.25,999752.0,199347.3629,91.0342,5.6626,5.0
2023-12-31,1366.85,6341587.0,173414.7608,79.1918,4.926,5.0
2024-01-31,1348.65,1996200.0,171105.6935,78.1373,4.8604,5.0
2024-02-29,1256.95,42066657.0,159471.5467,72.8244,4.5299,5.0
2024-03-31,1221.45,2931933.0,154967.5968,71.3881,4.2012,5.0
2024-04-30,1506.75,4998105.0,191164.1299,88.0625,5.1825,5.0
2024-05-31,1498.15,5089844.0,190073.0321,87.5599,5.1529,5.0
2024-06-30,1998.35,10666554.0,253534.3215,116.7943,6.8734,5.0
2024-07-31,2144.55,5712869.0,272082.983,125.339,7.3762,5.0
2024-08-31,2183.5,5657459.0,277024.6408,127.6154,7.5102,5.0
2024-09-30,2289.6,4049061.0,290485.742,133.8165,7.8751,5.0
2024-10-31,1989.3,6628786.0,252386.1314,116.2653,6.8422,5.0
2024-11-30,1849.0,2998741.0,234586.0137,108.0655,6.3597,5.0
2024-12-31,1840.15,2412200.0,233463.198,107.5482,6.3292,5.0
2025-01-31,1139.8,5669738.0,144608.5118,66.616,3.9204,5.0
2025-02-28,928.05,11085372.0,117743.4018,54.2402,3.192,5.0
2025-03-31,989.9,10887460.0,125590.4245,34.9788,3.1796,5.0
2025-04-30,1259.35,15718021.0,159776.0391,44.5,4.0451,5.0
2025-05-31,1235.9,7926159.0,156800.8947,43.6714,3.9698,5.0
2025-06-30,1401.4,7175998.0,177798.1826,49.5194,4.5014,5.0
2025-07-31,1334.6,5977642.0,169323.1443,47.159,4.2868,5.0
2025-08-31,1300.6,3064685.0,165009.5021,45.9576,4.1776,5.0
2025-09-30,1191.2,2962641.0,151129.7239,42.0919,3.8262,5.0
2025-10-31,1399.1,24730671.0,177506.3774,49.4382,4.494,5.0
2025-11-30,1072.1,33850286.0,136019.2889,37.8834,3.4437,5.0
2025-12-31,899.1,17259966.0,114070.4624,31.7703,2.888,5.0
2026-01-31,777.75,9915687.0,98674.5658,27.4823,2.4982,5.0
2026-02-28,921.85,10765241.0,116956.7965,32.5742,2.9611,5.0
2026-03-31,910.65,859555.0,115535.8351,32.1784,2.9251,5.0
