SRCM IN Equity,price,volume,mc,pe,bm,div
2000-03-31,32.6,295346.0,,,,0.0
2000-04-30,35.55,10690.0,,,,0.0
2000-05-31,30.0,13510.0,,,,0.0
2000-06-30,25.5,51171.0,,,,0.0
2000-07-31,23.2,94000.0,,,,0.0
2000-08-31,24.55,252803.0,,,,0.0
2000-09-30,21.35,11039.0,,,,0.0
2000-10-31,23.5,10821.0,,,,0.0
2000-11-30,40.95,64002.0,,,,0.0
2000-12-31,57.9,370326.0,2017.0624,,,0.0
2001-01-31,63.95,698988.0,2227.8263,,,0.0
2001-02-28,66.0,821406.0,2299.2421,,,0.0
2001-03-31,35.0,337079.0,1219.2951,,,0.0
2001-04-30,35.45,130676.0,1234.9717,,,0.0
2001-05-31,34.25,106656.0,1193.1673,,,0.0
2001-06-30,31.45,77660.0,1095.6237,,,0.0
2001-07-31,36.4,105288.0,1268.0669,,,0.0
2001-08-31,37.5,69450.0,1306.3876,,,0.0
2001-09-30,28.1,93853.0,978.9198,,,0.0
2001-10-31,34.5,81246.0,1201.8766,,,1.0
2001-11-30,39.55,368251.0,1377.8034,,,1.0
2001-12-31,45.35,940126.0,1579.858,,,1.0
2002-01-31,44.2,642662.0,1539.7955,,,1.0
2002-02-28,40.0,158092.0,1393.4801,,,1.0
2002-03-31,41.65,133578.0,1450.9611,,,1.0
2002-04-30,44.7,215957.0,1557.2228,,,1.0
2002-05-31,43.1,1195554.0,1501.4833,,,1.0
2002-06-30,51.65,608195.0,1799.3414,,,1.0
2002-07-31,45.0,587655.0,1567.674,,,1.0
2002-08-31,45.0,56544.0,1567.674,,,1.0
2002-09-30,44.3,69358.0,1543.288,,,1.0
2002-10-31,46.15,40993.0,1607.7368,,,1.0
2002-11-30,55.3,197890.0,1926.4972,,,1.0
2002-12-31,51.0,312853.0,1776.6972,,,1.0
2003-01-31,54.0,365006.0,1881.2088,,,1.0
2003-02-28,51.15,71498.0,1781.9228,,,1.0
2003-03-31,45.55,210881.0,1586.8345,,,1.0
2003-04-30,50.65,25205.0,1764.5042,,,1.0
2003-05-31,65.05,190838.0,2266.1599,,,1.0
2003-06-30,80.0,361903.0,2786.976,,,1.0
2003-07-31,92.4,321854.0,3218.9573,,,1.0
2003-08-31,91.85,495067.0,3199.7968,,,2.5
2003-09-30,92.0,507960.0,3205.0224,,,2.5
2003-10-31,92.65,219032.0,3227.6666,,,2.5
2003-11-30,118.2,385404.0,4117.7571,,,2.5
2003-12-31,150.4,558457.0,5239.5149,,,2.5
2004-01-31,136.35,355470.0,4750.0522,,,2.5
2004-02-29,123.5,108081.0,4302.3942,,,2.5
2004-03-31,140.5,134734.0,4894.6266,,,2.5
2004-04-30,183.5,206285.0,6392.6262,,,2.5
2004-05-31,158.55,439079.0,5523.4381,,,2.5
2004-06-30,160.0,198381.0,5573.952,,,2.5
2004-07-31,176.55,152229.0,6150.5077,,,3.0
2004-08-31,200.55,511630.0,6986.6005,,,3.0
2004-09-30,192.75,335491.0,6714.8703,,,3.0
2004-10-31,197.15,167849.0,6868.154,,,3.0
2004-11-30,220.95,464672.0,7697.2794,,,3.0
2004-12-31,252.8,1306724.0,8806.8442,,,3.0
2005-01-31,278.7,2901269.0,9709.1277,,,3.0
2005-02-28,317.1,1348678.0,11046.8762,,,3.0
2005-03-31,341.8,1873810.0,11907.355,,,3.0
2005-04-30,372.7,510982.0,12983.8245,,,3.0
2005-05-31,347.9,438346.0,12119.8619,,,3.0
2005-06-30,335.4,339505.0,11684.3969,,,3.0
2005-07-31,372.1,855578.0,12962.9222,,,3.0
2005-08-31,442.0,2007311.0,15398.0425,,,4.0
2005-09-30,460.75,431843.0,16051.24,,,4.0
2005-10-31,438.45,374551.0,15274.3704,,,4.0
2005-11-30,504.7,265409.0,17582.3349,,,4.0
2005-12-31,485.75,603698.0,16922.17,,,4.0
2006-01-31,561.8,600441.0,19571.5391,,,4.0
2006-02-28,670.8,1607143.0,23368.7939,,,4.0
2006-03-31,890.55,2653132.0,31024.2686,,,4.0
2006-04-30,1128.35,978166.0,37437.7972,,,4.0
2006-05-31,838.3,1307865.0,29204.0249,,,4.0
2006-06-30,777.0,675795.0,27068.5045,,,4.0
2006-07-31,934.35,679953.0,32550.138,,,5.0
2006-08-31,952.4,689934.0,33178.9494,,,5.0
2006-09-30,1005.15,586378.0,35016.6117,,,5.0
2006-10-31,1167.75,1073306.0,40681.1405,,,5.0
2006-11-30,1362.65,1395978.0,47470.9108,,,5.0
2006-12-31,1454.8,446642.0,50681.1588,,,5.0
2007-01-31,1395.5,394619.0,48615.3128,,,5.0
2007-02-28,1177.4,740684.0,41017.3195,,,5.0
2007-03-31,922.55,1305858.0,32139.059,,,6.0
2007-04-30,1051.75,777697.0,36640.0253,,,6.0
2007-05-31,1237.85,887144.0,43123.2282,,,6.0
2007-06-30,1279.25,475947.0,44565.4883,,,6.0
2007-07-31,1264.05,484441.0,44035.9629,,,6.0
2007-08-31,1229.8,222500.0,42842.7888,,,6.0
2007-09-30,1523.2,315092.0,53063.7211,,,6.0
2007-10-31,1475.9,402901.0,51415.931,,,6.0
2007-11-30,1401.65,151092.0,48829.2836,,,6.0
2007-12-31,1340.75,441963.0,46707.7102,,,6.0
2008-01-31,1257.6,517718.0,43811.0135,,,6.0
2008-02-29,1219.0,88189.0,42466.3052,,,6.0
2008-03-31,1097.3,139193.0,38226.6421,,,6.0
2008-04-30,984.3,50425.0,34290.0609,,,6.0
2008-05-31,786.1,132144.0,27385.3671,,,0.0
2008-06-30,601.3,431611.0,20947.4892,,,0.0
2008-07-31,593.55,521521.0,20677.5024,,,8.0
2008-08-31,589.1,1136230.0,20522.4778,,,8.0
2008-09-30,504.0,230628.0,17557.8489,,,8.0
2008-10-31,398.85,245381.0,13894.7382,,,8.0
2008-11-30,356.0,73156.0,12401.9726,,,8.0
2008-12-31,460.1,367110.0,16028.5045,,,8.0
2009-01-31,497.5,599939.0,17331.4084,,,8.0
2009-02-28,563.0,133091.0,19613.232,,,8.0
2009-03-31,710.5,977820.0,24751.6898,,,8.0
2009-04-30,774.2,473170.0,26970.8068,,,8.0
2009-05-31,1018.05,456317.0,35465.8097,,,10.0
2009-06-30,1196.0,908407.0,41665.0542,,,10.0
2009-07-31,1684.45,660919.0,58681.1855,,,10.0
2009-08-31,1535.7,564974.0,53499.1815,,,10.0
2009-09-30,1653.3,863484.0,57596.0173,,,10.0
2009-10-31,1592.55,765846.0,55479.6694,,,10.0
2009-11-30,1797.65,481882.0,62624.7363,,,10.0
2009-12-31,1932.05,266449.0,67306.8315,,,10.0
2010-01-31,1972.6,389141.0,68719.4698,,,10.0
2010-02-28,2141.05,478677.0,74587.7649,,,10.0
2010-03-31,2361.85,405753.0,82279.7771,,,10.0
2010-04-30,2170.3,291083.0,75606.7472,,,10.0
2010-05-31,1975.75,427940.0,68829.2063,,,10.0
2010-06-30,2034.4,275708.0,70872.3965,,,10.0
2010-07-31,1794.2,791511.0,62504.5465,,,10.0
2010-08-31,1872.35,875875.0,65227.0603,,,13.0
2010-09-30,2119.95,894353.0,73852.6998,,,13.0
2010-10-31,2085.4,406143.0,72649.0792,,,13.0
2010-11-30,2057.7,530384.0,71684.0964,,,13.0
2010-12-31,2020.65,157313.0,70393.3877,,,13.0
2011-01-31,1665.5,380151.0,58021.0265,,,13.0
2011-02-28,1728.85,221791.0,60227.9506,,,14.0
2011-03-31,2070.05,411293.0,72114.3378,,,14.0
2011-04-30,2010.1,124768.0,70025.8573,,,14.0
2011-05-31,1818.5,124753.0,63351.0878,,,14.0
2011-06-30,1766.4,511533.0,61536.08,,,14.0
2011-07-31,1779.25,670115.0,61983.7355,,,14.0
2011-08-31,1658.6,654233.0,57780.6512,,,14.0
2011-09-30,1847.8,675407.0,64371.8141,,,14.0
2011-10-31,1896.0,200600.0,66050.9554,,,14.0
2011-11-30,2091.3,94596.0,72854.624,,,14.0
2011-12-31,2110.25,427790.0,73514.783,,,14.0
2012-01-31,2261.95,125082.0,78799.554,,,14.0
2012-02-29,2800.65,302856.0,97566.2447,,,14.0
2012-03-31,3219.4,473399.0,112154.8779,,,14.0
2012-04-30,2834.0,189233.0,98728.6253,,,14.0
2012-05-31,2407.2,172347.0,83860.1061,,,12.0
2012-06-30,3039.95,611992.0,105903.3445,,,12.0
2012-07-31,3114.65,257228.0,108505.6811,,,12.0
2012-08-31,3385.0,302617.0,117923.9226,,,12.0
2012-09-30,3890.65,215572.0,135539.3485,,,12.0
2012-10-31,4223.1,1843499.0,147120.9844,,,20.0
2012-11-30,4393.8,223209.0,153067.6836,,,20.0
2012-12-31,4644.8,374444.0,161811.8208,,,20.0
2013-01-31,4468.6,353002.0,155673.517,,,14.0
2013-02-28,4357.55,405674.0,151804.835,,,14.0
2013-03-31,4043.4,440553.0,140860.7308,,,14.0
2013-04-30,4501.8,359172.0,156830.1012,,,14.0
2013-05-31,4957.35,398070.0,172700.1986,,,16.0
2013-06-30,4667.2,138633.0,162592.3118,16.1954,4.2302,16.0
2013-07-31,4354.75,220550.0,151707.4137,15.1112,3.947,16.0
2013-08-31,3595.8,636131.0,125267.7025,12.4776,3.2591,16.0
2013-09-30,4123.65,356811.0,143656.5262,14.3093,3.7375,16.0
2013-10-31,4435.35,214090.0,154515.2985,15.3909,4.02,20.0
2013-11-30,4371.0,296359.0,152273.5186,15.1676,3.9617,20.0
2013-12-31,4342.2,273892.0,151270.213,15.0677,3.9356,20.0
2014-01-31,4436.7,596378.0,154562.331,15.3956,4.0213,30.0
2014-02-28,4688.5,233660.0,163334.3382,16.2693,4.2495,30.0
2014-03-31,5670.95,724036.0,197560.1782,19.6785,5.14,30.0
2014-04-30,5701.45,249255.0,198622.7137,19.7843,5.1676,30.0
2014-05-31,6851.05,487312.0,238671.5766,23.7735,6.2096,22.0
2014-06-30,7204.05,583692.0,250969.1177,31.8806,5.3275,22.0
2014-07-31,7394.75,220491.0,257612.5834,32.7245,5.4685,22.0
2014-08-31,7889.5,383988.0,274848.3014,34.9139,5.8344,44.0
2014-09-30,8399.8,550333.0,292625.7317,37.1722,6.2118,44.0
2014-10-31,9089.6,236604.0,316656.4443,40.2248,6.7219,32.0
2014-11-30,8976.55,214988.0,312718.1023,39.7245,6.6383,32.0
2014-12-31,9405.65,217148.0,327666.776,41.6234,6.9556,32.0
2015-01-31,10969.7,354649.0,382153.9341,48.5449,8.1123,22.0
2015-02-28,10528.6,542051.0,366784.8441,46.5929,7.7861,22.0
2015-03-31,10793.8,463747.0,376026.0528,47.7665,7.9822,22.0
2015-04-30,10192.85,442467.0,355090.6148,45.1071,7.5378,22.0
2015-05-31,11336.2,1818105.0,394921.7777,50.1668,8.3833,22.0
2015-06-30,11341.05,348286.0,395090.7252,92.6784,7.488,22.0
2015-07-31,11421.35,246624.0,397888.148,93.3346,7.541,22.0
2015-08-31,10779.7,245196.0,375534.861,88.091,7.1174,12.0
2015-09-30,11740.05,270956.0,408990.7788,95.939,7.7515,12.0
2015-10-31,12272.05,248069.0,427524.1834,100.2864,8.1027,0.0
2015-11-30,11107.25,243828.0,386945.7881,90.7678,7.3336,14.0
2015-12-31,11499.2,204718.0,400600.2457,93.9707,7.5924,14.0
2016-01-31,10549.75,248132.0,367524.0341,86.2119,6.9656,14.0
2016-02-29,10003.7,203943.0,348501.1729,81.7496,6.605,26.0
2016-03-31,12420.5,380893.0,432695.7763,99.6752,7.0013,38.0
2016-04-30,12693.9,218243.0,442220.2872,,7.1554,38.0
2016-05-31,13129.95,249936.0,457411.0534,,7.4012,38.0
2016-06-30,14546.45,270263.0,506757.9853,,8.1997,38.0
2016-07-31,16110.25,371287.0,561236.4341,,9.0812,38.0
2016-08-31,17174.8,298557.0,598322.4323,,9.6812,54.0
2016-09-30,17042.7,296946.0,593720.3802,,9.6068,54.0
2016-10-31,16888.65,229139.0,588353.7446,,9.5199,54.0
2016-11-30,15571.6,482990.0,542471.3488,,8.7775,40.0
2016-12-31,14733.4,404666.0,513270.8114,,8.3051,40.0
2017-01-31,15456.1,378136.0,538447.6491,,8.7124,40.0
2017-02-28,16111.25,367955.0,561271.2714,,9.0817,128.0
2017-03-31,17083.2,379842.0,595131.2879,44.4435,7.731,116.0
2017-04-30,19187.55,367759.0,668441.0607,49.9182,8.6833,116.0
2017-05-31,18004.85,460897.0,627239.0442,46.8413,8.1481,116.0
2017-06-30,16953.3,305338.0,590605.9583,44.1056,7.6722,116.0
2017-07-31,18601.7,337923.0,648031.643,48.394,8.4182,140.0
2017-08-31,17591.05,345501.0,612823.3997,45.7647,7.9608,124.0
2017-09-30,18580.1,489001.0,647279.1589,48.3378,8.4084,124.0
2017-10-31,18930.4,343214.0,659482.6395,49.2492,8.5669,124.0
2017-11-30,17197.45,615647.0,599111.4351,44.7408,7.7827,124.0
2017-12-31,18074.5,821074.0,629665.4233,47.0225,8.1796,124.0
2018-01-31,17206.3,667967.0,599419.7445,44.7638,7.7867,144.0
2018-02-28,16623.45,400037.0,579114.8679,43.2474,7.5229,44.0
2018-03-31,16196.45,459243.0,564239.3729,40.7642,6.3421,44.0
2018-04-30,16943.8,352867.0,590274.973,42.6452,6.6348,44.0
2018-05-31,16880.6,426872.0,588073.2603,42.4862,6.61,44.0
2018-06-30,15554.2,492830.0,541865.1651,39.1478,6.0907,44.0
2018-07-31,17018.1,551869.0,592863.3788,42.8322,6.6639,50.0
2018-08-31,18925.8,360049.0,659322.3529,47.6336,7.4109,50.0
2018-09-30,16892.25,436038.0,588479.114,42.5155,6.6146,50.0
2018-10-31,13917.35,775263.0,484841.8534,35.0281,5.4497,50.0
2018-11-30,16487.35,672611.0,574373.5216,41.4964,6.4561,50.0
2018-12-31,17236.1,437578.0,600457.8938,43.3809,6.7493,50.0
2019-01-31,15714.7,680300.0,547456.5397,39.5517,6.1535,55.0
2019-02-28,16592.8,433409.0,578047.107,41.7618,6.4973,55.0
2019-03-31,18667.65,482578.0,650329.1233,64.6208,6.7247,55.0
2019-04-30,19789.5,572501.0,689411.2641,68.5042,7.1288,55.0
2019-05-31,21618.75,762108.0,753137.258,74.8364,7.7878,55.0
2019-06-30,21820.8,542325.0,760176.1193,75.5359,7.8606,55.0
2019-07-31,20164.25,485841.0,702466.5142,69.8015,7.2638,70.0
2019-08-31,18573.8,697099.0,647059.6497,64.2959,6.6909,70.0
2019-09-30,18888.15,643746.0,658010.7314,65.3841,6.8041,70.0
2019-10-31,19903.05,532306.0,693367.031,68.8973,7.1697,70.0
2019-11-30,20996.55,534699.0,757571.2294,72.6826,7.5636,70.0
2019-12-31,20363.95,341692.0,734746.5482,70.4928,7.3358,70.0
2020-01-31,23006.9,765979.0,830106.1612,79.6417,8.2878,70.0
2020-02-29,22670.95,893873.0,817984.8339,78.4788,8.1668,145.0
2020-03-31,17546.35,1813429.0,633085.4327,40.304,4.8072,145.0
2020-04-30,19767.9,1235937.0,713240.6184,45.4069,5.4159,145.0
2020-05-31,20857.3,1333048.0,752546.9853,47.9093,5.7143,145.0
2020-06-30,23051.05,1545611.0,831699.1262,52.9483,6.3154,145.0
2020-07-31,21711.15,1317273.0,783354.5319,49.8706,5.9483,145.0
2020-08-31,20283.0,1411295.0,731825.8117,46.5901,5.557,145.0
2020-09-30,20256.95,1453732.0,730885.9082,46.5303,5.5499,110.0
2020-10-31,21694.55,1694565.0,782755.6349,49.8324,5.9437,110.0
2020-11-30,24306.35,1605967.0,876991.3378,55.8317,6.6593,110.0
2020-12-31,24013.2,1399976.0,866414.2659,55.1584,6.579,110.0
2021-01-31,22773.35,1082618.0,821679.548,52.3104,6.2393,110.0
2021-02-28,26501.7,1687298.0,956201.2123,60.8745,7.2608,70.0
2021-03-31,29465.4,1280202.0,1063133.731,46.5091,6.9046,70.0
2021-04-30,27910.5,1416451.0,1007031.773,44.0548,6.5403,0.0
2021-05-31,27578.0,1104511.0,995034.9235,43.53,6.4624,0.0
2021-06-30,27504.6,905458.0,992386.5965,43.4141,6.4452,0.0
2021-07-31,28265.75,991726.0,1019849.403,44.6156,6.6235,60.0
2021-08-31,28287.9,1248202.0,1020648.591,44.6505,6.6287,60.0
2021-09-30,28901.55,1266464.0,1042789.542,45.6191,6.7725,60.0
2021-10-31,28635.25,737222.0,1033181.239,45.1988,6.7101,60.0
2021-11-30,26102.25,652204.0,941788.7045,41.2006,6.1165,60.0
2021-12-31,26987.45,627011.0,973727.3826,42.5979,6.324,60.0
2022-01-31,24267.1,778677.0,875575.1198,38.304,5.6865,60.0
2022-02-28,24414.7,874214.0,880900.6382,38.537,5.7211,45.0
2022-03-31,24032.6,1536684.0,867114.1844,37.1843,4.9662,45.0
2022-04-30,25921.5,624040.0,935267.1093,40.1069,5.3565,45.0
2022-05-31,22116.3,912563.0,797972.647,34.2193,4.5702,45.0
2022-06-30,19009.7,1174695.0,685884.1953,29.4127,3.9283,45.0
2022-07-31,20498.0,654303.0,739583.1725,31.7154,4.2358,90.0
2022-08-31,22073.1,694242.0,796413.9587,34.1525,4.5613,90.0
2022-09-30,21033.1,3728800.0,758889.9808,32.5434,4.3464,90.0
2022-10-31,22740.5,1402890.0,820494.2499,35.1851,4.6992,90.0
2022-11-30,23879.75,936354.0,861599.2421,36.9478,4.9346,90.0
2022-12-31,23289.45,712310.0,840300.7765,36.0345,4.8126,90.0
2023-01-31,23684.55,902891.0,854556.28,36.6458,4.8943,90.0
2023-02-28,26087.95,1579339.0,941272.7498,40.3645,5.3909,90.0
2023-03-31,26186.95,926932.0,944844.7438,74.3567,5.0699,90.0
2023-04-30,24334.45,527650.0,878005.1582,69.0966,4.7112,90.0
2023-05-31,25165.2,912932.0,907979.2396,71.4555,4.8721,90.0
2023-06-30,23886.45,1338417.0,861840.9831,67.8245,4.6245,110.0
2023-07-31,24108.4,880041.0,869849.1051,68.4548,4.6675,110.0
2023-08-31,23801.15,582011.0,858763.2953,67.5823,4.608,110.0
2023-09-30,25465.0,807544.0,918796.2478,72.3068,4.9301,110.0
2023-10-31,25655.05,463441.0,925653.394,72.8464,4.9669,110.0
2023-11-30,26741.75,466019.0,964862.3428,75.9321,5.1773,110.0
2023-12-31,28653.3,380313.0,1033832.497,81.3598,5.5474,110.0
2024-01-31,28556.25,715093.0,1030330.86,81.0842,5.5286,110.0
2024-02-29,25504.4,811266.0,920217.8293,72.4186,4.9377,105.0
2024-03-31,25682.85,629783.0,926656.4388,38.6802,4.476,105.0
2024-04-30,24444.85,811402.0,881988.4727,36.8156,4.2602,105.0
2024-05-31,24680.6,1380817.0,890494.5091,37.1707,4.3013,105.0
2024-06-30,27870.4,882878.0,1005584.879,41.9748,4.8572,105.0
2024-07-31,27740.45,977473.0,1000896.186,41.779,4.8346,105.0
2024-08-31,25482.0,1528246.0,919409.6205,38.3777,4.441,105.0
2024-09-30,26308.9,686398.0,949244.7911,39.623,4.5851,105.0
2024-10-31,25072.15,677066.0,904621.926,37.7604,4.3695,105.0
2024-11-30,26076.45,701734.0,940857.8212,39.2729,4.5446,105.0
2024-12-31,25694.2,707193.0,927065.9553,38.6972,4.4779,105.0
2025-01-31,27795.9,688182.0,1002896.863,41.8626,4.8442,105.0
2025-02-28,27284.0,671178.0,984427.1284,41.0916,4.755,105.0
2025-03-31,30502.95,744333.0,1100569.252,98.0235,5.11,105.0
2025-04-30,29710.0,648497.0,1071959.023,95.4753,4.9771,105.0
2025-05-31,29595.0,860020.0,1067809.737,95.1057,4.9579,105.0
2025-06-30,31030.0,1203908.0,1119585.61,99.7172,5.1982,105.0
2025-07-31,30810.0,593723.0,1111647.846,99.0102,5.1614,110.0
2025-08-31,29275.0,670604.0,1056263.898,94.0774,4.9042,110.0
2025-09-30,29265.0,802000.0,1055903.09,94.0452,4.9026,110.0
2025-10-31,28310.0,492647.0,1021445.976,90.9763,4.7426,110.0
2025-11-30,26400.0,416214.0,952531.7472,84.8384,4.4226,190.0
2025-12-31,26575.0,1071011.0,958845.8781,85.4007,4.4519,190.0
2026-01-31,26985.0,554690.0,973638.9848,86.7183,4.5206,190.0
2026-02-28,26075.0,644255.0,940805.5041,83.7939,4.3682,140.0
2026-03-31,25230.0,106814.0,910317.272,81.0785,4.2266,140.0
