TTLS IN Equity,price,volume,mc,pe,bm,div
2015-09-30,6.2,31864885.0,12120.552,,,0.0
2015-10-31,7.05,49761894.0,13782.2405,,,0.0
2015-11-30,6.7,24519987.0,13098.0158,,,0.0
2015-12-31,8.2,82411865.0,16030.4074,,,0.0
2016-01-31,6.7,27450701.0,13098.0158,,,0.0
2016-02-29,5.9,22931809.0,11534.0736,,,0.0
2016-03-31,6.6,25163925.0,12902.523,,,0.0
2016-04-30,6.8,26450257.0,13293.5086,,,0.0
2016-05-31,6.45,24250083.0,12609.2839,,,0.0
2016-06-30,6.9,39476153.0,13489.0014,,,0.0
2016-07-31,6.8,38491356.0,13293.5086,,,0.0
2016-08-31,6.35,31991223.0,12413.7911,,,0.0
2016-09-30,5.65,25148879.0,11045.3417,,,0.0
2016-10-31,7.2,94644161.0,14075.4797,,,0.0
2016-11-30,6.3,46242743.0,12316.0447,,,0.0
2016-12-31,6.0,32276994.0,11729.5664,,,0.0
2017-01-31,6.05,27670590.0,11827.3128,,,0.0
2017-02-28,8.0,140687062.0,15639.4219,,,0.0
2017-03-31,7.15,259741359.0,13977.7333,,,0.0
2017-04-30,8.25,53768488.0,16128.1538,,,0.0
2017-05-31,6.55,104884700.0,12804.7767,,,0.0
2017-06-30,6.85,46410504.0,13391.255,,,0.0
2017-07-31,7.85,110825640.0,15346.1827,,,0.0
2017-08-31,6.7,53881946.0,13098.0158,,,0.0
2017-09-30,5.95,46670641.0,11631.82,,,0.0
2017-10-31,8.25,167965112.0,16128.1538,,,0.0
2017-11-30,7.4,111299503.0,14466.4652,,,0.0
2017-12-31,7.05,31635886.0,13782.2405,,,0.0
2018-01-31,6.9,35775307.0,13489.0014,,,0.0
2018-02-28,6.2,19248476.0,12120.5519,,,0.0
2018-03-31,5.55,23248420.0,10849.8489,,,0.0
2018-04-30,5.65,24844441.0,11045.3417,,,0.0
2018-05-31,5.3,25388423.0,10361.117,,,0.0
2018-06-30,4.55,16286610.0,8894.9212,,,0.0
2018-07-31,4.95,31774972.0,9676.8922,,,0.0
2018-08-31,5.1,23367523.0,9970.1314,,,0.0
2018-09-30,4.3,15732082.0,8406.1892,,,0.0
2018-10-31,4.0,22617597.0,7819.7109,,,0.0
2018-11-30,4.05,16107560.0,7917.4573,,,0.0
2018-12-31,4.0,30847429.0,7819.7109,,,0.0
2019-01-31,3.6,16408484.0,7037.7398,,,0.0
2019-02-28,3.05,25851989.0,5962.5296,,,0.0
2019-03-31,3.05,19203851.0,5962.5296,,,0.0
2019-04-30,2.9,14669327.0,5669.2904,,,0.0
2019-05-31,4.1,33624389.0,8015.2037,,,0.0
2019-06-30,3.7,32030990.0,7233.2326,,,0.0
2019-07-31,2.95,17989961.0,5767.0368,,,0.0
2019-08-31,2.45,16055097.0,4789.5729,,,0.0
2019-09-30,2.8,13908753.0,5473.7976,,,0.0
2019-10-31,2.7,16342838.0,5278.3049,,,0.0
2019-11-30,2.75,29737446.0,5376.0512,,,0.0
2019-12-31,2.2,16500538.0,4300.841,,,0.0
2020-01-31,2.4,25033580.0,4691.8265,,,0.0
2020-02-29,2.65,80836008.0,5180.5585,,,0.0
2020-03-31,1.8,17503510.0,3518.8699,,,0.0
2020-04-30,2.5,19642651.0,4887.3193,,,0.0
2020-05-31,2.7,19342598.0,5278.3049,,,0.0
2020-06-30,3.95,93830108.0,7721.9645,,,0.0
2020-07-31,3.35,53560384.0,6549.0079,,,0.0
2020-08-31,3.55,40772222.0,6939.9934,,,0.0
2020-09-30,2.95,29864704.0,5767.0368,,,0.0
2020-10-31,7.45,95516467.0,14564.2116,,,0.0
2020-11-30,7.3,151455268.0,14270.9725,,,0.0
2020-12-31,7.95,70480329.0,15541.6755,,,0.0
2021-01-31,17.15,96244189.0,33527.0106,,,0.0
2021-02-28,15.75,101213862.0,30790.1118,,,0.0
2021-03-31,14.1,57577148.0,27564.481,,,0.0
2021-04-30,13.95,63905223.0,27271.2419,,,0.0
2021-05-31,15.6,55421100.0,30496.8727,,,0.0
2021-06-30,44.6,148385762.0,87189.7769,,,0.0
2021-07-31,37.95,114429607.0,74189.5072,,,0.0
2021-08-31,36.75,69336858.0,71843.594,,,0.0
2021-09-30,35.35,45851042.0,69106.6951,,,0.0
2021-10-31,52.6,150898317.0,102829.1984,,,0.0
2021-11-30,112.55,313495457.0,220027.1157,,,0.0
2021-12-31,206.35,130710130.0,403399.3365,,,0.0
2022-01-31,149.2,43842992.0,291675.2169,,,0.0
2022-02-28,117.6,65374517.0,229899.5007,,,0.0
2022-03-31,166.7,83196959.0,325886.4521,,,0.0
2022-04-30,139.7,167343611.0,273103.4035,,,0.0
2022-05-31,125.4,144926952.0,245147.937,,,0.0
2022-06-30,121.1,154748168.0,236741.7477,,,0.0
2022-07-31,107.7,78945871.0,210545.7161,,,0.0
2022-08-31,108.45,151269220.0,212011.912,,,0.0
2022-09-30,103.4,320568159.0,202139.527,,,0.0
2022-10-31,101.95,21484311.0,199304.8818,,,0.0
2022-11-30,102.05,23460863.0,199500.3745,,,0.0
2022-12-31,92.75,67835604.0,181319.5467,,,0.0
2023-01-31,79.25,35848122.0,154928.0224,,,0.0
2023-02-28,56.05,127250707.0,109573.6991,,,0.0
2023-03-31,55.45,59539490.0,108400.7425,,,0.0
2023-04-30,61.25,57746092.0,119739.3233,,,0.0
2023-05-31,61.45,60357991.0,120130.3088,,,0.0
2023-06-30,71.15,181315194.0,139093.1078,,,0.0
2023-07-31,79.1,203141456.0,154634.7832,,,0.0
2023-08-31,87.75,194676045.0,171544.908,,,0.0
2023-09-30,99.45,252031032.0,194417.5625,,,0.0
2023-10-31,86.05,93292442.0,168221.5309,,,0.0
2023-11-30,95.2,100385089.0,186109.1196,,,0.0
2023-12-31,91.65,135571186.0,179169.1262,,,0.0
2024-01-31,92.7,205817225.0,181221.8003,,,0.0
2024-02-29,87.45,277575081.0,170958.4297,,,0.0
2024-03-31,74.0,118454862.0,144664.6518,,,0.0
2024-04-30,82.25,131227707.0,160792.8055,,,0.0
2024-05-31,74.6,47765080.0,145837.6084,,,0.0
2024-06-30,77.73,113769202.0,151956.5322,,,0.0
2024-07-31,96.13,1278325095.0,187927.2024,,,0.0
2024-08-31,97.14,423941335.0,189901.6794,,,0.0
2024-09-30,84.5,143232725.0,165191.3929,,,0.0
2024-10-31,73.45,144258400.0,143589.4415,,,0.0
2024-11-30,78.74,237642830.0,153931.0092,,,0.0
2024-12-31,75.49,329528966.0,147577.4941,,,0.0
2025-01-31,71.79,214452844.0,140344.2615,,,0.0
2025-02-28,59.52,123709958.0,116357.2983,,,0.0
2025-03-31,56.29,130277307.0,110042.8818,,,0.0
2025-04-30,56.82,95671704.0,111078.9934,,,0.0
2025-05-31,72.91,700973218.0,142533.7806,,,0.0
2025-06-30,66.09,341856824.0,129201.1735,,,0.0
2025-07-31,59.15,19403877.0,115633.9751,,,0.0
2025-08-31,56.1,12233879.0,109671.4455,,,0.0
2025-09-30,55.02,29239886.0,107560.1235,,,0.0
2025-10-31,54.58,36415812.0,106699.9553,,,0.0
2025-11-30,51.84,32732187.0,101343.4534,,,0.0
2025-12-31,49.57,411274223.0,96905.7674,,,0.0
2026-01-31,45.66,80660084.0,89262.0,,,0.0
2026-02-28,41.59,42591668.0,81305.4442,,,0.0
2026-03-31,39.35,6277741.0,76926.4031,,,0.0
