BATA IN Equity,price,volume,mc,pe,bm,div
2002-07-31,16.79,4691030.0,1894.9044,47.6098,,0.3417
2002-08-31,16.95,715370.0,1912.9021,48.062,,0.3417
2002-09-30,15.92,334353.0,1797.2024,45.155,,0.3417
2002-10-31,14.81,473722.0,1671.2183,41.9897,,0.3417
2002-11-30,16.1,659378.0,1817.7712,45.6718,,0.3417
2002-12-31,15.4,885573.0,1738.067,43.6047,0.5641,0.3417
2003-01-31,14.19,566789.0,1601.7984,,0.5199,0.3417
2003-02-28,13.58,394948.0,1532.3786,,0.4973,0.3417
2003-03-31,11.91,537771.0,1344.6879,,0.4364,0.3417
2003-04-30,12.16,456210.0,1372.9701,,0.4456,0.3417
2003-05-31,17.15,2824149.0,1936.0421,,0.6283,0.3417
2003-06-30,20.07,4976986.0,2265.1435,,0.7351,0.3417
2003-07-31,19.0,3752070.0,2144.3016,,0.6959,0.0
2003-08-31,17.18,2347918.0,1938.6132,,0.6292,0.0
2003-09-30,20.18,11815992.0,2277.999,,0.7393,0.0
2003-10-31,18.45,5673909.0,2082.5951,,0.6759,0.0
2003-11-30,26.95,24717938.0,3041.6172,,0.9872,0.0
2003-12-31,30.21,12505944.0,3409.2852,,1.2216,0.0
2004-01-31,23.49,4219474.0,2650.8093,,0.9498,0.0
2004-02-29,25.01,3633549.0,2823.0733,,1.0115,0.0
2004-03-31,24.21,2246031.0,2733.0846,,0.9793,0.0
2004-04-30,32.76,13548795.0,3697.249,,1.3248,0.0
2004-05-31,23.03,4165118.0,2599.3872,,0.9314,0.0
2004-06-30,23.03,2194212.0,2599.3872,,0.9314,0.0
2004-07-31,25.33,2746484.0,2859.0688,,1.0244,0.0
2004-08-31,33.71,11001653.0,3805.2354,,1.3635,0.0
2004-09-30,34.58,11057155.0,3902.9374,,1.3985,0.0
2004-10-31,31.75,2694348.0,3584.1204,,1.2842,0.0
2004-11-30,35.03,7273910.0,3954.3595,,1.4169,0.0
2004-12-31,42.07,12475557.0,4748.8309,,2.5659,0.0
2005-01-31,40.41,10028726.0,4561.1403,,2.4645,0.0
2005-02-28,39.0,29171828.0,4401.7318,,2.3784,0.0
2005-03-31,37.59,80352203.0,4242.3233,,2.2922,0.0
2005-04-30,42.18,51213211.0,4337.4541,,2.5721,0.0
2005-05-31,41.7,12558810.0,4288.6031,,2.5431,0.0
2005-06-30,41.2,17946582.0,4650.2686,,2.5126,0.0
2005-07-31,60.3,72718572.0,7749.9127,,3.6775,0.0
2005-08-31,73.38,69574744.0,9430.3456,,4.4749,0.0
2005-09-30,71.78,52681094.0,9224.7095,,4.3773,0.0
2005-10-31,75.2,22626858.0,9664.8994,,4.5862,0.0
2005-11-30,89.48,46342422.0,11499.5595,,5.4568,0.0
2005-12-31,89.9,49510242.0,11554.1816,111.6545,4.4511,0.0
2006-01-31,91.25,38493312.0,11727.6871,113.3312,4.5179,0.0
2006-02-28,97.88,45114822.0,12579.1493,121.5594,4.8459,0.0
2006-03-31,120.2,83785296.0,15448.4163,149.2867,5.9513,0.0
2006-04-30,136.35,56116806.0,17186.6845,169.3448,6.7509,0.0
2006-05-31,116.1,77375028.0,14921.4737,144.1946,5.7483,0.0
2006-06-30,88.63,62655270.0,11390.7588,110.071,4.388,0.0
2006-07-31,86.48,28823554.0,11114.4245,107.4007,4.2815,0.0
2006-08-31,101.2,44808110.0,13006.9934,125.689,5.0106,0.0
2006-09-30,111.4,38034782.0,14317.975,138.3572,5.5156,0.0
2006-10-31,106.48,31603950.0,13684.9765,132.2405,5.2717,0.0
2006-11-30,97.5,22154456.0,12531.4413,121.0936,4.8274,0.0
2006-12-31,101.45,23110224.0,13039.1253,47.6191,6.6071,0.0
2007-01-31,110.68,29636106.0,14224.7925,51.9492,7.2079,0.0
2007-02-28,78.03,20828838.0,10028.3662,36.6238,5.0815,0.0
2007-03-31,68.95,18228954.0,8861.9782,32.3641,4.4905,0.0
2007-04-30,81.25,16686968.0,10442.8678,38.1375,5.2915,0.0
2007-05-31,85.25,26432728.0,10956.9782,40.0151,5.5521,0.0
2007-06-30,84.7,27275000.0,10886.288,39.7569,5.5162,0.0
2007-07-31,81.58,20713690.0,10484.6392,38.2901,5.3127,0.0
2007-08-31,79.3,10879592.0,10192.2389,37.2222,5.1646,0.0
2007-09-30,94.13,20991236.0,12097.698,44.1809,6.1301,0.0
2007-10-31,121.33,45891544.0,15593.6596,56.9482,7.9015,0.0
2007-11-30,113.33,16825990.0,14565.4356,53.1931,7.3805,0.0
2007-12-31,143.38,25963014.0,18427.702,45.3748,7.1083,0.0
2008-01-31,83.2,17960326.0,10693.5296,26.3308,4.1249,0.0
2008-02-29,83.48,9054066.0,10728.8748,26.4179,4.1386,0.0
2008-03-31,71.08,11771332.0,9135.1276,22.4936,3.5238,0.0
2008-04-30,91.48,26020388.0,11757.0988,28.9497,4.5352,0.0
2008-05-31,82.18,9467484.0,10561.7884,26.0064,4.0741,0.75
2008-06-30,73.1,10129304.0,9395.3968,23.1344,3.6242,0.75
2008-07-31,74.4,16803604.0,9562.4832,23.5458,3.6886,0.75
2008-08-31,83.63,16557454.0,10748.154,26.4653,4.146,0.75
2008-09-30,65.8,5755184.0,8457.1424,20.8241,3.2623,0.75
2008-10-31,52.18,6406802.0,6705.9484,16.5122,2.5867,0.75
2008-11-30,41.98,4061348.0,5394.9628,13.2841,2.0811,0.75
2008-12-31,53.68,4789142.0,6898.7404,11.6816,2.3202,0.75
2009-01-31,44.15,7556870.0,5674.5112,9.6086,1.9084,0.75
2009-02-28,41.53,8068512.0,5337.1252,9.0373,1.795,0.75
2009-03-31,51.98,12660030.0,6680.2428,11.3116,2.2467,0.75
2009-04-30,62.18,16014534.0,7991.2284,13.5315,2.6876,0.75
2009-05-31,74.35,14916356.0,9556.0568,16.1812,3.2139,1.25
2009-06-30,73.2,20514194.0,9408.2496,15.9309,3.1642,1.25
2009-07-31,83.85,9549354.0,10777.0728,18.2487,3.6245,1.25
2009-08-31,84.7,5889970.0,10886.3216,18.4337,3.6613,1.25
2009-09-30,93.93,24373860.0,12071.9924,20.4414,4.06,1.25
2009-10-31,85.1,13691042.0,10937.7328,18.5208,3.6786,1.25
2009-11-30,90.48,7900108.0,11628.5708,19.6906,3.9109,1.25
2009-12-31,98.55,14079166.0,12666.4344,20.2361,3.7718,1.25
2010-01-31,91.0,15759568.0,11696.048,18.6858,3.4829,1.25
2010-02-28,117.35,24840364.0,15082.7608,24.0965,4.4914,1.25
2010-03-31,114.05,36480060.0,14658.6184,23.4189,4.3651,1.25
2010-04-30,137.82,32798230.0,17714.3716,28.3008,5.275,1.25
2010-05-31,130.07,16370598.0,16718.2796,26.7094,4.9784,1.5
2010-06-30,136.15,20740686.0,17499.0872,27.9569,5.2109,1.5
2010-07-31,143.03,19469102.0,18382.7172,29.3686,5.474,1.5
2010-08-31,155.82,25873578.0,20027.8756,31.9969,5.9639,1.5
2010-09-30,167.08,20226888.0,21473.8156,34.307,6.3945,1.5
2010-10-31,168.08,16022224.0,21602.3436,34.5123,6.4328,1.5
2010-11-30,170.13,24089558.0,21865.826,34.9333,6.5112,1.5
2010-12-31,181.1,9037094.0,23276.4208,26.3418,5.926,1.5
2011-01-31,157.8,31456992.0,20281.7184,22.9527,5.1636,1.5
2011-02-28,171.7,18428026.0,22068.2576,24.9745,5.6184,1.5
2011-03-31,195.6,14330660.0,25140.0768,28.4509,6.4005,1.5
2011-04-30,213.88,22743774.0,27488.926,31.1091,6.9985,1.5
2011-05-31,242.93,22696322.0,31222.6644,35.3345,7.949,1.5
2011-06-30,306.0,56415422.0,39329.568,44.5091,10.013,2.0
2011-07-31,329.58,46429714.0,42359.6156,47.9382,10.7844,2.0
2011-08-31,347.1,38719328.0,44612.0688,50.4873,11.3579,2.0
2011-09-30,324.68,39263326.0,41729.8284,47.2255,10.6241,2.0
2011-10-31,362.28,19284052.0,46562.4812,52.6945,11.8544,2.0
2011-11-30,308.95,14151450.0,39708.7256,44.9382,10.1095,2.0
2011-12-31,265.02,31884006.0,34063.1332,13.1591,5.9495,2.0
2012-01-31,343.7,34466932.0,44175.0736,17.0655,7.7156,2.0
2012-02-29,349.93,22888286.0,44975.1604,17.3746,7.8554,2.0
2012-03-31,384.3,22710986.0,49393.1579,19.0814,8.6271,2.0
2012-04-30,439.18,24112884.0,56446.1101,21.8061,9.8589,2.0
2012-05-31,439.0,17403808.0,56423.6178,21.7974,9.855,3.0
2012-06-30,433.15,29172022.0,55671.7313,21.507,9.7237,3.0
2012-07-31,444.93,15686242.0,57185.1438,22.0916,9.988,3.0
2012-08-31,444.25,12164032.0,57098.3877,22.0581,9.9729,3.0
2012-09-30,488.65,12570748.0,62805.0133,24.2627,10.9696,3.0
2012-10-31,427.1,12976738.0,54894.1393,21.2066,9.5879,3.0
2012-11-30,460.5,12031270.0,59186.9613,22.8649,10.3377,3.0
2012-12-31,433.48,8704794.0,55713.5028,32.373,7.97,3.0
2013-01-31,393.65,10970548.0,50594.891,29.3988,7.2377,3.0
2013-02-28,373.78,10893932.0,48040.4049,27.9145,6.8723,3.0
2013-03-31,359.18,8103116.0,46163.9019,26.8241,6.6039,3.0
2013-04-30,373.0,8910156.0,47940.796,27.8566,6.8581,3.0
2013-05-31,401.2,9723974.0,51565.2744,29.9627,7.3766,3.0
2013-06-30,417.58,22431562.0,53669.8884,31.1856,7.6776,3.0
2013-07-31,481.45,13835872.0,61879.5852,35.9559,8.8521,3.0
2013-08-31,409.33,12575118.0,52609.5362,30.5695,7.5259,3.0
2013-09-30,428.28,10242502.0,55045.1331,31.9847,7.8744,3.0
2013-10-31,457.0,12876340.0,58737.0867,34.1299,8.4025,3.0
2013-11-30,534.17,13418892.0,68656.1998,39.8936,9.8215,3.0
2013-12-31,526.88,8484122.0,67717.9488,35.4679,8.0629,3.0
2014-01-31,475.53,7809080.0,61118.0595,32.0111,7.2771,3.0
2014-02-28,530.33,6818694.0,68161.3688,35.7001,8.1157,3.0
2014-03-31,570.35,6852828.0,73305.6796,42.4368,8.623,3.0
2014-04-30,534.08,4930052.0,68643.3471,39.7377,,3.0
2014-05-31,578.8,9419528.0,74391.7414,43.0655,,3.25
2014-06-30,641.28,6664954.0,82421.5036,47.7139,,3.25
2014-07-31,623.55,7462460.0,80143.3489,46.3951,,3.25
2014-08-31,639.0,6113654.0,82129.0994,47.5446,,3.25
2014-09-30,662.28,6974690.0,85120.582,49.2764,,3.25
2014-10-31,636.55,6293166.0,81814.2069,47.3624,,3.25
2014-11-30,625.55,6570608.0,80400.404,46.5439,,3.25
2014-12-31,653.42,8095356.0,83983.1092,48.6179,,3.25
2015-01-31,711.53,8746868.0,91450.5634,52.9409,,3.25
2015-02-28,641.17,9886464.0,82408.9403,47.7065,,3.25
2015-03-31,545.42,10539530.0,70102.1347,40.0651,6.8648,3.25
2015-04-30,509.6,11258258.0,65497.6355,,6.4139,3.25
2015-05-31,535.47,12305192.0,68823.2816,,6.7395,3.25
2015-06-30,528.85,10262440.0,67971.7866,,6.6562,3.25
2015-07-31,600.2,9792444.0,77142.2308,,7.5542,3.25
2015-08-31,536.3,10103014.0,68929.3208,,6.7499,3.25
2015-09-30,539.13,8820518.0,69292.4111,,6.7855,3.25
2015-10-31,502.95,7959062.0,64642.9273,,6.3302,3.25
2015-11-30,499.5,11611257.0,64199.5073,,6.2868,3.25
2015-12-31,521.95,12392413.0,67084.9506,,6.5693,3.25
2016-01-31,476.4,8614561.0,61230.5211,,5.996,3.25
2016-02-29,455.65,9255926.0,58563.5746,,5.7349,3.25
2016-03-31,508.6,6494712.0,65369.1079,30.0769,5.3541,3.25
2016-04-30,584.2,10265534.0,75085.7901,34.5476,6.1499,3.25
2016-05-31,572.4,12069981.0,73569.1651,33.8498,6.0257,3.25
2016-06-30,545.85,6951524.0,70156.7589,32.2797,5.7462,3.25
2016-07-31,605.45,9551771.0,77817.0004,35.8043,6.3736,3.5
2016-08-31,534.45,17267803.0,68691.5449,31.6056,5.6262,3.5
2016-09-30,490.3,11965304.0,63017.0539,28.9947,5.1614,3.5
2016-10-31,481.6,7918362.0,61898.8643,28.4802,5.0698,3.5
2016-11-30,415.85,11485090.0,53448.1784,24.592,4.3777,3.5
2016-12-31,450.4,11299149.0,57888.805,26.6351,4.7414,3.5
2017-01-31,479.45,8132224.0,61622.5301,28.353,5.0472,3.5
2017-02-28,508.55,12522787.0,65362.6815,30.0739,5.3535,3.5
2017-03-31,567.95,13573152.0,72997.2175,45.9135,5.512,3.5
2017-04-30,583.0,8600480.0,74931.5571,47.1302,5.6581,3.5
2017-05-31,545.2,12320264.0,70073.216,44.0744,5.2912,3.5
2017-06-30,537.25,7650169.0,69051.422,43.4317,5.2141,3.5
2017-07-31,588.15,16297297.0,75593.4739,47.5465,5.7081,3.5
2017-08-31,680.85,31040362.0,87507.977,55.0404,6.6078,3.5
2017-09-30,689.95,14214753.0,88677.5777,55.7761,6.6961,3.5
2017-10-31,811.1,18586282.0,104248.6894,65.5699,7.8718,3.5
2017-11-30,734.25,22089023.0,94371.3455,59.3573,7.126,3.5
2017-12-31,747.3,13887914.0,96048.6299,60.4123,7.2527,3.5
2018-01-31,705.95,13304071.0,90734.0162,57.0695,6.8514,3.5
2018-02-28,729.95,10890160.0,93818.6778,59.0097,7.0843,3.5
2018-03-31,729.95,11043898.0,93818.6778,42.5379,6.3619,3.5
2018-04-30,802.6,17029996.0,103156.2036,46.7716,6.9951,3.5
2018-05-31,779.5,16916854.0,100187.2174,45.4254,6.7938,3.5
2018-06-30,859.4,26785653.0,110456.5679,50.0816,7.4901,3.5
2018-07-31,908.9,30205264.0,116818.6811,52.9662,7.9216,4.0
2018-08-31,1082.4,26857645.0,139118.2093,63.0769,9.4337,4.0
2018-09-30,970.3,18000748.0,124710.2721,56.5443,8.4567,4.0
2018-10-31,974.5,26803831.0,125250.0877,56.789,8.4933,4.0
2018-11-30,1043.3,22320935.0,134092.7825,60.7984,9.0929,4.0
2018-12-31,1134.3,21934202.0,145788.7886,66.1014,9.8861,4.0
2019-01-31,1118.6,13974887.0,143770.9062,65.1865,9.7492,4.0
2019-02-28,1288.8,29046269.0,165646.2936,75.1049,11.2326,4.0
2019-03-31,1405.05,18318366.0,180587.6201,54.8848,10.3676,4.0
2019-04-30,1454.0,12273658.0,186879.0432,56.7969,10.7288,4.0
2019-05-31,1324.9,20571912.0,170286.1377,51.7539,9.7762,4.0
2019-06-30,1446.45,15759593.0,185908.6602,56.502,10.6731,4.0
2019-07-31,1307.55,15667038.0,168056.1849,51.0762,9.6482,6.25
2019-08-31,1541.85,19279936.0,198170.1875,60.2285,11.377,6.25
2019-09-30,1722.2,11993221.0,221350.1294,67.2734,12.7078,6.25
2019-10-31,1806.9,11883147.0,232236.412,70.582,13.3328,6.25
2019-11-30,1629.05,14238392.0,209377.789,63.6348,12.0205,6.25
2019-12-31,1751.55,12864094.0,225122.4127,68.4199,12.9244,6.25
2020-01-31,1801.85,10157721.0,231587.3479,70.3848,13.2955,6.25
2020-02-29,1650.65,13141132.0,212153.9839,64.4785,12.1798,6.25
2020-03-31,1231.1,21440627.0,158230.2545,48.1086,8.3546,6.25
2020-04-30,1365.15,26551952.0,175459.3712,53.347,9.2643,6.25
2020-05-31,1325.6,22961224.0,170376.107,51.8015,8.9959,6.25
2020-06-30,1306.2,22525928.0,167882.6727,51.0434,8.8643,6.25
2020-07-31,1268.05,27482579.0,162979.3471,49.5526,8.6054,4.0
2020-08-31,1299.05,26957100.0,166963.7008,50.764,8.8157,4.0
2020-09-30,1318.35,22465684.0,169444.2824,51.5182,8.9467,4.0
2020-10-31,1312.0,15232908.0,168628.1312,51.27,8.9036,4.0
2020-11-30,1572.9,20778109.0,202160.9661,61.4654,10.6742,4.0
2020-12-31,1579.65,15284451.0,203028.527,61.7292,10.72,4.0
2021-01-31,1501.3,16635417.0,192958.3943,58.6674,10.1883,4.0
2021-02-28,1438.2,17861934.0,184848.3066,56.2016,9.76,4.0
2021-03-31,1406.2,11106020.0,180735.4253,54.875,10.2802,4.0
2021-04-30,1369.55,12751247.0,176024.891,,10.0123,4.0
2021-05-31,1547.45,14032448.0,198889.9402,,11.3128,4.0
2021-06-30,1596.75,14232440.0,205226.3479,,11.6732,4.0
2021-07-31,1619.2,10591376.0,208111.7928,,11.8374,4.0
2021-08-31,1771.8,19013815.0,227725.0954,,12.953,4.0
2021-09-30,1778.15,9612816.0,228541.2453,,12.9994,4.0
2021-10-31,1979.45,15709855.0,254413.8391,,14.471,4.0
2021-11-30,1878.2,12386537.0,241400.4256,,13.7308,4.0
2021-12-31,1871.65,10072375.0,240558.5702,,13.6829,4.0
2022-01-31,2064.05,12890866.0,265287.2689,,15.0895,4.0
2022-02-28,1813.5,8623029.0,233084.6938,,13.2578,4.0
2022-03-31,1961.4,7908387.0,252093.917,244.8689,13.8921,4.0
2022-04-30,1948.65,6436075.0,250455.1908,243.2772,13.8018,4.0
2022-05-31,1877.3,6852131.0,241284.7508,234.3695,13.2965,4.0
2022-06-30,1668.7,10770480.0,214473.906,208.3271,11.819,4.0
2022-07-31,1961.65,6340405.0,252126.0488,244.9001,13.8939,4.0
2022-08-31,1941.25,10253646.0,249504.087,242.3533,13.7494,54.5
2022-09-30,1821.5,7706313.0,234112.9141,227.4032,12.9013,54.5
2022-10-31,1828.35,5332696.0,234993.3278,228.2584,12.9498,54.5
2022-11-30,1717.85,7289462.0,220791.0346,214.4632,12.1671,54.5
2022-12-31,1649.15,8241197.0,211961.1926,205.8864,11.6805,54.5
2023-01-31,1529.35,5423096.0,196563.5933,190.9301,10.832,54.5
2023-02-28,1411.15,6920104.0,181371.6381,176.1735,9.9948,54.5
2023-03-31,1418.35,7328449.0,182297.0364,56.4405,12.6795,54.5
2023-04-30,1474.65,7778993.0,189533.1369,58.6809,13.1828,54.5
2023-05-31,1584.15,6914896.0,203606.9025,63.0382,14.1616,54.5
2023-06-30,1675.5,5621844.0,215347.8933,66.6733,14.9783,54.5
2023-07-31,1736.4,6388562.0,223175.2205,69.0967,15.5227,54.5
2023-08-31,1688.2,10493702.0,216980.193,67.1787,15.0918,13.5
2023-09-30,1608.4,5699139.0,206723.6953,64.0032,14.3784,13.5
2023-10-31,1566.05,2785887.0,201280.554,62.3179,13.9998,13.5
2023-11-30,1617.85,4293031.0,207938.2806,64.3792,14.4629,13.5
2023-12-31,1651.4,6293163.0,212250.3796,65.7143,14.7628,13.5
2024-01-31,1488.45,7278350.0,191306.8169,59.23,13.3061,13.5
2024-02-29,1409.55,9577112.0,181165.994,56.0903,12.6008,13.5
2024-03-31,1364.2,8080048.0,175337.2701,66.8071,11.4833,13.5
2024-04-30,1369.15,11812334.0,175973.4814,67.0495,11.5249,13.5
2024-05-31,1365.45,10266968.0,175497.9295,66.8683,11.4938,13.5
2024-06-30,1513.75,12285680.0,194558.5637,74.1308,12.7421,13.5
2024-07-31,1596.3,10648467.0,205168.5121,78.1734,13.437,12.0
2024-08-31,1452.65,9121946.0,186705.531,71.1386,12.2278,22.0
2024-09-30,1439.7,5590726.0,185041.0993,70.5044,12.1188,22.0
2024-10-31,1355.65,6600981.0,174238.3596,66.3883,11.4113,22.0
2024-11-30,1410.85,5834906.0,181333.0798,69.0916,11.876,22.0
2024-12-31,1374.9,5983925.0,176712.5147,67.331,11.5733,22.0
2025-01-31,1296.8,5088814.0,166674.5139,63.5064,10.9159,22.0
2025-02-28,1221.1,7628648.0,156944.9791,59.7992,10.2787,22.0
2025-03-31,1219.9,2511838.0,156790.746,47.4116,9.9558,22.0
2025-04-30,1208.4,2591439.0,155312.6793,46.9646,9.862,22.0
2025-05-31,1263.8,3749125.0,162433.1051,49.1178,10.3141,22.0
2025-06-30,1221.2,2030511.0,156957.8318,47.4621,9.9664,22.0
2025-07-31,1191.3,3024989.0,153114.8584,46.3,9.7224,10.0
2025-08-31,1098.1,5332981.0,141136.0917,42.6778,8.9618,9.0
2025-09-30,1165.0,7505329.0,149734.5841,45.2779,9.5078,9.0
2025-10-31,1070.6,6084450.0,137601.5843,41.609,8.7374,9.0
2025-11-30,999.2,1980396.0,128424.718,38.834,8.1546,9.0
2025-12-31,943.0,2857806.0,121201.4702,36.6498,7.696,9.0
2026-01-31,860.1,1811895.0,110546.5372,33.4279,7.0194,9.0
2026-02-28,789.0,4736035.0,101408.2291,30.6646,6.4392,9.0
2026-03-31,744.0,740551.0,95624.4898,28.9157,6.0719,9.0
