TRENT IN Equity,price,volume,mc,pe,bm,div
2000-01-31,10.76,21521506.0,1534.806,,,0.4138
2000-02-29,9.54,8422683.0,1360.9925,,,0.4138
2000-03-31,8.23,9574861.0,1174.061,,,0.4138
2000-04-30,7.16,7587832.0,1021.8922,,,1.1034
2000-05-31,7.49,5334395.0,1068.4611,,,1.1034
2000-06-30,7.0,5871604.0,998.2798,,,1.1034
2000-07-31,6.68,8012011.0,953.6786,,,1.1034
2000-08-31,6.35,3944270.0,906.4538,,,1.1034
2000-09-30,6.05,4192635.0,862.4953,,,1.1034
2000-10-31,5.92,2331001.0,844.7863,,,1.1034
2000-11-30,7.59,5948994.0,1082.8744,,,1.1034
2000-12-31,7.59,14636420.0,1082.8744,,,1.1034
2001-01-31,7.63,18354392.0,1088.7774,,,1.1034
2001-02-28,8.09,30410739.0,1153.7105,,,1.1034
2001-03-31,6.34,8517420.0,904.4723,,,1.1034
2001-04-30,6.21,1696054.0,885.4515,,,1.1034
2001-05-31,6.65,3768032.0,948.4169,,,1.1034
2001-06-30,5.95,2054817.0,848.7216,,,0.0
2001-07-31,5.52,872002.0,787.068,,,0.5517
2001-08-31,5.66,458807.0,808.0565,,,0.5517
2001-09-30,5.82,1099540.0,830.3567,,,0.5517
2001-10-31,5.82,691946.0,830.3567,,,0.5517
2001-11-30,6.68,2035023.0,953.664,,,0.5517
2001-12-31,6.52,1407166.0,930.7079,,,0.5517
2002-01-31,6.25,912992.0,892.0104,,,0.5517
2002-02-28,6.52,2335275.0,930.7079,,,0.5517
2002-03-31,11.36,36808720.0,1620.7042,,,0.5517
2002-04-30,15.85,47408884.0,2260.8528,,,0.0
2002-05-31,14.66,7535346.0,2091.6332,,,0.9195
2002-06-30,13.95,2253393.0,1990.6261,,,0.9195
2002-07-31,12.0,2453221.0,1711.8729,,,0.9195
2002-08-31,13.3,2343530.0,1897.4897,,,0.9195
2002-09-30,14.59,3314456.0,2081.7948,,,0.9195
2002-10-31,15.22,759592.0,2171.6518,,,0.9195
2002-11-30,13.42,356120.0,1914.5429,,,0.9195
2002-12-31,15.65,1387917.0,2231.9936,,,0.9195
2003-01-31,14.02,3518057.0,1999.8086,,,0.9195
2003-02-28,15.11,968446.0,2155.9104,,,0.9195
2003-03-31,13.99,1598119.0,1996.5291,,,0.9195
2003-04-30,13.62,409780.0,1943.402,,,0.9195
2003-05-31,15.02,1259520.0,2143.4485,,,0.9195
2003-06-30,17.57,2868341.0,2506.1556,,,0.9195
2003-07-31,19.94,2652537.0,2845.2508,,,0.0
2003-08-31,18.87,1998710.0,2691.7725,,,0.5057
2003-09-30,19.27,1124217.0,2749.4908,,,0.5057
2003-10-31,21.15,3678145.0,3017.0939,,,0.5057
2003-11-30,22.3,1983701.0,3181.7223,,,0.5057
2003-12-31,25.47,3875820.0,3634.2864,,,0.5057
2004-01-31,21.25,1707669.0,3032.1794,,,0.5057
2004-02-29,20.57,1189307.0,2934.4518,,,0.5057
2004-03-31,18.8,1690975.0,2682.5901,,,0.5057
2004-04-30,25.87,2766861.0,3690.693,,,0.5057
2004-05-31,21.92,1577956.0,3126.6276,,,0.5057
2004-06-30,24.51,1239052.0,3496.5495,,,0.5057
2004-07-31,26.6,1078496.0,3794.3236,,,0.5057
2004-08-31,31.91,1986812.0,4552.5324,,,0.5057
2004-09-30,30.28,3052148.0,4320.3474,,,0.5057
2004-10-31,31.36,2557496.0,4474.4815,,,0.5057
2004-11-30,51.74,11611907.0,7381.3859,,,0.5057
2004-12-31,53.92,8479377.0,7692.9337,,,0.5057
2005-01-31,52.54,6426387.0,7494.8549,,,0.5057
2005-02-28,52.91,3610162.0,7547.982,,,0.5057
2005-03-31,48.94,20407697.0,6981.293,,,0.5057
2005-04-30,52.37,4044818.0,7275.1317,,,1.1034
2005-05-31,64.22,15892864.0,8921.4156,,,1.1034
2005-06-30,62.05,11045447.0,8844.8944,,,1.1034
2005-07-31,63.45,4667186.0,9695.4817,,,1.1034
2005-08-31,86.06,9446834.0,13150.2185,,,1.1034
2005-09-30,83.39,3915913.0,12741.9117,,,1.1034
2005-10-31,71.32,3211577.0,10897.3175,,,1.1034
2005-11-30,82.07,2712868.0,12540.6439,,,1.1034
2005-12-31,85.55,2504128.0,13072.3084,,,1.1034
2006-01-31,86.43,4458298.0,13205.7655,,,1.1034
2006-02-28,84.04,2957012.0,12841.4635,,,1.1034
2006-03-31,86.38,5080409.0,13199.273,,,1.1034
2006-04-30,80.69,2581937.0,12112.8596,,,1.1034
2006-05-31,83.32,9564675.0,12731.8123,,,1.1034
2006-06-30,66.62,5241555.0,10178.813,,,0.0
2006-07-31,65.36,1337599.0,9986.9233,,,0.0
2006-08-31,78.87,2007240.0,12050.8201,,,0.6138
2006-09-30,83.49,1129812.0,12757.0609,,,0.6138
2006-10-31,80.25,2106336.0,12261.466,,,0.6138
2006-11-30,84.16,2835898.0,12859.4983,,,0.6138
2006-12-31,83.63,1721475.0,12777.9812,,,0.6138
2007-01-31,76.6,3048567.0,12311.2868,,,0.6138
2007-02-28,69.02,4053993.0,11521.0719,,,0.6138
2007-03-31,64.53,3507615.0,10770.8625,,,0.6138
2007-04-30,68.17,2599167.0,11379.2256,,,0.6138
2007-05-31,70.97,4570147.0,13421.5401,,,0.661
2007-06-30,71.66,2157280.0,13553.9304,,,0.661
2007-07-31,69.27,3193780.0,13094.3154,,,0.661
2007-08-31,67.71,11237330.0,12803.2842,,,0.661
2007-09-30,56.62,9355580.0,10706.276,,,0.661
2007-10-31,50.79,24049620.0,9901.0023,,,0.661
2007-11-30,52.65,7866760.0,10263.5907,,,0.661
2007-12-31,78.32,17484630.0,15267.7004,,,0.661
2008-01-31,59.73,6497040.0,11643.7659,,,0.661
2008-02-29,56.86,2914240.0,11099.0723,,,0.661
2008-03-31,52.1,2636720.0,10169.9202,,,0.661
2008-04-30,52.78,1089560.0,10309.5179,,,0.661
2008-05-31,51.65,2113030.0,10089.7716,,,0.661
2008-06-30,47.23,1028250.0,9224.4597,,,0.661
2008-07-31,47.8,4845900.0,9336.7745,,,0.7
2008-08-31,51.2,7924800.0,10000.8965,,,0.7
2008-09-30,44.57,1683520.0,8705.8585,,,0.7
2008-10-31,30.26,5652450.0,5909.7094,,,0.7
2008-11-30,25.82,2786860.0,5042.4442,,,0.7
2008-12-31,32.42,4585170.0,6331.6223,,,0.7
2009-01-31,31.5,7594060.0,6152.8953,,,0.7
2009-02-28,30.7,3328490.0,5995.6546,,,0.7
2009-03-31,33.13,3435410.0,6470.3066,,,0.7
2009-04-30,32.01,669070.0,6251.537,,,0.7
2009-05-31,50.94,1453070.0,9949.134,,,0.7
2009-06-30,48.59,3439330.0,9490.1085,,,0.7
2009-07-31,51.24,2482710.0,10008.7097,,,0.55
2009-08-31,56.26,2219930.0,10989.2663,,,0.55
2009-09-30,63.4,3734400.0,12382.9459,,,0.55
2009-10-31,66.35,2499730.0,12960.1461,,,0.55
2009-11-30,82.1,7087940.0,16037.5704,,,0.55
2009-12-31,90.43,3882230.0,17663.6928,,,0.55
2010-01-31,79.77,4613060.0,15581.4749,,,0.55
2010-02-28,80.02,1611970.0,15629.3307,,,0.55
2010-03-31,80.36,10382750.0,16101.1276,,,0.55
2010-04-30,81.38,2889390.0,16304.4829,,,0.55
2010-05-31,80.68,2459260.0,16164.2379,,,0.55
2010-06-30,90.91,3534130.0,18212.8166,,,0.55
2010-07-31,91.48,20389130.0,18348.0521,,,0.55
2010-08-31,102.54,62395890.0,20565.3424,,,0.65
2010-09-30,105.17,26512270.0,21093.8405,,,0.65
2010-10-31,101.49,11665660.0,20355.7478,,,0.65
2010-11-30,90.01,4997530.0,18053.2157,,,0.65
2010-12-31,96.38,12159190.0,19329.8374,,,0.65
2011-01-31,84.55,3087200.0,16958.109,,,0.65
2011-02-28,82.91,5043370.0,16628.173,,,0.65
2011-03-31,98.27,10648300.0,19708.9128,,,0.65
2011-04-30,100.17,3361590.0,20090.9968,,,0.65
2011-05-31,102.18,3699860.0,20493.1376,,,0.65
2011-06-30,114.56,7892000.0,22977.1847,,,0.65
2011-07-31,121.09,9884640.0,24286.9002,,,0.75
2011-08-31,111.47,3973200.0,22356.4236,,,0.75
2011-09-30,109.97,5573740.0,26951.7768,,,0.75
2011-10-31,108.86,1601450.0,26678.5123,,,0.75
2011-11-30,99.95,8009630.0,24494.8212,,,0.75
2011-12-31,85.06,2126310.0,20846.7606,,,0.75
2012-01-31,87.6,5038380.0,21469.2715,,,0.75
2012-02-29,94.72,6598320.0,23213.0371,,,0.75
2012-03-31,95.2,10183420.0,25940.1618,,,0.75
2012-04-30,91.93,15270840.0,25049.1031,,,0.75
2012-05-31,91.88,3820480.0,25035.4784,,,0.75
2012-06-30,98.12,1302880.0,26737.2097,,,0.75
2012-07-31,103.01,5568990.0,28068.3495,,,0.65
2012-08-31,105.23,1461400.0,29441.5351,,,0.65
2012-09-30,117.29,6009420.0,38039.9391,,,0.65
2012-10-31,111.32,3160340.0,36100.5674,,,0.65
2012-11-30,121.87,3325210.0,40497.5659,,,0.65
2012-12-31,130.79,6986280.0,43463.4772,,,0.65
2013-01-31,114.75,4113950.0,38133.1448,,,0.65
2013-02-28,111.12,1627030.0,36925.1798,,,0.65
2013-03-31,99.72,2942090.0,33138.4505,,,0.65
2013-04-30,107.48,8586140.0,35717.2169,,,0.65
2013-05-31,107.64,3195170.0,35770.3852,,,0.65
2013-06-30,99.38,2678210.0,33023.8473,,,0.65
2013-07-31,100.69,1647910.0,33459.1806,,,0.7
2013-08-31,94.5,1548520.0,31403.8095,,,0.7
2013-09-30,92.88,2772280.0,30865.4585,,,0.7
2013-10-31,92.48,2712010.0,30730.8708,,,0.7
2013-11-30,104.29,4226780.0,34658.8373,,,0.7
2013-12-31,126.47,18312930.0,42027.9322,,,0.7
2014-01-31,108.57,4638850.0,36079.4858,,,0.7
2014-02-28,99.74,1293380.0,33145.1425,,,0.7
2014-03-31,102.83,17370850.0,34170.3356,,,0.7
2014-04-30,98.57,5465970.0,32756.3334,,,0.7
2014-05-31,104.25,6868220.0,34643.8851,,,0.7
2014-06-30,125.39,13273070.0,41669.0336,,,0.7
2014-07-31,121.51,5379550.0,40377.9902,,,0.7
2014-08-31,114.01,4915890.0,37885.6244,,,0.7
2014-09-30,137.74,6729980.0,45773.1294,,,0.7
2014-10-31,132.75,3119290.0,44114.8753,,,0.7
2014-11-30,145.88,6288350.0,48478.1792,,,0.7
2014-12-31,149.02,3426590.0,49521.6455,,,0.7
2015-01-31,145.88,3960760.0,48478.1792,,,0.7
2015-02-28,146.63,2817640.0,48726.4177,,,0.7
2015-03-31,146.98,3366230.0,48843.7262,,,0.7
2015-04-30,113.87,2894180.0,37840.7576,,,0.7
2015-05-31,119.13,3063190.0,39588.741,,,0.7
2015-06-30,112.69,1868710.0,37448.6275,,,0.7
2015-07-31,122.41,3997660.0,40677.0741,,,1.0
2015-08-31,123.64,6091170.0,41085.82,,,1.0
2015-09-30,130.34,6284270.0,43313.9951,,,1.0
2015-10-31,139.51,2169900.0,46359.6682,,,1.0
2015-11-30,161.57,1956480.0,53693.868,,,1.0
2015-12-31,175.02,4819490.0,58160.1876,,,1.0
2016-01-31,155.79,2095190.0,51769.7616,,,1.0
2016-02-29,143.04,9860010.0,47532.7397,,,1.0
2016-03-31,159.18,3944720.0,52896.5174,,,1.15
2016-04-30,169.88,2068530.0,56453.9702,,,1.15
2016-05-31,163.46,11553610.0,54318.8351,,,1.15
2016-06-30,181.65,3877290.0,60365.3362,,,1.15
2016-07-31,183.11,3106870.0,60850.5186,,,0.9
2016-08-31,217.58,4911550.0,72303.8151,,,0.9
2016-09-30,213.45,4577645.0,70933.0086,,4.8007,0.9
2016-10-31,204.3,1859264.0,67892.3104,,4.5949,0.9
2016-11-30,180.25,1763832.0,59900.0927,,4.054,0.9
2016-12-31,200.4,5125906.0,66596.269,,4.5105,0.9
2017-01-31,238.75,10479975.0,79340.6149,,,0.9
2017-02-28,244.6,6754589.0,81284.6676,,,0.9
2017-03-31,266.7,14604220.0,88628.8669,,,0.9
2017-04-30,251.4,3132424.0,83544.4213,,,0.9
2017-05-31,244.15,1780257.0,81135.1251,,,0.0
2017-06-30,237.0,2927176.0,78759.0606,,,0.0
2017-07-31,267.8,5781624.0,88994.4153,,,1.0
2017-08-31,297.9,8062158.0,98997.1483,,,1.0
2017-09-30,295.6,6396268.0,98232.8199,,,1.0
2017-10-31,295.65,4543442.0,98249.4357,,,1.0
2017-11-30,342.45,6629271.0,113801.8621,,,1.0
2017-12-31,337.15,3090299.0,112040.5835,,,1.0
2018-01-31,318.05,4372307.0,105693.3341,,,1.0
2018-02-28,316.05,1799765.0,105028.7025,,,1.0
2018-03-31,345.05,3637498.0,114665.8877,,,1.0
2018-04-30,351.75,2454358.0,116892.4098,,,1.0
2018-05-31,329.65,1312387.0,109548.21,,,1.0
2018-06-30,302.25,6092577.0,100442.7316,,,1.0
2018-07-31,348.8,5069319.0,115912.0754,,,1.15
2018-08-31,369.45,3233174.0,122774.4159,,,1.15
2018-09-30,333.25,1970656.0,110744.5503,,,1.15
2018-10-31,321.7,2403904.0,106906.292,,,1.15
2018-11-30,335.05,2891910.0,111342.7204,,,1.15
2018-12-31,362.3,2793467.0,120398.3513,,,1.15
2019-01-31,354.05,3024335.0,117656.7383,,,1.15
2019-02-28,324.95,2553997.0,107986.3214,,,1.15
2019-03-31,361.9,3351389.0,120265.4246,,,1.15
2019-04-30,355.7,2927366.0,118205.0609,,,1.15
2019-05-31,392.1,4567346.0,130301.3898,,,1.15
2019-06-30,440.95,4320985.0,146535.0621,,,1.15
2019-07-31,397.65,3698792.0,132145.7477,,,1.3
2019-08-31,469.25,7544586.0,166812.4911,,,1.3
2019-09-30,483.9,4973840.0,172020.3824,,7.3899,1.3
2019-10-31,541.65,3896944.0,192549.7833,,8.2718,1.3
2019-11-30,520.6,3263637.0,185066.7722,,7.9504,1.3
2019-12-31,527.15,4099095.0,187395.2151,,8.3138,1.3
2020-01-31,590.8,4865892.0,210021.992,,,1.3
2020-02-29,737.2,15568047.0,262065.3562,,,1.3
2020-03-31,484.35,13401800.0,172180.3517,145.0513,7.2101,1.3
2020-04-30,505.0,13006960.0,179521.1678,151.2355,7.5175,1.3
2020-05-31,468.85,7024910.0,166670.2961,140.4094,6.9794,1.3
2020-06-30,615.3,16727166.0,218731.4348,195.1387,9.6998,1.3
2020-07-31,558.1,8035668.0,198397.552,,,1.0
2020-08-31,639.2,13582522.0,227227.5851,,,1.0
2020-09-30,671.9,20314282.0,238852.025,,11.352,1.0
2020-10-31,659.55,14171389.0,234461.7483,,11.1434,1.0
2020-11-30,720.3,51821014.0,256057.611,,12.1698,1.0
2020-12-31,687.6,20963248.0,244433.1713,,11.4475,1.0
2021-01-31,621.55,12121895.0,220953.2252,,,1.0
2021-02-28,808.65,16032340.0,287464.9273,,,1.0
2021-03-31,751.05,22498650.0,266988.8501,,11.5428,1.0
2021-04-30,776.7,18871297.0,276107.1032,,11.937,1.0
2021-05-31,851.65,19526987.0,302750.8876,,13.0889,1.0
2021-06-30,849.85,13147047.0,302111.0102,,13.258,1.0
2021-07-31,922.9,19442387.0,328079.3778,,,0.6
2021-08-31,1006.9,23854524.0,357940.3245,,,0.6
2021-09-30,1025.85,16928704.0,364676.8119,528.7887,16.2179,0.6
2021-10-31,1003.15,20341461.0,356607.2465,517.0876,15.859,0.6
2021-11-30,1014.4,23427445.0,360606.4804,522.8866,16.0369,0.6
2021-12-31,1065.0,14802365.0,378594.146,347.9752,16.3285,0.6
2022-01-31,1031.55,16364621.0,366703.0904,337.0458,,0.6
2022-02-28,1108.1,11833925.0,393915.6555,362.0576,,0.6
2022-03-31,1275.5,18009612.0,453424.2565,569.2766,19.1804,0.6
2022-04-30,1228.4,15312382.0,436680.7971,548.2551,18.4721,0.6
2022-05-31,1124.05,14832579.0,399585.6805,501.6819,16.9029,2.3
2022-06-30,1074.15,14462936.0,381846.8562,113.4199,16.6804,2.3
2022-07-31,1268.6,13418734.0,450971.393,133.9519,,1.7
2022-08-31,1407.25,23102620.0,500259.7295,148.592,,1.7
2022-09-30,1420.0,16603110.0,504792.1946,149.6223,21.18,1.7
2022-10-31,1527.9,11484003.0,543149.2917,160.9915,22.7894,1.7
2022-11-30,1471.65,16690256.0,523153.122,155.0646,21.9504,1.7
2022-12-31,1351.35,11530643.0,480387.9804,126.9504,20.1151,1.7
2023-01-31,1196.6,14964454.0,425376.2958,112.4126,,1.7
2023-02-28,1278.15,15654315.0,454366.2983,120.0737,,1.1
2023-03-31,1374.95,10547659.0,488777.4845,113.0277,18.8318,1.1
2023-04-30,1367.75,7857565.0,486217.9748,112.4359,18.7332,1.1
2023-05-31,1560.45,11140134.0,554720.4085,128.2768,21.3725,2.2
2023-06-30,1764.15,10421717.0,627133.2043,131.9019,24.233,2.2
2023-07-31,1757.1,7062062.0,624627.0177,131.3748,,2.2
2023-08-31,2048.6,21867242.0,728251.6126,153.1697,,2.2
2023-09-30,2080.15,15546015.0,739467.242,119.8608,25.3788,2.2
2023-10-31,2154.7,10543229.0,765968.8322,124.1565,26.2884,2.2
2023-11-30,2787.0,19171640.0,990743.5538,160.5904,34.0027,2.2
2023-12-31,3054.95,13063270.0,1085996.419,129.8321,36.9186,2.2
2024-01-31,3086.95,11875113.0,1097372.018,131.1921,,2.2
2024-02-29,3881.8,31028761.0,1379931.226,164.9724,,2.2
2024-03-31,3948.0,16948867.0,1403464.496,94.4046,34.5023,2.2
2024-04-30,4409.9,22496366.0,1567664.154,105.4495,38.5389,2.2
2024-05-31,4559.15,17900141.0,1620720.658,109.0184,39.8433,3.2
2024-06-30,5479.85,15614186.0,1948017.963,114.2957,46.5711,3.2
2024-07-31,5839.0,14294252.0,2075691.285,121.7866,,3.2
2024-08-31,7158.75,28016152.0,2544845.861,149.3133,,3.2
2024-09-30,7574.65,24330302.0,2692693.097,148.8889,57.5419,3.2
2024-10-31,7128.35,16839914.0,2534039.043,140.1164,54.1515,3.2
2024-11-30,6795.4,23751885.0,2415679.493,133.5718,51.6222,3.2
2024-12-31,7123.35,16491891.0,2532261.605,131.1018,52.8297,3.2
2025-01-31,5753.2,24441684.0,2045190.461,105.8848,,3.2
2025-02-28,4851.55,33135310.0,1724665.191,89.2904,,3.2
2025-03-31,5325.15,23807563.0,1893024.053,122.489,34.6597,3.2
2025-04-30,5172.5,36270197.0,1838758.892,118.9778,33.6662,3.2
2025-05-31,5643.5,19796669.0,2006193.486,129.8117,36.7318,3.2
2025-06-30,6217.5,31966476.0,2210243.289,139.531,39.179,5.0
2025-07-31,5018.0,28348490.0,1783836.079,112.6122,,5.0
2025-08-31,5298.0,21166313.0,1883372.568,118.8959,,5.0
2025-09-30,4677.5,21976710.0,1662792.599,102.5093,27.2529,5.0
2025-10-31,4694.3,18952425.0,1668764.788,102.8775,27.3508,5.0
2025-11-30,4250.4,23318497.0,1510963.904,93.1492,24.7644,5.0
2025-12-31,4279.0,18221180.0,1521130.846,92.9006,24.5157,5.0
2026-01-31,3785.5,24621071.0,1345697.784,82.1863,,5.0
2026-02-28,3899.5,20672589.0,1386223.354,84.6613,,5.0
2026-03-31,3791.1,2470968.0,1347688.548,82.3079,,5.0
