FNXP IN Equity,price,volume,mc,pe,bm,div
2023-05-31,177.95,30023006.0,110413.8652,44.047,2.2441,4.0
2023-06-30,175.8,28197805.0,109079.8399,43.5149,2.217,4.0
2023-07-31,199.7,22975763.0,123909.2379,49.4307,2.5184,4.0
2023-08-31,239.55,38867523.0,148635.2426,59.2946,3.0209,1.5
2023-09-30,224.0,20154037.0,138986.8267,55.4455,2.8248,1.5
2023-10-31,192.05,15489023.0,119162.5896,47.5371,2.4219,1.5
2023-11-30,206.5,23319471.0,128128.4809,51.1139,2.6041,1.5
2023-12-31,211.0,27466447.0,130920.627,52.2277,2.6609,1.5
2024-01-31,222.35,33036653.0,137963.0398,55.0371,2.804,1.5
2024-02-29,218.3,24521033.0,135450.1084,54.0347,2.7529,1.5
2024-03-31,246.45,30421268.0,152916.5332,32.1736,2.7046,1.5
2024-04-30,266.45,30797576.0,165326.0713,34.7846,2.9241,1.5
2024-05-31,311.55,49737084.0,193309.5798,40.6723,3.419,1.5
2024-06-30,325.45,27346138.0,201934.2087,42.4869,3.5715,1.5
2024-07-31,318.3,21948830.0,197497.7989,41.5535,3.4931,1.5
2024-08-31,311.85,19212067.0,193495.7228,40.7115,3.4223,1.5
2024-09-30,278.65,12907094.0,172895.8896,36.3773,3.058,2.5
2024-10-31,303.35,56694076.0,188221.6691,39.6018,3.329,2.5
2024-11-30,268.45,8844783.0,166567.0251,35.0457,2.946,2.5
2024-12-31,251.55,56464216.0,156080.9655,32.8394,2.7606,2.5
2025-01-31,205.2,23892944.0,127321.8609,26.7885,2.2519,2.5
2025-02-28,170.79,15528837.0,105971.2506,22.2963,1.8743,2.5
2025-03-31,179.93,45329454.0,111642.4095,13.9049,1.8248,2.5
2025-04-30,174.48,26796532.0,108260.8104,13.4838,1.7695,2.5
2025-05-31,218.16,66343152.0,135363.2416,16.8594,2.2125,2.5
2025-06-30,218.03,35652527.0,135282.5796,16.8493,2.2112,2.5
2025-07-31,206.26,19339955.0,127979.5664,15.9397,2.0918,2.5
2025-08-31,211.92,14336529.0,131491.4657,16.3771,2.1492,2.5
2025-09-30,200.1,16813328.0,124157.4287,15.4637,2.0293,3.6
2025-10-31,188.01,11390222.0,116655.8629,14.5294,1.9067,3.6
2025-11-30,178.73,13676068.0,110897.8372,13.8122,1.8126,3.6
2025-12-31,174.01,13967996.0,107969.1862,13.4474,1.7647,3.6
2026-01-31,176.43,8508652.0,109470.7403,13.6345,1.7893,3.6
2026-02-28,185.25,20157617.0,114943.3467,14.3161,1.8787,3.6
2026-03-31,186.25,1643376.0,115563.8236,14.3934,1.8889,3.6
