TMX IN Equity,price,volume,mc,pe,bm,div
2001-03-31,11.56,12038865.0,1343.85,,,0.7
2001-04-30,11.8,14233780.0,1371.75,,,0.7
2001-05-31,12.38,17980015.0,1439.175,,,0.7
2001-06-30,8.73,9833530.0,1014.8625,,,0.0
2001-07-31,8.54,1086045.0,992.775,,,0.0
2001-08-31,9.44,1477590.0,1097.4,,,0.2
2001-09-30,8.89,4422055.0,1033.4625,,,0.2
2001-10-31,9.12,1229570.0,1060.2,,,0.2
2001-11-30,14.54,9665040.0,1690.275,,,0.2
2001-12-31,13.39,4539025.0,1556.5875,,,0.2
2002-01-31,13.97,1978185.0,1624.0125,,,0.2
2002-02-28,15.06,5934320.0,1750.725,,,0.2
2002-03-31,15.6,1775985.0,1813.5,6.5732,0.511,0.2
2002-04-30,21.51,15885785.0,2500.5375,9.0634,0.7046,0.0
2002-05-31,25.98,21419560.0,3020.175,10.9469,0.851,0.0
2002-06-30,25.51,4196430.0,2965.5375,10.7488,0.8356,0.0
2002-07-31,26.33,5230290.0,3060.8625,11.0943,0.8624,0.0
2002-08-31,27.2,1409840.0,3162.0,11.4609,0.8909,0.0
2002-09-30,25.9,300200.0,3010.875,10.9132,0.8483,1.0
2002-10-31,27.79,523760.0,3230.5875,11.7095,0.9103,1.0
2002-11-30,24.89,709600.0,2965.7679,10.4876,0.8153,1.0
2002-12-31,28.41,3826115.0,3385.1935,11.9708,0.9306,1.0
2003-01-31,29.65,3472450.0,3532.9457,12.4932,0.9712,1.0
2003-02-28,30.39,712295.0,3621.1204,12.805,0.9954,1.0
2003-03-31,27.6,768985.0,3288.6779,5.2972,0.849,1.0
2003-04-30,27.42,494520.0,3267.23,5.2626,0.8434,1.0
2003-05-31,40.11,5255670.0,4779.3069,7.6982,1.2338,1.0
2003-06-30,53.79,2742650.0,6409.3473,10.3237,1.6546,1.0
2003-07-31,48.87,4149030.0,5823.1047,9.3794,1.5032,2.4
2003-08-31,57.58,2383950.0,6860.9447,11.0511,1.7711,2.4
2003-09-30,56.35,3631505.0,6714.3841,10.815,1.7333,2.4
2003-10-31,63.25,2350870.0,7536.5536,12.1393,1.9456,2.4
2003-11-30,64.51,1668640.0,7686.6888,12.3811,1.9843,2.4
2003-12-31,82.09,1740540.0,9781.4337,15.7552,2.5251,2.4
2004-01-31,75.8,2502495.0,9031.9488,14.548,2.3316,2.4
2004-02-29,66.28,430975.0,7897.5932,12.7209,2.0388,2.4
2004-03-31,74.53,2093960.0,8880.6219,14.1584,2.426,2.4
2004-04-30,83.37,353145.0,9933.9521,15.8378,2.7138,2.4
2004-05-31,76.0,443725.0,9055.7798,14.4377,2.4739,2.4
2004-06-30,76.17,665185.0,9076.0361,14.47,2.4794,2.4
2004-07-31,78.0,908440.0,9294.0898,14.8176,2.539,2.4
2004-08-31,85.38,513955.0,10173.4536,16.2196,2.7792,2.4
2004-09-30,84.67,826175.0,10088.8536,16.0847,2.7561,2.4
2004-10-31,88.29,567830.0,10520.1947,16.7724,2.8739,2.4
2004-11-30,98.69,862780.0,11759.4066,18.7481,3.2125,2.4
2004-12-31,107.99,1252695.0,12867.5481,20.5148,3.5152,2.4
2005-01-31,113.92,1704370.0,13574.1372,21.6413,3.7082,2.4
2005-02-28,112.18,2378550.0,13366.8075,21.3108,3.6516,2.4
2005-03-31,118.43,4684555.0,14111.5263,21.7036,3.452,2.4
2005-04-30,126.8,3156715.0,15108.8536,23.2375,3.6959,2.4
2005-05-31,129.89,3330925.0,15477.0425,23.8038,3.786,2.4
2005-06-30,120.06,2739150.0,14305.7489,22.0023,3.4995,2.4
2005-07-31,129.06,3994365.0,15378.3384,23.6517,3.7618,2.4
2005-08-31,147.32,3712500.0,17554.1361,26.998,4.2941,2.4
2005-09-30,173.66,5045755.0,20692.7184,31.8251,5.0618,2.4
2005-10-31,161.24,2048240.0,19212.7947,29.549,4.6998,2.4
2005-11-30,190.66,3345725.0,22718.379,34.9405,5.5573,2.4
2005-12-31,188.46,2089950.0,22456.2347,34.5374,5.4932,2.4
2006-01-31,228.34,4337710.0,27208.196,41.8458,6.6556,2.4
2006-02-28,243.27,4204245.0,28987.2026,44.5819,7.0908,2.4
2006-03-31,311.35,4500770.0,37099.22,36.1825,8.6009,2.4
2006-04-30,365.3,12225606.0,43205.965,42.4521,,2.4
2006-05-31,297.7,3551209.0,35472.7407,34.5962,,2.4
2006-06-30,263.5,3676719.0,31397.6055,30.6217,,2.4
2006-07-31,266.95,2298501.0,31808.6937,31.0227,,3.4
2006-08-31,294.15,3332720.0,35049.7369,34.1836,,3.4
2006-09-30,313.75,3307005.0,37385.1944,36.4614,,3.4
2006-10-31,314.75,2362972.0,37504.3504,36.5776,,3.4
2006-11-30,380.9,13365438.0,45386.5197,44.265,,3.4
2006-12-31,388.7,2026887.0,46315.9365,45.1714,,3.4
2007-01-31,405.7,2010270.0,48341.5885,47.147,,3.4
2007-02-28,379.4,1635425.0,45207.7857,44.0906,,3.4
2007-03-31,382.75,1596190.0,45606.9583,22.8951,7.7307,6.8
2007-04-30,417.35,994078.0,49729.7559,24.9648,8.4295,6.8
2007-05-31,501.3,2721584.0,59732.9019,29.9865,10.1251,6.8
2007-06-30,502.6,2262698.0,59887.8047,30.0642,10.1514,6.8
2007-07-31,640.95,4626588.0,76373.0371,38.34,12.9457,6.0
2007-08-31,636.45,1676118.0,75836.8351,38.0708,12.8548,6.0
2007-09-30,749.5,1549424.0,89307.4207,44.8332,15.1382,6.0
2007-10-31,883.5,2946342.0,105274.3244,52.8487,17.8447,6.0
2007-11-30,860.2,1558291.0,102497.9897,51.4549,17.3741,6.0
2007-12-31,819.1,2253361.0,97600.6782,48.9964,16.5439,6.0
2008-01-31,631.45,2180465.0,75241.0551,37.7717,12.7538,6.0
2008-02-29,661.1,1767924.0,78774.0304,39.5453,13.3527,6.0
2008-03-31,607.0,860541.0,72327.6909,24.8575,9.523,6.0
2008-04-30,499.75,2103274.0,59548.2101,20.4655,7.8404,6.0
2008-05-31,427.4,3184546.0,50927.2736,17.5026,6.7053,2.6
2008-06-30,373.6,4956882.0,44516.6809,15.2994,5.8613,2.6
2008-07-31,441.2,2903708.0,52571.6264,18.0678,6.9218,8.0
2008-08-31,491.3,1496526.0,58541.3419,20.1194,7.7078,8.0
2008-09-30,417.0,1554217.0,49688.0513,17.0767,6.5421,8.0
2008-10-31,324.7,2688382.0,38689.9526,13.2969,5.0941,8.0
2008-11-30,172.6,1006515.0,20566.3253,7.0682,2.7078,8.0
2008-12-31,179.9,3818161.0,21436.1641,7.3672,2.8224,8.0
2009-01-31,159.9,4170988.0,19053.0441,6.5481,2.5086,8.0
2009-02-28,158.55,2364125.0,18892.1835,6.4928,2.4874,8.0
2009-03-31,180.65,2130844.0,21525.5311,7.4495,2.1691,8.0
2009-04-30,223.15,4073405.0,26589.661,9.2021,2.6794,8.0
2009-05-31,366.2,3629679.0,43634.9266,15.101,4.397,8.0
2009-06-30,403.55,4294103.0,48085.4031,16.6412,4.8454,8.0
2009-07-31,440.7,5979759.0,52512.0484,18.1732,5.2915,5.0
2009-08-31,471.8,2354343.0,56217.8,19.4557,5.6649,5.0
2009-09-30,546.15,4415215.0,65077.0484,22.5216,6.5576,5.0
2009-10-31,529.85,2116459.0,63134.8057,21.8495,6.3619,5.0
2009-11-30,596.55,2195943.0,71082.5107,24.6,7.1628,5.0
2009-12-31,609.05,2503341.0,72571.9607,25.1155,7.3129,5.0
2010-01-31,648.85,4759031.0,77314.3695,26.7567,7.7907,5.0
2010-02-28,590.45,2288351.0,70355.6592,24.3485,7.0895,5.0
2010-03-31,681.95,2620845.0,81258.433,56.313,7.5364,5.0
2010-04-30,718.0,1133250.0,85554.0067,59.2898,7.9348,5.0
2010-05-31,702.3,1150500.0,83683.2576,57.9934,7.7613,5.0
2010-06-30,755.0,1777259.0,89962.7787,62.3452,8.3437,5.0
2010-07-31,759.0,2094658.0,90439.4027,62.6755,8.3879,5.0
2010-08-31,758.15,1143654.0,90338.1201,62.6053,8.3785,5.0
2010-09-30,800.55,1903671.0,95390.3344,66.1065,8.8471,5.0
2010-10-31,861.9,2316240.0,102700.5549,71.1726,9.5251,5.0
2010-11-30,881.75,1916452.0,105065.8014,72.8117,9.7445,5.0
2010-12-31,871.55,1797697.0,103850.4103,71.9694,9.6318,5.0
2011-01-31,673.35,1652245.0,80233.6914,55.6028,7.4414,5.0
2011-02-28,556.15,2481312.0,66268.6084,45.9249,6.1462,5.0
2011-03-31,602.9,2060394.0,71839.1513,18.823,5.4635,5.0
2011-04-30,647.15,2315334.0,77111.8043,20.2045,5.8645,5.0
2011-05-31,604.75,2549283.0,72059.5899,18.8807,5.4803,5.0
2011-06-30,595.65,1587512.0,70975.2703,18.5966,5.3978,5.0
2011-07-31,571.85,4587863.0,68139.3576,17.8536,5.1821,9.0
2011-08-31,489.15,3425901.0,58285.1565,15.2716,4.4327,9.0
2011-09-30,442.35,2859931.0,52708.6558,13.8105,4.0086,9.0
2011-10-31,464.6,2822278.0,55359.8768,14.5052,4.2102,9.0
2011-11-30,453.45,2034137.0,54031.2874,14.157,4.1092,9.0
2011-12-31,393.4,1929809.0,46875.9697,12.2822,3.565,9.0
2012-01-31,490.15,2573776.0,58404.3125,15.3028,4.4418,9.0
2012-02-29,536.6,3973402.0,63939.1087,16.753,4.8627,9.0
2012-03-31,464.5,2451121.0,55348.1029,13.7183,3.397,9.0
2012-04-30,445.15,1119970.0,53042.4285,13.1468,3.2555,9.0
2012-05-31,447.75,1736731.0,53352.2348,13.2236,3.2745,9.0
2012-06-30,480.0,1096869.0,57195.0256,14.176,3.5103,9.0
2012-07-31,483.45,2414038.0,57606.1149,14.2779,3.5356,7.0
2012-08-31,486.05,638975.0,57915.9213,14.3547,3.5546,7.0
2012-09-30,561.45,699118.0,66900.3065,16.5815,4.106,7.0
2012-10-31,584.85,1843977.0,69688.564,17.2726,4.2771,7.0
2012-11-30,589.7,629621.0,70266.4721,17.4158,4.3126,7.0
2012-12-31,616.9,2470601.0,73507.5236,18.2191,4.5115,7.0
2013-01-31,582.3,1158115.0,69384.7155,17.1973,4.2585,7.0
2013-02-28,580.55,2324983.0,69176.1919,17.1456,4.2457,7.0
2013-03-31,563.6,1035908.0,67156.4926,20.9751,3.5938,7.0
2013-04-30,574.1,958039.0,68407.6338,21.3658,3.6607,7.0
2013-05-31,581.15,1384526.0,69247.6857,21.6282,3.7057,7.0
2013-06-30,598.2,1256038.0,71279.2961,22.2627,3.8144,7.0
2013-07-31,581.65,2682766.0,69307.2594,21.6468,3.7089,7.0
2013-08-31,540.4,1441489.0,64392.0622,20.1116,3.4459,7.0
2013-09-30,586.0,987539.0,69825.5893,21.8087,3.7366,7.0
2013-10-31,637.6,842888.0,75974.0542,23.7291,4.0657,7.0
2013-11-30,642.85,778034.0,76599.6247,23.9245,4.0991,7.0
2013-12-31,710.95,2337031.0,84714.1685,26.4589,4.5334,7.0
2014-01-31,633.7,700584.0,75509.3446,23.5839,4.0408,7.0
2014-02-28,699.9,631361.0,83397.4914,26.0476,4.4629,7.0
2014-03-31,748.2,1902504.0,89152.7405,36.25,4.3739,7.0
2014-04-30,734.25,980096.0,87490.5102,35.5741,4.2923,7.0
2014-05-31,884.9,2706286.0,105441.4061,42.8731,5.173,7.0
2014-06-30,939.0,1518031.0,111887.7617,45.4942,5.4893,7.0
2014-07-31,874.45,2951176.0,104196.2228,42.3668,5.1119,6.0
2014-08-31,858.9,662086.0,102343.3424,41.6134,5.021,6.0
2014-09-30,918.05,1327947.0,109391.4373,44.4792,5.3668,6.0
2014-10-31,893.9,925781.0,106513.8128,43.3091,5.2256,6.0
2014-11-30,1072.6,1439395.0,127807.0428,51.9671,6.2703,6.0
2014-12-31,1068.15,1351825.0,127276.7973,51.7515,6.2443,6.0
2015-01-31,1145.2,1502275.0,136457.7825,55.4845,6.6947,6.0
2015-02-28,1157.4,930461.0,137911.1524,56.0756,6.766,6.0
2015-03-31,1068.65,1787492.0,127336.3755,49.1286,5.9325,6.0
2015-04-30,980.65,997250.0,116850.6215,45.083,5.444,6.0
2015-05-31,963.6,1024207.0,114819.0066,44.2992,5.3494,6.0
2015-06-30,1045.65,1083359.0,124595.7807,48.0712,5.8048,6.0
2015-07-31,1045.55,1443998.0,124583.8725,48.0666,5.8043,7.0
2015-08-31,950.0,933718.0,113198.481,43.6739,5.2739,7.0
2015-09-30,851.8,1127050.0,101497.3327,39.1594,4.7287,7.0
2015-10-31,850.35,3771362.0,101324.5561,39.0928,4.7207,7.0
2015-11-30,870.8,605483.0,103761.3024,40.0329,4.8342,7.0
2015-12-31,904.45,976639.0,107770.9117,41.5799,5.021,7.0
2016-01-31,838.5,1275472.0,99912.554,38.548,4.6549,7.0
2016-02-29,751.2,1079704.0,89510.2094,34.5346,4.1702,7.0
2016-03-31,758.5,1796306.0,90380.0503,30.2553,3.7406,7.0
2016-04-30,771.95,1056921.0,91982.7025,30.7918,3.807,7.0
2016-05-31,731.55,1772341.0,87168.7882,29.1803,3.6077,7.0
2016-06-30,825.85,916513.0,98405.2269,32.9418,4.0728,7.0
2016-07-31,880.3,1714720.0,104893.2872,35.1137,4.3413,6.0
2016-08-31,836.85,2078271.0,99715.9461,33.3805,4.127,6.0
2016-09-30,845.2,1060346.0,100710.9012,33.7136,4.1682,6.0
2016-10-31,859.35,586771.0,102396.9628,34.278,4.238,6.0
2016-11-30,833.05,633911.0,99263.1522,33.229,4.1083,6.0
2016-12-31,743.6,238122.0,88604.6215,29.6609,3.6672,6.0
2017-01-31,806.25,3397590.0,96069.7635,32.16,3.9761,6.0
2017-02-28,859.55,625795.0,102420.794,34.286,4.239,6.0
2017-03-31,979.95,1642370.0,116767.212,49.4924,4.6014,6.0
2017-04-30,1031.5,1841366.0,122909.7191,52.096,4.8435,6.0
2017-05-31,1009.95,978165.0,120341.9009,51.0076,4.7423,6.0
2017-06-30,936.4,606664.0,111577.9554,47.2929,4.397,6.0
2017-07-31,870.25,1006579.0,103695.7664,43.952,4.0863,6.0
2017-08-31,889.1,886691.0,105941.8626,44.904,4.1749,6.0
2017-09-30,950.75,2819864.0,113287.8482,48.0177,4.4643,6.0
2017-10-31,990.15,827769.0,117982.6063,50.0076,4.6493,6.0
2017-11-30,1114.5,1268322.0,132799.6952,56.2879,5.2332,6.0
2017-12-31,1223.75,2166365.0,145817.5209,61.8056,5.7462,6.0
2018-01-31,1238.5,1955342.0,147575.0763,62.5505,5.8155,6.0
2018-02-28,1154.55,814294.0,137571.9062,58.3106,5.4213,6.0
2018-03-31,1134.6,971576.0,135194.738,55.0509,4.98,6.0
2018-04-30,1137.65,2064768.0,135558.1647,55.1989,4.9934,6.0
2018-05-31,1110.4,945180.0,132311.1555,53.8768,4.8738,6.0
2018-06-30,1042.35,589745.0,124202.5693,50.575,4.5751,6.0
2018-07-31,1172.85,1453437.0,139752.4665,56.9068,5.1479,6.0
2018-08-31,1030.45,1992698.0,122784.6093,49.9976,4.5229,6.0
2018-09-30,946.7,1033739.0,112805.2692,45.934,4.1553,6.0
2018-10-31,999.6,1255191.0,119108.6375,48.5007,4.3875,6.0
2018-11-30,1041.25,1058636.0,124071.4974,50.5216,4.5703,6.0
2018-12-31,1120.25,1724197.0,133484.8451,54.3547,4.917,6.0
2019-01-31,1095.55,768336.0,130541.6845,53.1562,4.8086,6.0
2019-02-28,988.95,1267726.0,117839.6229,47.984,4.3407,6.0
2019-03-31,971.5,3922827.0,115760.3455,33.6159,3.8404,6.0
2019-04-30,974.65,3217508.0,116135.6878,33.7249,3.8528,6.0
2019-05-31,1020.0,2387808.0,121539.426,35.2941,4.0321,6.0
2019-06-30,1058.3,2569790.0,126103.1123,36.6194,4.1835,6.0
2019-07-31,1099.55,2374397.0,131018.3097,38.0467,4.3466,7.0
2019-08-31,994.4,1087862.0,118489.0247,34.4083,3.9309,7.0
2019-09-30,1127.9,1904171.0,134396.3908,39.0277,4.4586,7.0
2019-10-31,1128.85,896106.0,134509.5893,39.0606,4.4624,7.0
2019-11-30,1026.7,859505.0,122337.7732,35.526,4.0586,7.0
2019-12-31,1082.6,2118138.0,128998.6104,37.4602,4.2796,7.0
2020-01-31,1069.3,2486735.0,127413.8316,37.0,4.227,7.0
2020-02-29,922.75,1127143.0,109951.4758,31.9291,3.6477,7.0
2020-03-31,740.45,5302343.0,88229.2823,39.2395,2.9139,7.0
2020-04-30,725.05,4231908.0,86394.2753,38.4234,2.8533,7.0
2020-05-31,710.75,1572509.0,84690.3402,37.6656,2.797,7.0
2020-06-30,754.95,1818823.0,89957.0487,40.0079,2.9709,7.0
2020-07-31,744.9,1649509.0,88759.5279,39.4754,2.9314,7.0
2020-08-31,764.65,2409835.0,91112.8648,40.522,3.0091,7.0
2020-09-30,718.55,1026514.0,85619.7594,38.079,2.8277,7.0
2020-10-31,759.1,2181009.0,90451.5466,40.2279,2.9873,7.0
2020-11-30,893.4,1654500.0,106454.2375,47.345,3.5158,7.0
2020-12-31,907.95,1025415.0,108187.9617,48.1161,3.573,7.0
2021-01-31,992.1,865666.0,118214.9642,52.5755,3.9042,7.0
2021-02-28,1359.35,4098124.0,161975.115,72.0376,5.3494,7.0
2021-03-31,1343.55,1602380.0,160092.4455,73.2579,4.9238,7.0
2021-04-30,1477.85,1112892.0,176095.1365,80.5807,5.416,7.0
2021-05-31,1423.95,1702260.0,169672.612,77.6418,5.2185,0.0
2021-06-30,1484.4,1552931.0,176875.6102,80.9378,5.44,0.0
2021-07-31,1418.4,1350585.0,169011.2959,77.3391,5.1981,7.0
2021-08-31,1407.55,1465238.0,167718.4501,76.7475,5.1584,7.0
2021-09-30,1359.7,1166351.0,162016.8211,74.1385,4.983,7.0
2021-10-31,1378.35,1430342.0,164239.0861,75.1554,5.0513,7.0
2021-11-30,1753.5,7327275.0,208940.5721,95.6107,6.4262,7.0
2021-12-31,1786.9,3021663.0,212920.3925,97.4318,6.5486,7.0
2022-01-31,2081.5,4860223.0,248023.8385,113.4951,7.6282,7.0
2022-02-28,1812.65,1837998.0,215988.6672,98.8359,6.643,7.0
2022-03-31,1939.05,1108056.0,231050.0235,69.9261,6.6156,7.0
2022-04-30,2120.0,2678012.0,252611.356,76.4515,7.233,7.0
2022-05-31,1994.25,1347255.0,237627.4513,71.9167,6.804,7.0
2022-06-30,2097.15,1058703.0,249888.6345,75.6275,7.155,7.0
2022-07-31,2058.05,1557176.0,245229.6232,74.2175,7.0216,9.0
2022-08-31,2416.35,2728720.0,287923.3255,87.1385,8.2441,9.0
2022-09-30,2169.5,2517460.0,258509.5929,78.2366,7.4019,9.0
2022-10-31,2171.95,2014373.0,258801.5258,78.3249,7.4102,9.0
2022-11-30,2048.9,1244803.0,244139.3431,73.8875,6.9904,9.0
2022-12-31,1968.2,954940.0,234523.4297,70.9773,6.7151,9.0
2023-01-31,1925.15,860702.0,229393.7509,69.4248,6.5682,9.0
2023-02-28,2153.0,1922363.0,256543.5139,77.6415,7.3456,9.0
2023-03-31,2292.7,907669.0,273189.649,57.3462,7.0627,9.0
2023-04-30,2286.65,476948.0,272468.7534,57.1948,7.044,9.0
2023-05-31,2335.15,1434879.0,278247.8339,58.408,7.1935,9.0
2023-06-30,2281.75,1036384.0,271884.8875,57.0723,7.029,9.0
2023-07-31,2599.7,1621775.0,309770.6331,65.025,8.0084,10.0
2023-08-31,2808.9,1664809.0,334698.1311,70.2576,8.6528,10.0
2023-09-30,3110.5,1344047.0,370635.6712,77.8014,9.5819,10.0
2023-10-31,2831.7,1430902.0,337414.8947,70.8279,8.7231,10.0
2023-11-30,2535.0,2811390.0,302061.2205,63.4067,7.8091,10.0
2023-12-31,3081.5,3653728.0,367180.1385,77.076,9.4926,10.0
2024-01-31,3181.25,1417727.0,379065.9794,79.571,9.7999,10.0
2024-02-29,3637.25,2736705.0,433401.2522,90.9767,11.2046,10.0
2024-03-31,4192.35,2649845.0,499544.9143,73.1649,11.2515,10.0
2024-04-30,4669.6,3935719.0,556412.2585,81.4939,12.5324,10.0
2024-05-31,5404.65,12692834.0,643998.0968,94.322,14.5051,10.0
2024-06-30,5351.0,5598106.0,637605.3613,93.3857,14.3611,10.0
2024-07-31,5071.8,2936291.0,604336.9223,88.5131,13.6118,12.0
2024-08-31,4372.8,3081737.0,521046.6686,76.3141,11.7358,12.0
2024-09-30,5100.2,2908873.0,607720.9613,89.0087,13.688,12.0
2024-10-31,4925.45,1773542.0,586898.3978,85.959,13.219,12.0
2024-11-30,4590.1,2099155.0,546939.3326,80.1065,12.319,12.0
2024-12-31,4039.75,2180728.0,481361.6629,70.5017,10.842,12.0
2025-01-31,3863.6,2950667.0,460372.2807,67.4276,10.3692,12.0
2025-02-28,3248.5,3664031.0,387079.2406,56.6928,8.7184,12.0
2025-03-31,3654.1,3080851.0,435409.0358,64.8695,8.8195,12.0
2025-04-30,3291.3,2056033.0,392179.1302,58.4289,7.9438,12.0
2025-05-31,3388.2,2497064.0,403725.3757,60.1491,8.1777,12.0
2025-06-30,3419.3,3184446.0,407431.1366,60.7012,8.2528,12.0
2025-07-31,3940.4,7428039.0,469523.4845,69.9521,9.5105,14.0
2025-08-31,3207.6,8572795.0,382205.7479,56.943,7.7418,14.0
2025-09-30,3170.3,2363477.0,377761.2179,56.2808,7.6518,14.0
2025-10-31,3218.8,1705306.0,383540.2984,57.1418,7.7689,14.0
2025-11-30,2920.1,2528390.0,347948.3116,51.8392,7.0479,14.0
2025-12-31,3022.6,2153182.0,360161.8324,53.6588,7.2953,14.0
2026-01-31,2878.0,1846132.0,342931.8314,51.0918,6.9463,14.0
2026-02-28,3117.8,3224714.0,371505.5121,55.3488,7.5251,14.0
2026-03-31,3062.8,267232.0,364951.9215,54.3724,7.3923,14.0
