BIL IN Equity,price,volume,mc,pe,bm,div
2004-01-31,11.2,10452705.0,,,,0.2
2004-02-29,13.98,3241770.0,,,,0.2333
2004-03-31,13.77,4726725.0,,,,0.2333
2004-04-30,14.18,1981575.0,,,,0.2333
2004-05-31,11.85,3644655.0,,,,0.2333
2004-06-30,11.33,2807100.0,,,,0.2333
2004-07-31,12.02,2066430.0,,,,0.2667
2004-08-31,12.41,3299460.0,,,,0.2667
2004-09-30,12.67,990900.0,,,,0.2667
2004-10-31,15.18,2583210.0,,,,0.2667
2004-11-30,18.73,5007120.0,,,,0.3
2004-12-31,19.2,1289310.0,3565.584,,,0.3
2005-01-31,21.56,1361220.0,4003.8536,,,0.3
2005-02-28,26.35,1518240.0,4894.0116,,,0.6
2005-03-31,26.74,1484640.0,4966.4375,,,0.6
2005-04-30,31.0,632730.0,5756.9324,,,0.6
2005-05-31,38.53,2633880.0,7155.9289,,,0.6
2005-06-30,46.89,1295985.0,8707.2055,,,0.6
2005-07-31,69.03,19893105.0,12820.0076,,,0.75
2005-08-31,90.14,5913180.0,11160.4008,,,0.75
2005-09-30,98.76,2902120.0,12226.9816,,,0.75
2005-10-31,103.52,12177900.0,19224.3872,,,0.75
2005-11-30,105.93,9490860.0,19672.8707,,,0.7
2005-12-31,105.01,698140.0,19501.0917,,,0.7
2006-01-31,111.0,3755670.0,20613.4767,,,0.7
2006-02-28,99.9,3792360.0,18552.129,,,1.05
2006-03-31,89.35,2117260.0,17271.9068,24.1756,6.0072,1.05
2006-04-30,80.48,1218190.0,15465.3595,21.7768,5.4111,1.05
2006-05-31,65.29,1195040.0,12621.6665,17.6666,4.3898,1.05
2006-06-30,57.97,5772540.0,11206.5861,15.6859,3.8977,1.05
2006-07-31,45.95,931270.0,8881.9493,12.4321,3.0891,1.05
2006-08-31,52.05,1059050.0,10063.1161,14.0854,3.5,1.05
2006-09-30,55.14,2079970.0,10658.5324,14.9188,3.707,0.975
2006-10-31,60.38,752420.0,11671.5135,16.3367,4.0594,1.0
2006-11-30,55.46,1006460.0,10720.3939,15.0054,3.7286,1.0
2006-12-31,54.15,5143580.0,10469.0818,14.6536,3.6411,1.0
2007-01-31,52.39,2286100.0,10126.9107,14.1747,3.5221,1.0
2007-02-28,50.05,2497370.0,9674.549,13.5415,3.3648,1.0
2007-03-31,45.45,667790.0,8786.2574,10.573,2.5286,1.35
2007-04-30,49.7,1356460.0,9607.8546,11.5617,2.765,1.35
2007-05-31,48.65,2001190.0,9404.8717,11.3174,2.7066,1.35
2007-06-30,60.98,6555110.0,11788.4703,14.1857,3.3926,1.35
2007-07-31,62.71,4792870.0,12122.9087,14.5882,3.4888,1.35
2007-08-31,59.11,1795870.0,11426.0009,13.7496,3.2883,1.35
2007-09-30,58.59,746720.0,11325.6526,13.6286,3.2593,1.05
2007-10-31,60.02,2781350.0,11602.1002,13.9612,3.3389,1.05
2007-11-30,65.77,7864310.0,12713.6903,15.2989,3.6588,1.05
2007-12-31,74.41,1197500.0,14383.9751,17.3088,4.1395,0.7
2008-01-31,79.5,4300090.0,15368.9406,18.494,4.4229,0.7
2008-02-29,68.96,1347030.0,13331.3477,16.0421,3.8365,0.7
2008-03-31,54.15,2829770.0,10468.2784,9.2786,2.5086,0.7
2008-04-30,62.04,160020.0,11992.6067,10.6297,2.8738,0.7
2008-05-31,63.65,247120.0,12305.7851,10.9073,2.9489,0.0
2008-06-30,49.6,114280.0,9588.6724,8.499,2.2978,0.45
2008-07-31,41.86,228210.0,8092.3755,7.1727,1.9392,0.45
2008-08-31,43.3,5431770.0,8370.7563,7.4195,2.0059,1.05
2008-09-30,33.84,4347100.0,6540.9824,5.7976,1.5674,1.05
2008-10-31,16.0,4582600.0,3093.1201,2.7416,0.7412,1.05
2008-11-30,13.85,217800.0,2676.5155,2.3723,0.6414,1.05
2008-12-31,17.6,147320.0,3401.4655,3.0149,0.8151,1.05
2009-01-31,15.1,132980.0,2919.1321,2.5874,0.6995,1.05
2009-02-28,13.69,117330.0,2647.5175,2.3466,0.6344,1.05
2009-03-31,13.59,11674990.0,2626.2523,3.5176,0.5493,1.05
2009-04-30,18.41,176140.0,3559.0213,4.767,0.7444,1.05
2009-05-31,31.99,791560.0,6183.3404,8.282,1.2932,1.05
2009-06-30,27.61,562710.0,5337.5654,7.1491,1.1163,1.05
2009-07-31,33.05,2943870.0,6389.2262,8.5577,1.3363,0.6
2009-08-31,32.51,1018370.0,6284.8334,8.4179,1.3145,0.6
2009-09-30,37.98,3678740.0,7341.3273,9.833,1.5354,0.6
2009-10-31,40.69,3028780.0,7865.2245,10.5347,1.645,0.6
2009-11-30,40.78,1793380.0,7883.5899,10.5593,1.6488,0.6
2009-12-31,55.42,19379180.0,10712.8282,14.3488,2.2406,0.6
2010-01-31,52.04,8675720.0,10059.4066,13.4736,2.1039,0.6
2010-02-28,59.23,9244160.0,11450.344,15.3366,2.3948,0.6
2010-03-31,63.92,2923790.0,12357.0149,5.6412,1.8135,0.6
2010-04-30,61.18,2474330.0,11827.318,5.3993,1.7357,0.7
2010-05-31,53.69,3236030.0,10379.3512,4.7383,1.5232,0.7
2010-06-30,58.2,4045300.0,11250.2578,5.1359,1.6511,0.7
2010-07-31,66.9,5713510.0,12933.1085,5.9042,1.898,0.7
2010-08-31,68.1,3634850.0,13164.1259,6.0096,1.9319,0.7
2010-09-30,69.95,6466510.0,13522.7345,6.1733,1.9846,0.7
2010-10-31,76.72,2973960.0,14830.5444,6.7704,2.1765,0.7
2010-11-30,76.16,1779920.0,14724.2184,6.7218,2.1609,0.7
2010-12-31,64.97,4065252.0,12560.9675,5.7343,1.8434,0.7
2011-01-31,60.73,4829812.0,11739.3574,5.3592,1.7228,0.7
2011-02-28,67.15,3270914.0,12981.4385,5.9262,1.9051,0.7
2011-03-31,66.68,1279932.0,12889.6115,6.6212,1.4964,0.7
2011-04-30,72.65,2753182.0,14044.6985,7.2145,1.6305,0.7
2011-05-31,74.0,1971628.0,14305.6805,7.3486,1.6608,0.7
2011-06-30,78.28,2067512.0,15132.1236,7.7731,1.7568,0.0
2011-07-31,85.0,1732910.0,16432.2006,8.4409,1.9077,0.7
2011-08-31,85.28,1779348.0,16485.3636,8.4682,1.9139,0.7
2011-09-30,86.78,1285350.0,16775.3436,8.6172,1.9475,0.7
2011-10-31,88.8,843008.0,17166.8167,8.8183,1.993,0.7
2011-11-30,87.45,550866.0,16905.8346,8.6842,1.9627,0.7
2011-12-31,78.3,1962632.0,15136.9566,7.7756,1.7573,0.7
2012-01-31,94.53,1067408.0,18273.5737,9.3868,2.1215,0.7
2012-02-29,119.6,2512916.0,23121.0729,11.8769,2.6842,0.7
2012-03-31,129.18,2057288.0,24971.7493,9.2853,2.2495,0.7
2012-04-30,146.98,1538234.0,28412.7954,10.5648,2.5595,0.7
2012-05-31,133.85,1002988.0,25875.5072,9.6213,2.3309,0.7
2012-06-30,126.53,21494994.0,24459.4587,9.0948,2.2034,0.7
2012-07-31,147.2,5486562.0,28456.2918,10.5809,2.5634,0.7
2012-08-31,135.35,5676438.0,26165.483,9.7291,2.3571,0.75
2012-09-30,141.98,2182894.0,27446.2094,10.2054,2.4724,0.75
2012-10-31,132.07,2238374.0,25532.3692,9.4937,2.3,0.75
2012-11-30,127.58,5983746.0,24662.4418,9.1703,2.2217,0.75
2012-12-31,150.0,5484944.0,28997.58,10.7822,2.6122,0.75
2013-01-31,139.9,4153678.0,27045.0762,10.0562,2.4363,0.75
2013-02-28,124.73,2013468.0,24111.4877,8.9654,2.172,0.75
2013-03-31,135.15,1522716.0,26126.8195,7.4669,1.8106,0.75
2013-04-30,131.35,1154904.0,25392.2142,7.2569,1.7597,0.75
2013-05-31,133.07,1128368.0,25725.6864,7.3522,1.7828,0.75
2013-06-30,102.48,1257210.0,19810.1785,5.6616,1.3728,0.75
2013-07-31,105.0,1413492.0,20298.3044,5.8011,1.4067,0.75
2013-08-31,110.73,1789788.0,21405.0452,6.1174,1.4834,0.75
2013-09-30,119.93,1279084.0,23183.5633,6.6257,1.6066,0.75
2013-10-31,138.32,7249606.0,26740.5995,7.6423,1.8531,0.75
2013-11-30,142.65,3774064.0,27576.6964,7.8812,1.9111,0.75
2013-12-31,170.25,3246670.0,32912.2507,9.4061,2.2808,0.75
2014-01-31,163.0,2668200.0,31510.7011,9.0055,2.1837,0.75
2014-02-28,196.13,4788338.0,37914.3328,10.8356,2.6275,0.75
2014-03-31,238.65,10673956.0,46135.1461,9.721,2.4345,0.75
2014-04-30,263.05,5302052.0,50852.0854,10.7149,2.6834,0.75
2014-05-31,281.18,4772600.0,54355.9593,11.4532,2.8683,0.75
2014-06-30,377.15,3768382.0,72909.5761,15.3625,3.8473,0.75
2014-07-31,395.43,4208218.0,76442.4477,16.1069,4.0337,0.75
2014-08-31,362.88,4972052.0,70149.9733,14.7811,3.7017,0.75
2014-09-30,387.38,7293000.0,74886.2443,15.779,3.9516,1.0
2014-10-31,385.05,3290566.0,74436.7819,15.6843,3.9279,1.0
2014-11-30,314.65,12881868.0,60827.2521,12.8167,3.2097,1.0
2014-12-31,306.48,5523398.0,59246.8841,12.4837,3.1263,1.0
2015-01-31,324.45,6062186.0,62721.7605,13.2159,3.3097,1.0
2015-02-28,299.7,3579284.0,57937.4026,12.2077,3.0572,1.0
2015-03-31,324.52,10947154.0,62736.2593,13.2756,2.7565,1.0
2015-04-30,388.03,6922058.0,75011.9005,15.8732,3.2958,1.0
2015-05-31,364.75,3705182.0,70512.443,14.9211,3.0981,1.0
2015-06-30,356.6,2358496.0,68936.908,14.5877,3.0289,1.0
2015-07-31,339.95,3938678.0,65718.1769,13.9066,2.8875,1.2
2015-08-31,320.9,4186322.0,62035.4845,13.1273,2.7257,1.2
2015-09-30,335.08,1146534.0,64775.7556,13.7072,2.8461,1.2
2015-10-31,326.38,1240246.0,63093.8961,13.3513,2.7722,1.2
2015-11-30,328.75,5201232.0,63553.0244,13.4484,2.7923,1.2
2015-12-31,323.77,870022.0,62591.2714,13.2449,2.7501,1.2
2016-01-31,304.27,2690714.0,58821.5863,12.4472,2.5845,1.2
2016-02-29,285.0,1036176.0,55095.3976,11.6587,2.4207,1.2
2016-03-31,315.7,1982256.0,61030.2351,13.6933,2.1994,7.25
2016-04-30,332.95,467880.0,64364.9566,14.4416,2.3196,7.25
2016-05-31,333.08,965722.0,64389.1212,14.447,2.3205,7.25
2016-06-30,331.58,914296.0,64099.1454,14.3819,2.31,7.25
2016-07-31,364.6,3908622.0,70483.4454,15.8144,2.5401,7.25
2016-08-31,438.83,3596646.0,84832.4135,19.0338,3.0572,7.25
2016-09-30,506.95,5749962.0,98002.1467,21.9887,3.5318,5.75
2016-10-31,532.0,3950808.0,102844.7421,23.0753,3.7063,5.75
2016-11-30,496.38,3042022.0,95957.8174,21.53,3.4582,5.75
2016-12-31,551.25,7980674.0,106566.0979,23.9102,3.8405,5.5833
2017-01-31,560.9,4867568.0,108431.6148,24.3288,3.9077,5.5833
2017-02-28,650.33,4534904.0,125718.998,28.2075,4.5307,5.5
2017-03-31,693.08,111490658.0,133983.3076,37.3827,3.7818,4.25
2017-04-30,761.55,5745436.0,147220.7018,41.0761,4.1554,4.25
2017-05-31,736.58,5092794.0,142392.6051,39.729,4.0191,2.75
2017-06-30,831.55,8912020.0,160752.9047,44.8517,4.5374,2.75
2017-07-31,812.85,6051828.0,157137.8734,43.843,4.4353,2.75
2017-08-31,784.05,8436976.0,151570.3385,42.2896,4.2782,4.0
2017-09-30,852.88,8078046.0,164875.3937,46.0019,4.6537,4.5
2017-10-31,852.48,7000958.0,164798.0668,45.9803,4.6516,4.5
2017-11-30,1073.08,17344676.0,207443.8415,57.8789,5.8553,4.75
2017-12-31,1194.15,18386676.0,230849.7201,64.4094,6.5159,4.75
2018-01-31,1141.85,8008323.0,220739.2311,61.5885,6.2305,4.75
2018-02-28,1086.7,8528482.0,210077.7904,58.6138,5.9296,5.25
2018-03-31,1068.65,7468171.0,206588.4151,28.078,5.0592,5.25
2018-04-30,1275.2,12691473.0,246518.0807,33.505,6.0371,5.25
2018-05-31,1134.6,11748692.0,219337.6838,29.8108,5.3715,5.25
2018-06-30,1041.5,7383692.0,201339.8534,27.3647,4.9307,5.25
2018-07-31,1207.85,12620070.0,233498.1679,31.7354,5.7182,5.5
2018-08-31,1360.1,20920233.0,262930.7101,35.7357,6.439,6.25
2018-09-30,1018.55,24076065.0,196903.2239,26.7617,4.8221,6.25
2018-10-31,1095.2,14535016.0,211720.9865,28.7756,5.1849,6.25
2018-11-30,960.4,26068291.0,185661.8293,25.2338,4.5468,7.0
2018-12-31,923.9,18482984.0,178605.7518,24.2748,4.374,7.0
2019-01-31,810.6,11965984.0,156702.9142,21.298,3.8376,7.0
2019-02-28,885.7,18582346.0,171221.0352,23.2712,4.1931,7.5
2019-03-31,995.5,13468309.0,192447.2626,24.8751,4.1354,7.5
2019-04-30,914.35,7585241.0,176759.5727,22.8473,3.7983,7.5
2019-05-31,778.55,17090446.0,150507.0983,19.454,3.2342,7.5
2019-06-30,755.8,11923683.0,146109.1322,18.8856,3.1397,7.5
2019-07-31,702.35,14099415.0,135776.3284,17.55,2.9176,8.0
2019-08-31,744.45,11344929.0,143914.9821,18.6019,3.0925,8.0
2019-09-30,776.25,9723513.0,150062.4687,19.3966,3.2246,8.0
2019-10-31,884.7,10105633.0,171027.718,22.1064,3.6751,8.0
2019-11-30,926.25,17496868.0,179060.0472,23.1447,3.8477,8.0
2019-12-31,990.55,16521603.0,191490.3426,24.7514,4.1148,8.0
2020-01-31,1069.85,14803348.0,206820.3957,26.7329,4.4443,8.0
2020-02-29,1096.4,23770999.0,211952.9671,27.3963,4.5545,22.0
2020-03-31,791.65,21559402.0,153039.5535,15.9478,3.0557,22.0
2020-04-30,934.8,15912276.0,180712.9092,18.8316,3.6083,22.0
2020-05-31,1078.9,15595376.0,208569.9163,21.7345,4.1645,22.0
2020-06-30,1261.1,18500918.0,243792.3058,25.4049,4.8678,22.0
2020-07-31,1322.05,20225905.0,255574.9884,26.6328,5.103,20.0
2020-08-31,1321.9,15089442.0,255545.9935,26.6297,5.1025,21.0
2020-09-30,1477.0,21135192.0,285529.4896,29.7542,5.7011,21.0
2020-10-31,1347.55,16875448.0,260504.5767,27.1465,5.2015,21.0
2020-11-30,1659.4,33596994.0,320790.5418,33.4287,6.4052,23.0
2020-12-31,1646.3,18993888.0,318258.0866,33.1648,6.3546,23.0
2021-01-31,1588.35,14564868.0,307055.3556,31.9974,6.131,23.0
2021-02-28,1558.0,30539843.0,301188.1789,31.386,6.0138,12.0
2021-03-31,1688.5,12087463.0,326416.0719,27.7212,5.4404,12.0
2021-04-30,1769.95,9265187.0,342161.7569,29.0584,5.7029,12.0
2021-05-31,2200.9,17412521.0,425471.7991,36.1336,7.0914,12.0
2021-06-30,2239.2,8321761.0,432875.8474,36.7624,7.2148,17.0
2021-07-31,2373.85,6303969.0,458906.0115,38.9731,7.6487,17.0
2021-08-31,2294.9,11053984.0,443643.6193,37.6769,7.3943,18.0
2021-09-30,2533.65,9354738.0,489798.0984,41.5966,8.1635,18.0
2021-10-31,2460.1,8397252.0,475579.6191,40.3891,7.9266,18.0
2021-11-30,2174.75,7560121.0,420416.559,35.7043,7.0072,18.0
2021-12-31,2323.4,6604516.0,449153.1592,38.1448,7.4861,18.0
2022-01-31,2337.05,4178075.0,451791.9389,38.3689,7.5301,18.0
2022-02-28,1822.55,6568671.0,352330.2446,29.922,5.8723,29.0
2022-03-31,2136.2,6877969.0,412964.1813,28.7704,5.9565,29.0
2022-04-30,2144.2,5603040.0,414510.7188,28.8781,5.9788,29.0
2022-05-31,2338.9,7867102.0,452149.5757,31.5003,6.5217,29.0
2022-06-30,2149.15,6086288.0,415467.6389,28.9448,5.9926,28.0
2022-07-31,2311.25,5179122.0,446804.3554,31.1279,6.4446,28.0
2022-08-31,2046.05,11376161.0,395536.6366,27.5562,5.7051,28.0
2022-09-30,1883.65,11353369.0,364141.9249,25.369,5.2523,28.0
2022-10-31,1962.75,4507916.0,379433.3147,26.4343,5.4729,28.0
2022-11-30,2042.05,8955822.0,394763.3678,27.5024,5.694,28.0
2022-12-31,2131.25,6690677.0,412007.2612,28.7037,5.9427,28.0
2023-01-31,2221.3,6753955.0,429415.4741,29.9165,6.1938,28.0
2023-02-28,2014.35,7193327.0,389408.4817,27.1293,5.6167,16.0
2023-03-31,1951.45,4518118.0,377248.8304,35.6755,4.9921,16.0
2023-04-30,2084.25,4025946.0,402921.3533,38.1033,5.3318,16.0
2023-05-31,2273.8,10249537.0,439564.6266,41.5686,5.8167,16.0
2023-06-30,2370.4,5577865.0,458239.0672,43.3346,6.0638,16.0
2023-07-31,2542.35,6801506.0,491479.958,46.4781,6.5037,16.0
2023-08-31,2323.15,4940234.0,449104.8299,42.4707,5.943,16.0
2023-09-30,2557.8,4884796.0,494466.7086,46.7605,6.5432,16.0
2023-10-31,2553.8,5770814.0,493693.4398,46.6874,6.533,16.0
2023-11-30,2576.4,5906313.0,498062.4083,47.1005,6.5908,16.0
2023-12-31,2568.55,5673419.0,496544.8684,46.957,6.5707,16.0
2024-01-31,2454.25,7614877.0,474448.7136,44.8675,6.2783,16.0
2024-02-29,2228.95,6238390.0,430894.3507,40.7486,5.702,16.0
2024-03-31,2317.35,8067069.0,447983.5902,30.4434,5.0598,16.0
2024-04-30,2429.9,6596640.0,469741.44,31.922,5.3055,16.0
2024-05-31,3050.05,12578452.0,589627.0954,40.069,6.6596,16.0
2024-06-30,3229.0,6971110.0,624221.2065,42.4199,7.0503,16.0
2024-07-31,3323.3,6989948.0,642451.0175,43.6587,7.2562,16.0
2024-08-31,2829.75,6895393.0,547039.3184,37.1749,6.1786,16.0
2024-09-30,3050.15,5320799.0,589646.4271,40.0703,6.6598,16.0
2024-10-31,2837.45,5031585.0,548527.8608,37.276,6.1954,16.0
2024-11-30,2780.15,3792583.0,537450.7858,36.5233,6.0703,16.0
2024-12-31,2910.1,4115791.0,562572.3546,38.2304,6.354,16.0
2025-01-31,2771.25,5833055.0,535730.2628,36.4063,6.0508,16.0
2025-02-28,2615.65,2980615.0,505650.108,34.3622,5.7111,16.0
2025-03-31,2554.8,5906253.0,493886.757,29.8423,4.7546,16.0
2025-04-30,2675.1,6129786.0,517142.815,31.2475,4.9785,16.0
2025-05-31,2472.2,12466176.0,477918.7571,28.8775,4.6009,16.0
2025-06-30,2445.3,6583676.0,472718.5247,28.5633,4.5508,16.0
2025-07-31,2676.2,10903577.0,517355.4639,31.2604,4.9805,16.0
2025-08-31,2289.4,4712442.0,442580.3748,26.7422,4.2607,16.0
2025-09-30,2294.8,4201893.0,443624.2876,26.8053,4.2707,16.0
2025-10-31,2279.8,3117592.0,440724.5298,26.6301,4.2428,16.0
2025-11-30,2308.9,3122002.0,446350.06,26.97,4.297,16.0
2025-12-31,2319.7,4360666.0,448437.8856,27.0961,4.317,16.0
2026-01-31,2305.8,3466418.0,445750.7767,26.9338,4.2912,16.0
2026-02-28,2383.9,7259833.0,460848.8492,27.846,4.4365,16.0
2026-03-31,2271.3,444589.0,439081.3431,26.5308,4.227,16.0
